r_kpc,v_obs,v_model
0.34,35.5,1588.0332359068946
0.67,62.4,1635.2850861376942
1.0,90.7,1e-06
1.32,104.0,1.1489125293076057e-06
1.65,105.0,1.284523257866513e-06
1.98,108.0,1.4071247279470289e-06
2.31,116.0,1.5198684153570665e-06
2.63,130.0,605.2086628915329
2.96,141.0,802.8911693675291
3.28,146.0,763.8367172250443
3.61,150.0,526.7068268356724
3.94,152.0,1.984943324127921e-06
4.27,155.0,2.066397831977182e-06
4.6,152.0,2.1447610589527217e-06
4.94,150.0,2.222611077089287e-06
5.3,147.0,2.3021728866442675e-06
5.63,145.0,2.3727621035409345e-06
5.96,152.0,2.4413111231467404e-06
6.27,149.0,2.503996805109783e-06
8.24,149.0,2.870540018881465e-06
10.3,146.0,3.2093613071762426e-06
11.13,149.0,3.3361654635224555e-06
11.95,152.0,3.456877203488721e-06
12.72,153.0,3.5665109000254015e-06
13.58,156.0,3.685105154537656e-06
14.43,158.0,3.7986839826445157e-06
15.29,158.0,3.91024295920343e-06
16.02,159.0,4.0024992192379e-06
16.88,161.0,4.108527716834827e-06
17.73,163.0,4.21070065428546e-06
18.59,162.0,4.31161222746202e-06
19.32,164.0,4.395452195167182e-06
20.18,165.0,4.49221548904324e-06
21.04,166.0,4.586937976471886e-06
21.89,163.0,4.678675026115834e-06
22.63,159.0,4.757099956906518e-06
23.48,155.0,4.845616575834287e-06
24.34,154.0,4.933558553417604e-06
25.19,149.0,5.018964036531842e-06
25.93,153.0,5.092150822589606e-06
26.78,156.0,5.174939613174245e-06
27.64,151.0,5.2573757712379664e-06
28.37,158.0,5.32634959423431e-06
29.23,152.0,5.406477596365308e-06
