r_kpc,v_obs,v_model
2.67,221.0,1.6340134638368192e-06
3.21,237.0,1.7916472867168918e-06
3.74,249.0,1.9339079605813715e-06
4.27,250.0,2.066397831977182e-06
4.81,253.0,2.193171219946131e-06
5.35,257.0,2.3130067012440753e-06
5.88,257.0,2.424871130596428e-06
6.41,257.0,2.5317977802344325e-06
7.48,257.0,2.7349588662354685e-06
8.55,255.0,2.924038303442689e-06
9.62,248.0,3.1016124838541647e-06
10.66,247.0,3.2649655434629015e-06
11.74,246.0,3.426368339802363e-06
12.83,244.0,3.581898937714463e-06
13.91,242.0,3.7296112397943035e-06
15.0,238.0,3.872983346207417e-06
16.08,236.0,4.009987531152684e-06
17.07,233.0,4.1315856520227196e-06
18.15,234.0,4.260281680828158e-06
19.24,236.0,4.386342439892262e-06
20.32,237.0,4.507771067833858e-06
21.41,238.0,4.62709412050371e-06
22.49,240.0,4.7423622805517506e-06
23.48,238.0,4.845616575834287e-06
24.57,237.0,4.956813492557492e-06
25.65,236.0,5.064582904840239e-06
26.74,238.0,5.171073389539158e-06
27.82,239.0,5.274466797696237e-06
28.91,239.0,5.376802023508026e-06
29.89,241.0,5.467174773134658e-06
30.98,236.0,5.5659680200302986e-06
32.06,236.0,5.6621550667568265e-06
33.15,239.0,5.757603668193913e-06
34.23,237.0,5.850640990524029e-06
35.32,241.0,5.94306318324145e-06
36.31,238.0,6.025777958073132e-06
