r_kpc,v_obs,v_model
0.63,265.0,7.937253933193772e-07
1.72,250.0,1.3114877048604001e-06
2.79,233.0,1.6703293088490067e-06
3.91,230.0,1.977371993328519e-06
5.03,228.0,2.2427661492005802e-06
6.14,228.0,2.477902338672773e-06
7.26,227.0,2.6944387170614956e-06
8.37,226.0,2.893095228297886e-06
9.5,223.0,3.0822070014844882e-06
10.65,219.0,3.263433774416144e-06
11.74,216.0,3.426368339802363e-06
12.82,214.0,3.5805027579936315e-06
14.01,214.0,3.7429934544425804e-06
15.09,214.0,3.884584919911006e-06
16.18,214.0,4.0224370722237535e-06
17.36,214.0,4.166533331199932e-06
18.44,214.0,4.294182110716778e-06
19.53,214.0,4.41927595879687e-06
