r_kpc,v_obs,v_model
0.22,10.7,403.65802999841674
0.76,24.7,348.84841120481383
1.31,38.9,195.04532709851188
1.94,42.7,1.3928388277184118e-06
3.92,55.0,1.979898987322333e-06
4.35,57.2,2.085665361461421e-06
5.0,59.8,2.2360679774997895e-06
5.05,62.5,2.2472205054244232e-06
5.83,61.8,2.414539293529927e-06
6.09,64.4,2.4677925358506134e-06
6.74,67.2,2.596150997149434e-06
7.29,69.9,2.7e-06
