r_kpc,v_obs,v_model
0.49,211.0,7e-07
0.98,233.0,9.899494936611665e-07
1.47,227.0,1.212435565298214e-06
1.97,234.0,1.4035668847618199e-06
2.46,245.0,1.5684387141358121e-06
2.95,244.0,1.7175564037317668e-06
3.44,261.0,1.8547236990991407e-06
3.93,259.0,1.982422760159901e-06
4.42,258.0,2.102379604162864e-06
4.92,258.0,2.2181073012818834e-06
5.74,261.0,2.395829710142188e-06
6.56,263.0,2.5612496949731394e-06
7.37,264.0,2.7147743920996455e-06
8.19,265.0,2.8618176042508367e-06
9.01,265.0,3.0016662039607267e-06
9.83,264.0,3.1352830813181767e-06
10.65,264.0,3.263433774416144e-06
11.47,265.0,3.38673884437522e-06
