r_kpc,v_obs,v_model
0.14,5.23,453.2479144448715
0.42,15.4,455.0064322807345
0.69,24.4,428.1400597505872
0.97,32.1,332.32066518127044
1.25,34.6,128.27766594329313
1.52,37.9,1.2328828005937952e-06
1.8,40.5,1.3416407864998739e-06
2.07,43.0,1.4387494569938158e-06
2.35,45.1,1.532970971675589e-06
2.63,45.6,1.6217274740226854e-06
2.91,49.2,1.705872210923198e-06
3.19,50.3,1.786057109949175e-06
3.46,53.7,1.8601075237738273e-06
3.74,58.0,1.9339079605813715e-06
4.01,64.4,2.0024984394500784e-06
4.29,67.5,2.071231517720798e-06
4.57,71.3,2.137755832643195e-06
4.85,75.6,2.202271554554524e-06
5.13,80.0,144.5004649655692
5.4,82.8,198.1082872476862
5.68,84.8,211.30578829734998
5.86,86.3,212.41326601288515
6.36,90.2,207.73417382778428
6.51,91.3,2.5514701644346145e-06
6.69,92.8,2.5865034312755127e-06
