r_kpc,v_obs,v_model
9.93,377.0,3.151190251317746e-06
10.05,377.0,3.1701734968294716e-06
10.35,378.0,3.2171415884290825e-06
15.07,367.0,3.882009788756334e-06
20.09,364.0,4.4821869662029936e-06
25.12,375.0,5.0119856344566675e-06
30.14,383.0,5.489990892524321e-06
35.17,378.0,5.930430001273095e-06
40.19,364.0,6.339558344238185e-06
45.21,349.0,6.723838189605696e-06
50.24,338.0,7.0880180586677404e-06
55.26,332.0,7.43370701601832e-06
60.28,330.0,79.28507027552578
65.31,329.0,96.01895795136035
70.33,330.0,110.07464163226649
75.35,332.0,116.1641588120139
80.38,333.0,114.10833760690288
