r_kpc,v_obs,v_model
5.49,198.0,2.3430749027719963e-06
6.17,195.0,2.483948469674844e-06
6.92,194.0,2.630589287593181e-06
7.69,195.0,2.7730849247724095e-06
8.36,195.0,2.891366458960192e-06
9.12,195.0,3.0199337741082995e-06
9.88,192.0,3.1432467291003423e-06
10.56,188.0,3.2496153618543843e-06
11.31,186.0,3.3630343441600476e-06
12.08,186.0,3.4756294393965533e-06
12.77,186.0,3.5735136770411274e-06
13.47,185.0,3.6701498607005134e-06
14.17,180.0,3.764306044943742e-06
14.98,163.0,3.870400496072726e-06
15.68,162.0,3.959797974644666e-06
16.37,164.0,4.045985664828782e-06
17.19,166.0,4.146082488325576e-06
17.88,166.0,4.228474902373194e-06
18.58,166.0,4.310452412450461e-06
19.39,166.0,4.403407771260799e-06
20.09,168.0,4.4821869662029936e-06
20.79,172.0,4.559605246071199e-06
21.48,173.0,4.634652090502587e-06
22.3,171.0,4.722287581247038e-06
22.99,170.0,4.794788837894741e-06
23.69,172.0,4.867237409455183e-06
24.39,173.0,4.938623289946298e-06
25.2,176.0,5.019960159204453e-06
25.9,178.0,5.089204259999789e-06
26.59,180.0,5.156549233741495e-06
27.41,180.0,5.23545604508337e-06
28.1,180.0,5.3009433122794285e-06
28.8,180.0,5.3665631459994955e-06
29.61,178.0,5.441507144165116e-06
30.31,174.0,5.505451843400321e-06
31.01,170.0,5.568662316930341e-06
