r_kpc,v_obs,v_model
0.87,47.1,9.327379053088814e-07
1.74,65.9,1.3190905958272919e-06
2.61,76.1,1.6155494421403513e-06
3.5,85.7,1.8708286933869708e-06
4.37,96.6,2.0904544960366874e-06
5.24,99.3,2.2891046284519193e-06
6.11,103.0,2.471841418861655e-06
6.98,107.0,2.6419689627245813e-06
7.85,111.0,2.8017851452243797e-06
8.72,114.0,2.9529646120466803e-06
9.6,115.0,3.0983866769659333e-06
10.47,111.0,3.2357379374726872e-06
11.35,110.0,3.3689761055846034e-06
12.31,111.0,3.5085609585697667e-06
13.12,109.0,3.6221540552549664e-06
14.05,108.0,3.7483329627982626e-06
14.98,109.0,3.870400496072726e-06
16.03,111.0,4.003748243833521e-06
16.95,110.0,4.11703777004778e-06
17.88,109.0,4.228474902373194e-06
18.93,110.0,4.3508619835614185e-06
19.97,112.0,4.468780594300866e-06
21.02,113.0,4.58475735453906e-06
