r_kpc,v_obs,v_model
0.19,153.0,4.3588989435406735e-07
0.56,130.0,7.483314773547883e-07
0.94,128.0,9.695359714832657e-07
1.22,134.0,1.104536101718726e-06
1.59,129.0,1.2609520212918492e-06
1.96,131.0,1.4e-06
2.34,138.0,1.5297058540778353e-06
2.71,139.0,1.6462077633154329e-06
2.99,143.0,1.7291616465790583e-06
3.37,146.0,1.8357559750685819e-06
3.74,154.0,1.9339079605813715e-06
4.12,161.0,2.0297783130184437e-06
4.4,167.0,2.0976176963403034e-06
4.77,173.0,2.1840329667841553e-06
5.15,176.0,2.2693611435820434e-06
5.52,178.0,2.349468024894146e-06
5.89,180.0,2.4269322199023193e-06
6.17,179.0,2.483948469674844e-06
6.55,180.0,2.559296778413945e-06
6.92,181.0,2.630589287593181e-06
7.3,179.0,2.7018512172212593e-06
7.58,179.0,2.753179979587241e-06
7.95,179.0,2.819574435974337e-06
8.33,178.0,2.8861739379323624e-06
8.7,177.0,2.9495762407505253e-06
9.08,176.0,3.0133038346638724e-06
9.36,173.0,3.0594117081556707e-06
9.73,172.0,3.1192947920964445e-06
10.1,172.0,3.1780497164141405e-06
10.48,170.0,3.237282811247729e-06
10.76,171.0,3.280243893371345e-06
11.13,174.0,3.3361654635224555e-06
11.51,174.0,3.392639090737475e-06
11.88,175.0,3.446737587922817e-06
12.26,174.0,3.5014282800023193e-06
12.54,173.0,3.5411862419251544e-06
12.91,173.0,3.5930488446443366e-06
13.29,173.0,3.645545226711637e-06
13.66,175.0,3.695943722515266e-06
14.03,174.0,3.745664160065608e-06
14.31,171.0,3.7828560638755477e-06
14.69,167.0,3.83275357934736e-06
15.06,165.0,3.880721582386451e-06
15.44,163.0,3.9293765408777e-06
15.72,162.0,3.964845520319802e-06
16.09,161.0,4.011234224026316e-06
16.47,159.0,4.0583247775406045e-06
16.84,158.0,4.103656905736638e-06
17.21,157.0,4.1484937025383085e-06
17.5,157.0,4.183300132670378e-06
17.87,157.0,4.22729227756965e-06
18.24,160.0,4.270831300812524e-06
18.62,159.0,4.315089802078283e-06
18.9,160.0,4.347413023856831e-06
19.27,158.0,4.389760813529594e-06
19.65,155.0,4.4328320518603e-06
20.02,157.0,4.474371464239419e-06
20.4,154.0,4.5166359162544855e-06
