r_kpc,v_obs,v_model
1.5,164.0,1.224744871391589e-06
2.52,194.0,1.5874507866387544e-06
3.46,175.0,1.8601075237738273e-06
4.32,185.0,2.078460969082653e-06
5.43,175.0,2.3302360395462085e-06
6.38,167.0,2.5258661880630175e-06
7.57,176.0,2.751363298439521e-06
10.6,185.0,3.255764119219941e-06
13.57,183.0,3.6837480912787726e-06
16.64,172.0,4.079215610874228e-06
19.71,161.0,4.4395945760846224e-06
22.68,156.0,4.762352359916263e-06
25.75,159.0,5.07444578254611e-06
28.72,173.0,38.486195136794706
31.79,177.0,75.0659891119038
34.77,179.0,81.42971669626164
37.84,181.0,81.61480330621616
40.81,182.0,83.36281404653866
43.88,182.0,82.37063141093442
46.85,180.0,82.94356640382065
49.92,177.0,83.8287924154976
52.99,175.0,84.48992456389405
55.96,172.0,83.69401630676177
59.03,168.0,80.8255535500771
62.0,158.0,78.39899931921244
65.07,158.0,77.49426196954205
68.05,166.0,76.90991456512222
71.12,165.0,75.03441788443446
