r_kpc,v_obs,v_model
2.43,62.2,1.5588457268119896e-06
3.65,88.2,1.91049731745428e-06
4.86,107.0,2.2045407685048603e-06
6.08,120.0,2.4657656011875905e-06
7.29,124.0,2.7e-06
8.51,128.0,2.917190429162964e-06
9.73,133.0,3.1192947920964445e-06
10.96,138.0,3.3105890714493696e-06
12.19,143.0,3.491418050019218e-06
13.41,146.0,3.661966684720111e-06
14.55,148.0,3.81444622455213e-06
15.78,154.0,3.972404813208241e-06
17.0,158.0,4.123105625617661e-06
18.23,159.0,4.269660408041839e-06
19.46,160.0,4.411349000022555e-06
20.69,158.0,4.548626166217664e-06
21.92,155.0,4.68187996428785e-06
23.14,156.0,4.810405388322278e-06
24.28,154.0,4.9274739979019675e-06
25.51,150.0,5.050742519669757e-06
26.73,141.0,5.170106381884226e-06
27.96,152.0,5.287721626560914e-06
