r_kpc,v_obs,v_model
0.16,24.5,6452.427639023653
0.26,35.3,6343.3551254103295
0.36,43.2,5644.61226979426
0.46,52.0,4060.936493803196
0.56,60.9,7.483314773547883e-07
0.66,65.8,8.124038404635961e-07
0.76,71.7,8.717797887081347e-07
0.86,74.6,9.273618495495703e-07
0.96,74.6,9.797958971132711e-07
1.06,76.6,1.0295630140987e-06
1.16,78.5,1.0770329614269008e-06
1.27,83.4,1.1269427669584645e-06
1.36,86.4,1.16619037896906e-06
1.47,87.4,1.212435565298214e-06
1.57,90.3,648.9978898181937
1.67,93.3,883.0407458751192
1.77,93.3,1.330413469565007e-06
1.87,95.2,1.3674794331177343e-06
1.97,97.2,1.4035668847618199e-06
2.08,99.1,1.4422205101855957e-06
2.18,98.2,1.4764823060233401e-06
2.28,98.2,1.5099668870541498e-06
2.37,98.2,1.5394804318340654e-06
2.47,97.2,1.5716233645501712e-06
2.57,98.2,1.6031219541881397e-06
2.68,98.2,1.63707055437449e-06
2.78,98.2,1.6673332000533066e-06
2.88,99.1,1.697056274847714e-06
2.98,100.0,1.7262676501632068e-06
3.08,102.0,1.7549928774784246e-06
3.19,101.0,1.786057109949175e-06
3.29,101.0,1.8138357147217054e-06
3.39,103.0,1.8411952639521969e-06
3.49,107.0,1.8681541692269405e-06
3.59,110.0,1.8947295321496417e-06
3.69,112.0,1.9209372712298546e-06
3.79,114.0,1.9467922333931785e-06
3.9,118.0,1.97484176581315e-06
3.99,118.0,1.997498435543818e-06
4.47,118.0,2.114237451186597e-06
4.97,121.0,2.229349680960795e-06
5.47,124.0,2.3388031127053e-06
5.96,125.0,2.4413111231467404e-06
6.46,126.0,2.5416530054277667e-06
6.96,126.0,2.6381811916545837e-06
7.45,126.0,2.729468812791236e-06
7.95,126.0,2.819574435974337e-06
8.45,127.0,2.9068883707497262e-06
8.94,128.0,2.9899832775452105e-06
9.44,128.0,3.072458299147443e-06
9.94,127.0,3.1527765540868895e-06
10.43,127.0,3.2295510523910284e-06
10.93,128.0,3.306055050963308e-06
11.43,130.0,3.3808283008753934e-06
11.92,130.0,3.4525353003264136e-06
12.42,132.0,3.524202037341219e-06
12.92,133.0,3.5944401511222856e-06
13.42,133.0,3.6633318168028402e-06
13.91,133.0,3.7296112397943035e-06
14.41,133.0,3.7960505792204614e-06
14.91,134.0,3.8613469152615644e-06
15.4,134.0,3.924283374069717e-06
15.9,133.0,3.987480407475377e-06
16.4,134.0,4.049691346263317e-06
16.89,134.0,4.109744517606904e-06
17.39,136.0,4.170131892398609e-06
17.89,136.0,4.22965719651132e-06
18.38,135.0,4.287190222045203e-06
18.88,133.0,4.345112196480086e-06
19.38,134.0,4.402272140611028e-06
19.87,136.0,4.457577817604534e-06
20.37,135.0,4.513313638558703e-06
20.87,134.0,4.568369512200168e-06
