r_kpc,v_obs,v_model
0.87,24.3,9.327379053088814e-07
1.74,49.6,1.3190905958272919e-06
2.61,73.6,467.0476731474914
3.5,101.0,489.67290580259555
4.37,107.0,445.9845317940966
5.24,115.0,314.07445648080716
6.11,123.0,2.471841418861655e-06
6.98,130.0,2.6419689627245813e-06
7.85,134.0,2.8017851452243797e-06
8.72,136.0,2.9529646120466803e-06
9.6,137.0,3.0983866769659333e-06
10.47,136.0,3.2357379374726872e-06
11.35,137.0,3.3689761055846034e-06
12.19,137.0,3.491418050019218e-06
13.12,137.0,3.6221540552549664e-06
13.94,138.0,3.733630940518894e-06
14.86,137.0,3.854867053479277e-06
