r_kpc,v_obs,v_model
0.76,206.0,8.717797887081347e-07
2.28,214.0,1.5099668870541498e-06
3.8,222.0,1.9493588689617926e-06
5.33,224.0,2.308679276123039e-06
6.85,225.0,2.61725046566048e-06
8.0,222.0,2.82842712474619e-06
10.28,220.0,3.2062439083762795e-06
12.56,218.0,3.5440090293338702e-06
14.91,219.0,3.8613469152615644e-06
17.15,217.0,4.1412558481697306e-06
19.39,218.0,4.403407771260799e-06
21.64,220.0,4.651881339845203e-06
24.01,222.0,4.9e-06
26.25,218.0,5.1234753829797994e-06
28.5,217.0,5.338539126015655e-06
30.87,207.0,5.5560777532356405e-06
33.12,199.0,5.754997827975263e-06
35.36,191.0,5.946427498927402e-06
37.73,193.0,6.142475071174485e-06
39.98,192.0,6.3229739838148944e-06
42.22,194.0,6.497691897897283e-06
44.59,196.0,6.67757440991862e-06
