r_kpc,v_obs,v_model
0.26,6.1,88.80023072553767
0.52,11.2,112.3018305586056
0.77,14.9,117.11176434803203
1.03,19.1,104.54424721638534
1.29,24.3,95.12066196408148
1.55,29.8,72.71749741498198
1.81,34.3,58.621702433130665
2.06,38.2,13.149730068626857
2.32,42.5,1.5231546211727815e-06
2.58,42.3,1.606237840420901e-06
2.84,47.3,1.6852299546352715e-06
3.1,49.3,1.760681686165901e-06
3.35,50.6,1.8303005217723127e-06
3.61,53.0,1.9e-06
3.87,54.7,1.9672315572906e-06
4.13,55.2,2.0322401432901573e-06
4.38,57.5,2.0928449536456348e-06
4.64,59.1,2.1540659228538017e-06
4.9,61.2,2.213594362117866e-06
5.16,62.7,2.2715633383201096e-06
5.42,64.4,16.411012069585446
5.67,66.6,2.3811761799581313e-06
5.93,66.3,2.435159132377184e-06
6.19,66.2,2.4879710609249458e-06
6.45,67.3,2.539685019840059e-06
