r_kpc,v_obs,v_model
0.09,7.0,1153.8815010216604
0.25,14.9,940.7170964968499
0.41,21.1,275.3068330674823
0.58,26.0,7.615773105863907e-07
0.74,27.5,8.602325267042627e-07
0.9,28.8,9.486832980505138e-07
1.08,29.5,1.0392304845413265e-06
