r_kpc,v_obs,v_model
0.34,38.8,264.1501291281077
0.68,50.1,8.246211251235321e-07
1.02,60.2,1.0099504938362078e-06
1.36,68.2,1.16619037896906e-06
1.69,72.8,1.3e-06
2.03,75.3,1.4247806848775006e-06
2.37,76.6,1.5394804318340654e-06
2.7,77.6,1.6431676725154984e-06
3.05,78.5,1.746424919657298e-06
3.38,78.2,1.8384776310850234e-06
3.72,78.8,1.928730152198591e-06
4.06,79.2,2.0149441679609883e-06
4.39,79.2,2.0952326839756963e-06
4.74,79.2,2.1771541057077243e-06
5.08,78.8,2.253885533916929e-06
5.41,78.5,2.3259406699226015e-06
5.75,80.1,2.3979157616563597e-06
6.09,80.1,2.4677925358506134e-06
6.42,80.1,2.5337718918639855e-06
6.77,80.1,2.6019223662515375e-06
7.11,79.8,2.6664583251946767e-06
7.44,79.8,2.7276363393971714e-06
7.78,79.5,2.7892651361962705e-06
8.12,79.5,2.8495613697550013e-06
8.46,78.8,2.9086079144497975e-06
8.8,77.9,2.966479394838265e-06
9.13,77.2,3.0215889859476255e-06
9.47,77.6,3.0773365106858238e-06
9.77,76.6,3.1256999216175565e-06
10.15,77.6,3.1859064644147984e-06
