r_kpc,v_obs,v_model
0.09,231.0,122704.26994755304
0.17,231.0,96134.31495463385
0.26,231.0,33675.47108319874
0.34,231.0,5.8309518948453e-07
0.43,232.0,6.557438524302001e-07
0.51,232.0,7.141428428542851e-07
0.6,232.0,7.745966692414833e-07
0.69,232.0,8.306623862918074e-07
0.77,233.0,8.774964387392123e-07
0.86,233.0,9.273618495495703e-07
0.95,234.0,9.746794344808963e-07
1.03,235.0,1.0148891565092219e-06
1.11,235.0,1.053565375285274e-06
1.2,236.0,1.095445115010332e-06
1.29,237.0,1.1357816691600548e-06
1.38,238.0,1.174734012447073e-06
1.46,238.0,1.208304597359457e-06
1.55,239.0,1.2449899597988732e-06
1.63,240.0,1.2767145334803705e-06
1.72,241.0,1.3114877048604001e-06
1.8,242.0,1.3416407864998739e-06
1.89,243.0,1.374772708486752e-06
1.98,244.0,1.4071247279470289e-06
2.07,246.0,1.4387494569938158e-06
2.15,247.0,1.466287829861518e-06
2.23,248.0,1.4933184523068078e-06
2.32,249.0,1.5231546211727815e-06
2.4,251.0,1.5491933384829666e-06
2.49,252.0,1.57797338380595e-06
2.58,253.0,1.606237840420901e-06
2.67,254.0,1.6340134638368192e-06
2.75,256.0,1.6583123951777e-06
2.83,257.0,1.6822603841260722e-06
2.92,259.0,1.7088007490635062e-06
3.0,260.0,1.7320508075688774e-06
3.09,262.0,1.7578395831246945e-06
3.18,263.0,1.7832554500127007e-06
3.27,264.0,1.8083141320025124e-06
3.35,266.0,1.8303005217723127e-06
3.43,267.0,1.8520259177452133e-06
4.21,280.0,2.051828452868319e-06
4.29,282.0,2.071231517720798e-06
4.38,283.0,2.0928449536456348e-06
4.47,285.0,2.114237451186597e-06
4.8,290.0,2.190890230020664e-06
5.25,296.0,2.2912878474779198e-06
5.32,298.0,2.3065125189341593e-06
5.41,299.0,2.3259406699226015e-06
5.5,300.0,2.345207879911715e-06
5.58,301.0,2.362202362203543e-06
5.67,302.0,2.3811761799581313e-06
5.76,303.0,2.4e-06
6.0,306.0,2.449489742783178e-06
6.18,307.0,2.4859605789312106e-06
6.27,308.0,2.503996805109783e-06
6.36,309.0,2.5219040425836984e-06
6.45,310.0,2.539685019840059e-06
6.53,310.0,2.5553864678361277e-06
6.61,311.0,2.570992026436488e-06
6.7,312.0,2.588435821108957e-06
6.79,312.0,2.6057628441590766e-06
6.87,313.0,2.6210684844162314e-06
6.96,313.0,2.6381811916545837e-06
7.05,314.0,2.6551836094703508e-06
7.2,315.0,2.6832815729997478e-06
7.39,316.0,2.718455443813637e-06
7.47,316.0,2.7331300737432895e-06
7.99,318.0,2.826658805020514e-06
8.08,318.0,2.842534080710379e-06
8.16,318.0,2.8565713714171403e-06
8.25,319.0,2.8722813232690144e-06
8.34,319.0,2.8879058156387305e-06
8.4,319.0,2.8982753492378876e-06
9.59,319.0,3.0967725134404045e-06
10.8,317.0,3.2863353450309967e-06
12.02,312.0,3.4669871646719432e-06
13.22,308.0,3.635931792539569e-06
14.42,303.0,3.797367509209505e-06
15.63,298.0,3.95347948015416e-06
16.83,296.0,4.102438299353203e-06
18.03,294.0,4.246174749112429e-06
19.23,294.0,4.38520238985614e-06
20.43,294.0,4.519955751995809e-06
21.64,292.0,4.651881339845203e-06
22.84,290.0,4.7791212581394084e-06
24.04,287.0,4.903060268852505e-06
25.24,283.0,5.023942674832188e-06
26.44,279.0,5.141984052872976e-06
27.65,276.0,5.258326730053962e-06
28.85,273.0,5.371219600798314e-06
30.05,271.0,5.481788029466299e-06
31.25,270.0,5.5901699437494744e-06
32.34,268.0,5.6868268832451725e-06
33.55,267.0,5.7922361830298315e-06
34.75,266.0,5.894913061275798e-06
35.95,265.0,5.995831885568507e-06
37.15,264.0,6.09507998306831e-06
38.35,264.0,6.192737682156415e-06
39.56,264.0,6.2896740774065555e-06
40.76,264.0,6.384355879804947e-06
41.96,264.0,6.477653896280659e-06
43.16,264.0,6.5696270822627364e-06
44.36,262.0,6.660330322138685e-06
45.57,260.0,6.750555532695069e-06
46.77,258.0,6.8388595540484675e-06
47.97,257.0,6.926037828369117e-06
49.17,258.0,7.012132343303284e-06
50.37,260.0,7.0971825395716006e-06
51.58,263.0,7.1819217483901895e-06
52.78,265.0,7.264984514780468e-06
53.98,266.0,7.347108274688757e-06
55.18,266.0,7.428324171709256e-06
57.59,262.0,7.588807547961669e-06
59.99,263.0,7.745321168292507e-06
62.39,272.0,7.898734075787081e-06
