r_kpc,v_obs,v_model
0.67,43.8,8.18535277187245e-07
1.32,64.2,1.1489125293076057e-06
1.97,73.3,1.4035668847618199e-06
2.62,84.2,1.6186414056238645e-06
3.28,96.2,1.8110770276274832e-06
3.93,102.0,1.982422760159901e-06
4.58,104.0,2.1400934559032697e-06
5.22,106.0,2.2847319317591726e-06
5.9,106.0,2.428991560298224e-06
6.54,108.0,2.5573423705088845e-06
7.19,111.0,2.6814175355583845e-06
7.87,114.0,2.8053520278211074e-06
8.51,116.0,2.917190429162964e-06
9.16,117.0,3.026549190084311e-06
9.84,118.0,3.1368774282716243e-06
10.48,120.0,3.237282811247729e-06
11.13,121.0,3.3361654635224555e-06
11.78,122.0,3.4322004603461027e-06
12.43,122.0,3.525620512760839e-06
13.08,122.0,3.616628264005025e-06
13.73,123.0,3.705401462729781e-06
14.38,124.0,3.7920970451717082e-06
15.03,124.0,3.876854394996026e-06
15.68,123.0,3.959797974644666e-06
16.33,123.0,4.04103947023535e-06
16.98,123.0,4.120679555607303e-06
17.72,121.0,4.2095130359698375e-06
18.28,122.0,4.27551166528639e-06
19.02,122.0,4.361192497471305e-06
19.67,121.0,4.435087372307337e-06
20.32,120.0,4.507771067833858e-06
20.97,119.0,4.579301256742124e-06
