r_kpc,v_obs,v_model
0.16,160.0,27868.27012537497
0.32,177.0,5.656854249492381e-07
0.49,180.0,7e-07
0.65,180.0,8.06225774829855e-07
1.3,182.0,1.140175425099138e-06
1.46,183.0,1.208304597359457e-06
1.62,184.0,1.2727922061357855e-06
3.72,206.0,1.928730152198591e-06
3.89,207.0,1.972308292331602e-06
4.05,209.0,2.0124611797498106e-06
4.22,210.0,2.0542638584174135e-06
4.26,210.0,2.063976744055029e-06
4.38,211.0,2.0928449536456348e-06
4.54,213.0,2.1307275752662516e-06
4.71,214.0,2.1702534414210704e-06
4.86,215.0,2.2045407685048603e-06
5.02,215.0,2.2405356502408076e-06
5.18,216.0,2.2759613353482084e-06
5.35,217.0,2.3130067012440753e-06
5.51,217.0,2.3473389188611004e-06
5.68,218.0,2.383275057562597e-06
5.84,218.0,2.416609194718914e-06
6.0,219.0,2.449489742783178e-06
6.15,219.0,2.479919353527449e-06
6.48,219.0,2.545584412271571e-06
6.64,219.0,2.576819745345025e-06
6.81,220.0,2.6095976701399775e-06
7.1,220.0,2.6645825188948456e-06
7.13,220.0,2.6702059845637377e-06
8.52,220.0,2.918903903865285e-06
10.66,225.0,3.2649655434629015e-06
11.99,228.0,3.462657938636157e-06
12.1,228.0,3.478505426185217e-06
12.33,228.0,3.5114099732158876e-06
12.78,229.0,3.5749125863438954e-06
14.93,228.0,3.8639358172723315e-06
17.08,226.0,4.132795663954364e-06
19.23,226.0,4.38520238985614e-06
21.27,227.0,4.611941023040082e-06
23.42,227.0,4.839421453025145e-06
25.57,224.0,5.056678751908212e-06
27.72,218.0,5.264978632435273e-06
29.87,215.0,5.465345368775884e-06
32.02,219.0,5.658621740318043e-06
34.05,211.0,5.835237784358063e-06
