r_kpc,v_obs,v_model
0.35,20.9,2260.061410112971
1.07,61.7,1345.2758611190202
1.6,81.3,1.2649110640673517e-06
3.7,124.0,1.9235384061671345e-06
5.09,156.0,2.2561028345356956e-06
6.61,166.0,2.570992026436488e-06
8.17,165.0,2.8583211855912903e-06
9.11,174.0,3.018277654557314e-06
10.37,164.0,3.2202484376209234e-06
11.28,176.0,3.358571124749333e-06
13.62,174.0,3.6905284174491868e-06
15.04,168.0,3.878143885933063e-06
16.37,166.0,4.045985664828782e-06
17.59,167.0,4.194043395102154e-06
18.8,167.0,4.33589667773576e-06
20.13,165.0,4.486646854834911e-06
21.35,165.0,4.620606020859169e-06
22.57,165.0,4.750789408087881e-06
23.89,165.0,4.887739763939975e-06
25.11,163.0,5.010987926547019e-06
26.33,162.0,5.131276644266999e-06
27.65,162.0,5.258326730053962e-06
28.87,162.0,5.3730810528038755e-06
30.09,160.0,5.485435260760991e-06
