r_kpc,v_obs,v_model
0.11,6.8,2212.9954945951795
0.17,9.5,2526.125791832936
0.24,14.0,2561.0748528477843
0.31,19.8,2145.3384829788606
0.38,26.1,1876.0392226824556
0.45,28.7,1924.8965341670034
0.52,28.7,2072.8306740586254
0.59,31.7,2045.6967476428335
0.66,35.5,1927.5182514007593
0.73,39.4,1888.7208960901435
0.8,42.9,1867.220527926972
0.87,46.0,1994.9237984022416
0.94,49.1,2431.8070182906317
1.01,49.2,2754.461882887987
1.08,51.4,2745.7133497577656
1.14,57.2,2804.641261338143
1.21,63.8,2951.458175574753
1.29,67.8,2927.5125953138654
1.35,69.8,2708.7724605755525
1.42,71.7,2484.2835311034546
1.49,74.1,2275.8187244465234
1.56,76.7,1800.948387687978
1.63,79.9,1.2767145334803705e-06
1.74,83.6,1.3190905958272919e-06
1.93,83.9,1.3892443989449805e-06
2.1,88.7,1.4491376746189438e-06
2.27,85.3,1.5066519173319362e-06
