r_kpc,v_obs,v_model
1.45,216.0,1.2041594578792296e-06
2.88,215.0,1.697056274847714e-06
4.33,215.0,2.080865204668481e-06
5.78,214.0,2.4041630560342617e-06
7.22,215.0,2.6870057685088805e-06
8.66,221.0,2.9427877939124325e-06
11.55,233.0,3.3985290935932857e-06
14.48,237.0,3.8052595180880894e-06
17.28,242.0,4.156921938165306e-06
20.2,241.0,4.4944410108488465e-06
23.12,240.0,4.808326112068523e-06
26.04,234.0,5.102940328869229e-06
28.84,226.0,5.370288632839021e-06
31.76,213.0,5.635601121442149e-06
34.68,207.0,5.888972745734182e-06
37.48,208.0,6.122091146005586e-06
40.4,209.0,6.356099432828281e-06
43.32,207.0,6.581793068761733e-06
46.24,213.0,6.8e-06
