r_kpc,v_obs,v_model
3.44,285.0,1.8547236990991407e-06
3.77,297.0,1.94164878389476e-06
4.13,303.0,2.0322401432901573e-06
4.47,306.0,2.114237451186597e-06
4.8,307.0,2.190890230020664e-06
5.13,304.0,2.264950330581225e-06
5.48,308.0,2.340939982143925e-06
5.83,313.0,2.414539293529927e-06
6.16,314.0,2.4819347291981714e-06
6.51,315.0,2.5514701644346145e-06
6.86,317.0,2.619160170741759e-06
7.18,320.0,2.6795522013948523e-06
7.51,316.0,2.7404379212089443e-06
7.85,318.0,2.8017851452243797e-06
8.21,321.0,2.8653097563788805e-06
8.57,323.0,2.9274562336608897e-06
8.9,321.0,2.9832867780352594e-06
9.24,323.0,3.039736830714133e-06
9.6,323.0,3.0983866769659333e-06
9.93,322.0,3.151190251317746e-06
10.27,321.0,3.204684071792413e-06
10.6,323.0,3.255764119219941e-06
10.93,322.0,3.306055050963308e-06
11.27,321.0,3.3570820663189036e-06
12.31,323.0,3.5085609585697667e-06
14.35,319.0,3.7881393849751623e-06
16.4,308.0,4.049691346263317e-06
18.48,299.0,4.298837052040936e-06
20.57,299.0,4.535416188179427e-06
22.51,298.0,4.7444704657105835e-06
24.59,296.0,4.958830507286975e-06
26.68,293.0,5.165268628057983e-06
28.77,289.0,5.3637673327615545e-06
30.7,289.0,5.540758070878028e-06
32.79,288.0,5.726255320888163e-06
34.88,285.0,5.905929224093361e-06
36.96,283.0,6.079473661428266e-06
38.9,275.0,6.23698645180507e-06
40.99,272.0,6.402343321003646e-06
43.08,271.0,6.5635356325687754e-06
45.16,274.0,6.720119046564576e-06
47.1,277.0,6.862943974709396e-06
49.19,281.0,7.0135582980395905e-06
51.27,286.0,7.160307255977218e-06
53.36,282.0,7.304792947099869e-06
55.3,283.0,7.436396977031283e-06
57.38,288.0,7.57495874576225e-06
59.47,287.0,7.71167945391923e-06
61.56,289.0,7.846018098373212e-06
63.64,294.0,7.977468270071653e-06
