r_kpc,v_obs,v_model
0.09,11.2,2530.8052923783325
0.26,26.5,1890.6000143365875
0.43,33.7,6.557438524302001e-07
0.6,32.7,7.745966692414833e-07
0.77,33.7,8.774964387392123e-07
0.94,35.7,9.695359714832657e-07
1.11,37.8,1.053565375285274e-06
1.28,41.8,1.1313708498984761e-06
1.46,43.9,1.208304597359457e-06
1.63,44.9,1.2767145334803705e-06
2.05,53.2,1.4317821063276352e-06
2.74,64.3,1.6552945357246848e-06
3.42,73.1,1.849324200890693e-06
4.11,76.2,2.0273134932713294e-06
4.79,78.4,2.1886068628239286e-06
5.48,83.1,2.340939982143925e-06
6.16,88.0,2.4819347291981714e-06
6.85,89.9,2.61725046566048e-06
7.53,90.6,2.7440845468024487e-06
8.21,91.6,2.8653097563788805e-06
8.9,92.3,2.9832867780352594e-06
9.57,90.9,3.093541659651604e-06
10.31,89.6,3.210918871600464e-06
10.96,89.4,3.3105890714493696e-06
