r_kpc,v_obs,v_model
0.23,13.1,4.79583152331272e-07
0.47,17.3,6.855654600401044e-07
0.7,23.6,8.366600265340755e-07
0.93,26.2,9.643650760992955e-07
1.17,27.4,1.0816653826391966e-06
1.4,26.9,1.1832159566199231e-06
1.64,27.4,1.2806248474865697e-06
1.87,31.0,1.3674794331177343e-06
2.1,32.5,1.4491376746189438e-06
2.33,33.0,1.5264337522473749e-06
2.57,36.5,1.6031219541881397e-06
2.8,38.9,1.673320053068151e-06
3.26,41.5,1.8055470085267789e-06
3.73,42.7,1.9313207915827965e-06
4.21,44.7,2.051828452868319e-06
4.67,46.7,2.161018278497431e-06
5.14,48.5,2.2671568097509265e-06
5.61,50.0,2.3685438564654024e-06
6.07,50.2,2.4637369989509838e-06
6.54,50.1,2.5573423705088845e-06
7.0,51.6,2.6457513110645907e-06
