galaxy,gamma_topo,n_points,n_segments,mean_Dw_i,mean_sigma_i,mean_beta_i,mean_info_source_i,mean_v_struct_kms,rmse_vis_only_kms,rmse_topo_kms,mae_vis_only_kms,mae_topo_kms,reduced_chi2_vis_only,reduced_chi2_topo,rmse_improvement_kms,mae_improvement_kms
ESO563-G021,1.0,26,5,2.008788424053411,0.005749287926006286,0.9749421862207205,0.013913114581428892,0.15480096104405022,64.78208319473143,64.78214550780346,57.10482145811693,57.10490689534102,67.4922502885804,67.49232394465402,-6.231307203563574e-05,-8.543722408660415e-05
ESO563-G021,100.0,26,5,2.008788424053411,0.005749287926006286,0.9749421862207205,0.013913114581428892,1.5480096104405026,64.78208319473143,64.7883192418924,57.10482145811693,57.11334968179681,67.4922502885804,67.49962461581427,-0.006236047160967928,-0.008528223679881819
ESO563-G021,10000.0,26,5,2.008788424053411,0.005749287926006286,0.9749421862207205,0.013913114581428892,15.480096104405025,64.78208319473143,65.44172312563745,57.10482145811693,57.84011600071272,67.4922502885804,68.3012659374099,-0.6596399309060246,-0.7352945425957884
ESO563-G021,1000000.0,26,5,2.008788424053411,0.005749287926006286,0.9749421862207205,0.013913114581428892,154.80096104405024,64.78208319473143,137.28894392667672,57.10482145811693,83.40193588489917,67.4922502885804,316.27401339211616,-72.5068607319453,-26.297114426782244
IC4202,1e-06,28,5,2.009843504928134,0.005174358578746841,0.9822966617105612,0.01460543666194818,0.000154702406597815,37.32068988815855,37.32068988824305,25.941003196887227,25.941003196907882,68.3607217596409,68.36072176007151,-8.450484756394872e-11,-2.0655477328546112e-11
IC4202,0.0001,28,5,2.009843504928134,0.005174358578746841,0.9822966617105612,0.01460543666194818,0.0015470240659781502,37.32068988815855,37.32068989660854,25.941003196887227,25.94100319895242,68.3607217596409,68.36072180270227,-8.449994481907197e-09,-2.065192461486731e-09
IC4202,0.01,28,5,2.009843504928134,0.005174358578746841,0.9822966617105612,0.01460543666194818,0.0154702406597815,37.32068988815855,37.3206907331581,25.941003196887227,25.941003403406373,68.3607217596409,68.36072606578026,-8.449995547721301e-07,-2.065191466726901e-07
IC4202,1.0,28,5,2.009843504928134,0.005174358578746841,0.9822966617105612,0.01460543666194818,0.15470240659781503,37.32068988815855,37.320774388125855,25.941003196887227,25.941023848739764,68.3607217596409,68.36115237407856,-8.449996730774956e-05,-2.0651852537412196e-05
IC4202,100.0,28,5,2.009843504928134,0.005174358578746841,0.9822966617105612,0.01460543666194818,1.5470240659781502,37.32068988815855,37.32914000469827,25.941003196887227,25.94306776717853,68.3607217596409,68.40378821862053,-0.008450116539719943,-0.002064570291302914
IC4202,10000.0,28,5,2.009843504928134,0.005174358578746841,0.9822966617105612,0.01460543666194818,15.470240659781501,37.32068988815855,38.166614409689,25.941003196887227,26.141566574375794,68.3607217596409,72.71621880155531,-0.8459245215304492,-0.20056337748856734
IC4202,1000000.0,28,5,2.009843504928134,0.005174358578746841,0.9822966617105612,0.01460543666194818,154.702406597815,37.32068988815855,106.87574820770959,25.941003196887227,62.601932866846724,68.3607217596409,722.4258661778714,-69.55505831955105,-36.6609296699595
NGC0100,1e-06,17,5,2.028442125867639,0.016384200503421553,0.9442275882253212,0.04082427158890896,0.0002522353897870356,27.477769360087667,27.47776935995603,22.47593038297263,22.47593038442966,22.75170568590904,22.751705685431656,1.3163514722691616e-10,-1.457028275808625e-09
NGC0100,0.0001,17,5,2.028442125867639,0.016384200503421553,0.9442275882253212,0.04082427158890896,0.0025223538978703564,27.477769360087667,27.477769346924045,22.47593038297263,22.475930528675427,22.75170568590904,22.751705638170797,1.316362130410198e-08,-1.457027956064394e-07
NGC0100,0.01,17,5,2.028442125867639,0.016384200503421553,0.9442275882253212,0.04082427158890896,0.025223538978703563,27.477769360087667,27.477768043781747,22.47593038297263,22.475944953032563,22.75170568590904,22.75170091213823,1.316305919374372e-06,-1.4570059931884316e-05
NGC0100,1.0,17,5,2.028442125867639,0.016384200503421553,0.9442275882253212,0.04082427158890896,0.25223538978703564,27.477769360087667,27.477638287782828,22.47593038297263,22.47738520180818,22.75170568590904,22.751228846213646,0.00013107230483910826,-0.0014548188355476555
NGC0100,100.0,17,5,2.028442125867639,0.016384200503421553,0.9442275882253212,0.04082427158890896,2.5223538978703566,27.477769360087667,27.469127229254212,22.47593038297263,22.604052484678895,22.75170568590904,22.70841585213313,0.008642130833454331,-0.12812210170626415
NGC0100,10000.0,17,5,2.028442125867639,0.016384200503421553,0.9442275882253212,0.04082427158890896,25.223538978703566,27.477769360087667,30.276573227099526,22.47593038297263,25.460013743683323,22.75170568590904,24.732596674823704,-2.798803867011859,-2.9840833607106916
NGC0100,1000000.0,17,5,2.028442125867639,0.016384200503421553,0.9442275882253212,0.04082427158890896,252.23538978703564,27.477769360087667,258.70583711010386,22.47593038297263,210.1028106565413,22.75170568590904,2737.066667384565,-231.22806775001618,-187.62688027356867
NGC2403,1e-06,69,5,2.0267651575145913,0.016460408497649757,0.9275698047405566,0.03858429520907272,0.0002520788569356168,38.14020035207019,38.14020035195069,26.9481844126792,26.948184412640174,2117.2026111001674,2117.20261107821,1.1949907730013365e-10,3.90265597616235e-11
NGC2403,0.0001,69,5,2.0267651575145913,0.016460408497649757,0.9275698047405566,0.03858429520907272,0.002520788569356168,38.14020035207019,38.14020034012032,26.9481844126792,26.948184408776804,2117.2026111001674,2117.2026089043807,1.194986509744922e-08,3.902396628063798e-09
NGC2403,0.01,69,5,2.0267651575145913,0.016460408497649757,0.9275698047405566,0.03858429520907272,0.025207885693561683,38.14020035207019,38.14019915708987,26.9481844126792,26.948184022446437,2117.2026111001674,2117.2023915214722,1.1949803209176935e-06,3.9023276343641555e-07
NGC2403,1.0,69,5,2.0267651575145913,0.016460408497649757,0.9275698047405566,0.03858429520907272,0.2520788569356168,38.14020035207019,38.14008091979577,26.9481844126792,26.948145458388836,2117.2026111001674,2117.1806542001145,0.00011943227441690851,3.8954290364046074e-05
NGC2403,100.0,69,5,2.0267651575145913,0.016460408497649757,0.9275698047405566,0.03858429520907272,2.520788569356168,38.14020035207019,38.12887996838796,26.9481844126792,26.952867094069607,2117.2026111001674,2115.016263118208,0.0113203836822251,-0.004682681390406174
NGC2403,10000.0,69,5,2.0267651575145913,0.016460408497649757,0.9275698047405566,0.03858429520907272,25.20788569356168,38.14020035207019,38.622129492003296,26.9481844126792,30.05024181096735,2117.2026111001674,1939.434641402293,-0.4819291399331078,-3.1020573982881494
NGC2403,1000000.0,69,5,2.0267651575145913,0.016460408497649757,0.9275698047405566,0.03858429520907272,252.07885693561678,38.14020035207019,232.78668915503943,26.9481844126792,179.56336709634755,2117.2026111001674,31487.732154805857,-194.64648880296923,-152.61518268366834
NGC2683,1e-06,10,2,2.007314821317814,0.00433807407008957,0.9893430140790791,0.011528710645816303,0.00011883508054947166,34.69083060476303,34.690830604739205,30.871646941735946,30.87164694171172,15.1749967952912,15.174996795281308,2.382449793003616e-11,2.4225954575740616e-11
NGC2683,0.0001,10,2,2.007314821317814,0.00433807407008957,0.9893430140790791,0.011528710645816303,0.0011883508054947164,34.69083060476303,34.690830602380544,30.871646941735946,30.87164693931233,15.1749967952912,15.174996794301904,2.382485320140404e-09,2.4236150863998773e-09
NGC2683,0.01,10,2,2.007314821317814,0.00433807407008957,0.9893430140790791,0.011528710645816303,0.011883508054947166,34.69083060476303,34.690830366514966,30.871646941735946,30.871646699373958,15.1749967952912,15.174996696361607,2.382480630558348e-07,2.4236198825633437e-07
NGC2683,1.0,10,2,2.007314821317814,0.00433807407008957,0.9893430140790791,0.011528710645816303,0.11883508054947166,34.69083060476303,34.69080678000269,30.871646941735946,30.871622705541473,15.1749967952912,15.17498690238665,2.3824760340573903e-05,2.423619447355918e-05
NGC2683,100.0,10,2,2.007314821317814,0.00433807407008957,0.9893430140790791,0.011528710645816303,1.1883508054947165,34.69083060476303,34.68844858383233,30.871646941735946,30.869223371137718,15.1749967952912,15.174008055922094,0.0023820209306961715,0.0024235705982285083
NGC2683,10000.0,10,2,2.007314821317814,0.00433807407008957,0.9893430140790791,0.011528710645816303,11.883508054947166,34.69083060476303,34.4571881786616,30.871646941735946,30.62977631152493,15.1749967952912,15.081614179842761,0.23364242610142583,0.24187063021101451
NGC2683,1000000.0,10,2,2.007314821317814,0.00433807407008957,0.9893430140790791,0.011528710645816303,118.83508054947166,34.69083060476303,47.62942566673049,30.871646941735946,32.596140507683145,15.1749967952912,47.43870810801914,-12.938595061967462,-1.7244935659471992
NGC2841,1e-06,46,5,2.009442405082594,0.0048364383287650805,0.9860781336480215,0.014028681366889614,0.00011953622718018603,88.77406175651149,88.77406175648362,74.28523701151788,74.28523701148515,412.3645809600969,412.36458095985944,2.786748609651113e-11,3.2727598409110215e-11
NGC2841,0.0001,46,5,2.009442405082594,0.0048364383287650805,0.9860781336480215,0.014028681366889614,0.0011953622718018603,88.77406175651149,88.774061753724,74.28523701151788,74.28523700824454,412.3645809600969,412.36458093635804,2.7874875740963034e-09,3.2733424859543447e-09
NGC2841,0.01,46,5,2.009442405082594,0.0048364383287650805,0.9860781336480215,0.014028681366889614,0.011953622718018603,88.77406175651149,88.7740614777628,74.28523701151788,74.28523668418434,412.3645809600969,412.36457858621594,2.7874868635535677e-07,3.273335380526987e-07
NGC2841,1.0,46,5,2.009442405082594,0.0048364383287650805,0.9860781336480215,0.014028681366889614,0.11953622718018604,88.77406175651149,88.77403388164896,74.28523701151788,74.2852042781662,412.3645809600969,412.3643435720761,2.787486252486815e-05,3.2733351673641664e-05
NGC2841,100.0,46,5,2.009442405082594,0.0048364383287650805,0.9860781336480215,0.014028681366889614,1.1953622718018604,88.77406175651149,88.77127432179718,74.28523701151788,74.28196370331987,412.3645809600969,412.3408428103053,0.002787434714306869,0.003273308198004088
NGC2841,10000.0,46,5,2.009442405082594,0.0048364383287650805,0.9860781336480215,0.014028681366889614,11.953622718018604,88.77406175651149,88.49583362738507,74.28523701151788,73.95817541331944,412.3645809600969,409.99727628492127,0.27822812912641837,0.3270615981984406
NGC2841,1000000.0,46,5,2.009442405082594,0.0048364383287650805,0.9860781336480215,0.014028681366889614,119.53622718018603,88.77406175651149,66.25448965597946,74.28523701151788,47.62131865309918,412.3645809600969,230.6174878415047,22.51957210053203,26.663918358418698
NGC2998,1e-06,11,3,2.020937188184565,0.018011111299414722,0.9217018089580761,0.0349228565879832,0.00023962776771549414,37.33173037461076,37.33173037402232,31.907527665370004,31.90752766483548,200.42843511566008,200.42843511483335,5.88435966619727e-10,5.345235365439294e-10
NGC2998,0.0001,11,3,2.020937188184565,0.018011111299414722,0.9217018089580761,0.0349228565879832,0.0023962776771549415,37.33173037461076,37.331730315767665,31.907527665370004,31.907527611917875,200.42843511566008,200.42843503299156,5.884309217663031e-08,5.345212983343117e-08
NGC2998,0.01,11,3,2.020937188184565,0.018011111299414722,0.9217018089580761,0.0349228565879832,0.023962776771549413,37.33173037461076,37.33172449030589,31.907527665370004,31.907522320159455,200.42843511566008,200.4284268488087,5.884304869141488e-06,5.345210549734247e-06
NGC2998,1.0,11,3,2.020937188184565,0.018011111299414722,0.9217018089580761,0.0349228565879832,0.2396277677154941,37.33173037461076,37.331141987267614,31.907527665370004,31.90699316388014,200.42843511566008,200.42760844150476,0.0005883873431429265,0.000534501489863004
NGC2998,100.0,11,3,2.020937188184565,0.018011111299414722,0.9217018089580761,0.0349228565879832,2.396277677154941,37.33173037461076,37.27331925261662,31.907527665370004,31.85427129863525,200.42843511566008,200.34587656173707,0.05841112199413345,0.05325636673475387
NGC2998,10000.0,11,3,2.020937188184565,0.018011111299414722,0.9217018089580761,0.0349228565879832,23.96277677154941,37.33173037461076,33.9556164514002,31.907527665370004,27.797984915760573,200.42843511566008,192.82532572802793,3.3761139232105535,4.109542749609432
NGC2998,1000000.0,11,3,2.020937188184565,0.018011111299414722,0.9217018089580761,0.0349228565879832,239.62776771549412,37.33173037461076,212.8031640527061,31.907527665370004,145.747780685475,200.42843511566008,329.72547815029395,-175.47143367809537,-113.840253020105
NGC3198,1e-06,39,5,2.015547747826916,0.009802708952509231,0.9546847746568521,0.02360711440219313,0.00019195953948658966,38.233093369686515,38.23309336977624,28.66609111276689,28.666091112866226,308.0344533964537,308.03445339548523,-8.972733667178545e-11,-9.933742717294081e-11
NGC3198,0.0001,39,5,2.015547747826916,0.009802708952509231,0.9546847746568521,0.02360711440219313,0.0019195953948658966,38.233093369686515,38.23309337865917,28.66609111276689,28.666091122701364,308.0344533964537,308.034453299598,-8.972655507477612e-09,-9.934474576311914e-09
NGC3198,0.01,39,5,2.015547747826916,0.009802708952509231,0.9546847746568521,0.02360711440219313,0.019195953948658966,38.233093369686515,38.233094266952406,28.66609111276689,28.666092106213956,308.0344533964537,308.034443710878,-8.972658918082743e-07,-9.934470668326867e-07
NGC3198,1.0,39,5,2.015547747826916,0.009802708952509231,0.9546847746568521,0.02360711440219313,0.19195953948658964,38.233093369686515,38.23318309854397,28.66609111276689,28.666190454914215,308.0344533964537,308.03348484413016,-8.972885745350823e-05,-9.934214732609803e-05
NGC3198,100.0,39,5,2.015547747826916,0.009802708952509231,0.9546847746568521,0.02360711440219313,1.9195953948658964,38.233093369686515,38.24208885623262,28.66609111276689,28.675999843391338,308.0344533964537,307.9376506937305,-0.008995486546105269,-0.009908730624449191
NGC3198,10000.0,39,5,2.015547747826916,0.009802708952509231,0.9546847746568521,0.02360711440219313,19.19595394865896,38.233093369686515,39.3043108500373,28.66609111276689,29.713824554561953,308.0344533964537,298.86783050344724,-1.0712174803507821,-1.0477334417950637
NGC3198,1000000.0,39,5,2.015547747826916,0.009802708952509231,0.9546847746568521,0.02360711440219313,191.95953948658962,38.233093369686515,169.82081963823325,28.66609111276689,116.89131820946695,308.0344533964537,1796.1713992065484,-131.58772626854673,-88.22522709670005
NGC3769,1e-06,10,3,2.011191633752832,0.007143687318633092,0.9786014324927018,0.017899869286877788,0.0001465746284578491,41.03929160632841,41.0392916062872,37.68828076383251,37.688280763800655,26.748521752640777,26.748521752548193,4.121147867408581e-11,3.185363084412529e-11
NGC3769,0.0001,10,3,2.011191633752832,0.007143687318633092,0.9786014324927018,0.017899869286877788,0.0014657462845784912,41.03929160632841,41.03929160220713,37.68828076383251,37.68828076064705,26.748521752640777,26.748521743382412,4.1212828705283755e-09,3.1854625603955355e-09
NGC3769,0.01,10,3,2.011191633752832,0.007143687318633092,0.9786014324927018,0.017899869286877788,0.014657462845784912,41.03929160632841,41.0392911941999,37.68828076383251,37.688280445286196,26.748521752640777,26.748520826803983,4.12128514426513e-07,3.185463128829724e-07
NGC3769,1.0,10,3,2.011191633752832,0.007143687318633092,0.9786014324927018,0.017899869286877788,0.1465746284578491,41.03929160632841,41.03925039373554,37.68828076383251,37.688248909223844,26.748521752640777,26.74842916950834,4.121259286904433e-05,3.1854608664616535e-05
NGC3769,100.0,10,3,2.011191633752832,0.007143687318633092,0.9786014324927018,0.017899869286877788,1.465746284578491,41.03929160632841,41.03517293356696,37.68828076383251,37.6850955256875,26.748521752640777,26.73926891237273,0.004118672761450171,0.0031852381450079292
NGC3769,10000.0,10,3,2.011191633752832,0.007143687318633092,0.9786014324927018,0.017899869286877788,14.657462845784911,41.03929160632841,40.65308119271682,37.68828076383251,37.371962964276825,26.748521752640777,25.87719619361191,0.38621041361159314,0.3163177995556836
NGC3769,1000000.0,10,3,2.011191633752832,0.007143687318633092,0.9786014324927018,0.017899869286877788,146.57462845784912,41.03929160632841,90.71820778590646,37.68828076383251,67.65088028029456,26.748521752640777,189.86958369590752,-49.678916179578046,-29.96259951646205
NGC3917,1e-06,14,4,2.0184313512342076,0.010209204109438819,0.9720603122482884,0.027568038440821768,0.00018968101015101366,26.275307983859516,26.275307983783172,23.910904002915338,23.910904002854345,39.657952050238954,39.657952049993746,7.634426424374396e-11,6.0992988437647e-11
NGC3917,0.0001,14,4,2.0184313512342076,0.010209204109438819,0.9720603122482884,0.027568038440821768,0.0018968101015101365,26.275307983859516,26.27530797622528,23.910904002915338,23.91090399681637,39.657952050238954,39.65795202571913,7.634234577835741e-09,6.0989684413925715e-09
NGC3917,0.01,14,4,2.0184313512342076,0.010209204109438819,0.9720603122482884,0.027568038440821768,0.018968101015101366,26.275307983859516,26.27530722043673,23.910904002915338,23.910903393018852,39.657952050238954,39.657949598259265,7.634227863206888e-07,6.098964853151756e-07
NGC3917,1.0,14,4,2.0184313512342076,0.010209204109438819,0.9720603122482884,0.027568038440821768,0.18968101015101368,26.275307983859516,26.275231646473532,23.910904002915338,23.9108430100711,39.657952050238954,39.65770687065106,7.633738598400441e-05,6.099284423655149e-05
NGC3917,100.0,14,4,2.0184313512342076,0.010209204109438819,0.9720603122482884,0.027568038440821768,1.8968101015101366,26.275307983859516,26.267722975136415,23.910904002915338,23.90477295524864,39.657952050238954,39.63361713942924,0.007585008723101083,0.006131047666698919
NGC3917,10000.0,14,4,2.0184313512342076,0.010209204109438819,0.9720603122482884,0.027568038440821768,18.968101015101364,26.275307983859516,25.884086451857684,23.910904002915338,23.781764656553126,39.657952050238954,38.58019316836358,0.39122153200183263,0.12913934636221214
NGC3917,1000000.0,14,4,2.0184313512342076,0.010209204109438819,0.9720603122482884,0.027568038440821768,189.68101015101368,26.275307983859516,136.78547088966607,23.910904002915338,108.07187397774007,39.657952050238954,1318.6115266051247,-110.51016290580655,-84.16096997482472
NGC4010,1e-06,10,3,2.022823205228913,0.012680058510548578,0.969509334450728,0.03426182002871905,0.00020312430424797228,17.55139775692406,17.551397756811234,15.401422451744116,15.40142245154073,14.345191584623803,14.345191584452976,1.1282708101134631e-10,2.0338575268397108e-10
NGC4010,0.0001,10,3,2.022823205228913,0.012680058510548578,0.969509334450728,0.03426182002871905,0.002031243042479723,17.55139775692406,17.551397745641726,15.401422451744116,15.401422431405882,14.345191584623803,14.34519156754122,1.1282335066198357e-08,2.0338234207883943e-08
NGC4010,0.01,10,3,2.022823205228913,0.012680058510548578,0.969509334450728,0.03426182002871905,0.020312430424797228,17.55139775692406,17.551396628692224,15.401422451744116,15.401420417921155,14.345191584623803,14.345189876366858,1.1282318368444066e-06,2.033822960711973e-06
NGC4010,1.0,10,3,2.022823205228913,0.012680058510548578,0.969509334450728,0.03426182002871905,0.20312430424797231,17.55139775692406,17.551284950323844,15.401422451744116,15.401219076060737,14.345191584623803,14.345020774721267,0.00011280660021739664,0.00020337568337858158
NGC4010,100.0,10,3,2.022823205228913,0.012680058510548578,0.969509334450728,0.03426182002871905,2.0312430424797228,17.55139775692406,17.540282038522356,15.401422451744116,15.381150571834274,14.345191584623803,14.328267620336854,0.011115718401704555,0.020271879909842028
NGC4010,10000.0,10,3,2.022823205228913,0.012680058510548578,0.969509334450728,0.03426182002871905,20.312430424797228,17.55139775692406,17.557350703212236,15.401422451744116,15.85468685730227,14.345191584623803,13.712787820951416,-0.0059529462881755535,-0.45326440555815317
NGC4010,1000000.0,10,3,2.022823205228913,0.012680058510548578,0.969509334450728,0.03426182002871905,203.1243042479723,17.55139775692406,161.76887337481475,15.401422451744116,140.63397856325258,14.345191584623803,802.8911167344278,-144.21747561789067,-125.23255611150847
NGC4013,1e-06,32,5,2.007592545569904,0.0027560495833138356,0.9952525637310936,0.010287200192293018,9.870758002717e-05,39.77498515690112,39.77498515687961,33.98487619687046,33.98487619685035,63.22861127015683,63.22861127010381,2.1508128611458233e-11,2.0108359422010835e-11
NGC4013,0.0001,32,5,2.007592545569904,0.0027560495833138356,0.9952525637310936,0.010287200192293018,0.0009870758002717003,39.77498515690112,39.77498515474975,33.98487619687046,33.984876194859865,63.22861127015683,63.228611264854436,2.151367084479716e-09,2.010594357670925e-09
NGC4013,0.01,32,5,2.007592545569904,0.0027560495833138356,0.9952525637310936,0.010287200192293018,0.009870758002717,39.77498515690112,39.774984941764075,33.98487619687046,33.98487599581056,63.22861127015683,63.22861073991716,2.1513704240305742e-07,2.0105989761987075e-07
NGC4013,1.0,32,5,2.007592545569904,0.0027560495833138356,0.9952525637310936,0.010287200192293018,0.09870758002717,39.77498515690112,39.774963643207954,33.98487619687046,33.984856090883774,63.22861127015683,63.228558246239594,2.151369316294449e-05,2.010598668533703e-05
NGC4013,100.0,32,5,2.007592545569904,0.0027560495833138356,0.9952525637310936,0.010287200192293018,0.9870758002717,39.77498515690112,39.772833904670335,33.98487619687046,33.982865629422406,63.22861127015683,63.223309389036224,0.0021512522307816084,0.00201056744805328
NGC4013,10000.0,32,5,2.007592545569904,0.0027560495833138356,0.9952525637310936,0.010287200192293018,9.870758002717002,39.77498515690112,39.561032599326914,33.98487619687046,33.78413074352281,63.22861127015683,62.703516252547246,0.21395255757420273,0.20074545334765048
NGC4013,1000000.0,32,5,2.007592545569904,0.0027560495833138356,0.9952525637310936,0.010287200192293018,98.70758002717,39.77498515690112,31.617827337324876,33.98487619687046,27.746484296603484,63.22861127015683,51.892558293926136,8.157157819576241,6.238391900266976
NGC4068,1e-06,6,1,2.0593355510021163,0.0,1.0,0.059335551002116294,0.0003147194327617273,6.0332781675934655,6.033278170257318,4.801296271137378,4.801296279154511,5.445130931015962,5.445130932721318,-2.6638522498956263e-09,-8.017132735460564e-09
NGC4068,0.0001,6,1,2.0593355510021163,0.0,1.0,0.059335551002116294,0.0031471943276172734,6.0332781675934655,6.033278433978813,4.801296271137378,4.801297072850472,5.445130931015962,5.445131101551638,-2.6638534755818455e-07,-8.017130941340156e-07
NGC4068,0.01,6,1,2.0593355510021163,0.0,1.0,0.059335551002116294,0.03147194327617273,6.0332781675934655,6.033304807866974,4.801296271137378,4.801376440178965,5.445130931015962,5.445147986576479,-2.6640273508959922e-05,-8.016904158658633e-05
NGC4068,1.0,6,1,2.0593355510021163,0.0,1.0,0.059335551002116294,0.3147194327617273,6.0332781675934655,6.035959466388771,4.801296271137378,4.809290637418658,5.445130931015962,5.44685629761708,-0.0026812987953057643,-0.00799436628128003
NGC4068,100.0,6,1,2.0593355510021163,0.0,1.0,0.059335551002116294,3.147194327617273,6.0332781675934655,6.4058398754490185,4.801296271137378,5.456127758194239,5.445130931015962,5.747543635451619,-0.372561707855553,-0.6548314870568612
NGC4068,10000.0,6,1,2.0593355510021163,0.0,1.0,0.059335551002116294,31.471943276172738,6.0332781675934655,34.10360671169121,4.801296271137378,23.710684735118903,5.445130931015962,118.21980947262375,-28.07032854409774,-18.909388463981525
NGC4068,1000000.0,6,1,2.0593355510021163,0.0,1.0,0.059335551002116294,314.7194327617274,6.0332781675934655,415.66184710713077,4.801296271137378,366.61200389396237,5.445130931015962,23916.07890428503,-409.62856893953733,-361.81070762282496
NGC4088,1e-06,10,3,2.0117506746973826,0.0066586098581457405,0.983565750571478,0.018061128801054194,0.0001471199785032223,47.03169137242292,47.03169137249147,40.29237110232917,40.29237110238637,46.15742119320178,46.15742119330753,-6.855316314613447e-11,-5.7198690228688065e-11
NGC4088,0.0001,10,3,2.0117506746973826,0.0066586098581457405,0.983565750571478,0.018061128801054194,0.001471199785032223,47.03169137242292,47.03169137927844,40.29237110232917,40.292371108047526,46.15742119320178,46.15742120377589,-6.855522372006817e-09,-5.7183555668416375e-09
NGC4088,0.01,10,3,2.0117506746973826,0.0066586098581457405,0.983565750571478,0.018061128801054194,0.014711997850322229,47.03169137242292,47.03169205797522,40.29237110232917,40.2923716741634,46.15742119320178,46.1574222506117,-6.855523011495279e-07,-5.718342279692479e-07
NGC4088,1.0,10,3,2.0117506746973826,0.0066586098581457405,0.983565750571478,0.018061128801054194,0.1471199785032223,47.03169137242292,47.03175992767303,40.29237110232917,40.29242828572149,46.15742119320178,46.15752693427645,-6.855525010962538e-05,-5.718339232174685e-05
NGC4088,100.0,10,3,2.0117506746973826,0.0066586098581457405,0.983565750571478,0.018061128801054194,1.4711997850322227,47.03169137242292,47.03854709224584,40.29237110232917,40.29808914244204,46.15742119320178,46.16799612898967,-0.006855719822922879,-0.005718040112867584
NGC4088,10000.0,10,3,2.0117506746973826,0.0066586098581457405,0.983565750571478,0.018061128801054194,14.711997850322229,47.03169137242292,47.71909211852724,40.29237110232917,40.93252042223239,46.15742119320178,47.22311537066294,-0.6874007461043234,-0.6401493199032231
NGC4088,1000000.0,10,3,2.0117506746973826,0.0066586098581457405,0.983565750571478,0.018061128801054194,147.1199785032223,47.03169137242292,109.87803718554345,40.29237110232917,96.5229844966,46.15742119320178,203.1090256153119,-62.84634581312053,-56.23061339427083
NGC4157,1e-06,14,4,2.0094958417150472,0.005329119830844942,0.9851836305202313,0.01452755127019097,0.00013753974399341348,41.47400894099612,41.474008941026355,36.94523856803081,36.94523856805048,22.518587028159978,22.51858702819294,-3.023359340659226e-11,-1.9667822925839573e-11
NGC4157,0.0001,14,4,2.0094958417150472,0.005329119830844942,0.9851836305202313,0.01452755127019097,0.001375397439934135,41.47400894099612,41.47400894402029,36.94523856803081,36.94523856999712,22.518587028159978,22.518587031455944,-3.024169359377993e-09,-1.9663133343783556e-09
