galaxy,matched_sparc_name,h_kpc_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
UGC05750,UGC05750,structure_2014_z0,0.31,3.1,4.17163037672323,2.64,0.31,22.85,1.16,2.9784603221438903,0.0,0.23255088725466128,1.0,8.871225890585487,10.290622033079165,0.00046045447182352145,0.011947421741333637,4.171647485213278,-1.0716474852132776,1.0716474852132776,1.148428332563942
UGC05750,UGC05750,structure_2014_z0,1.47,15.7,17.317187993435887,2.64,0.31,22.85,1.16,2.2664297766761905,0.7120305454676998,0.23255088725466128,0.04680211765781893,0.24040862182713638,10.569496034398643,2.1032362880241648e-05,0.005560357311716148,17.317188886120444,-1.617188886120445,1.617188886120445,2.615299893391486
UGC05750,UGC05750,structure_2014_z0,2.52,28.0,22.73033655712119,2.64,0.31,22.85,1.05,2.162954361552972,0.10347541512321845,0.23255088725466128,0.640851088063611,2.9981395111035574,13.717542521057378,9.288459442011012e-06,0.004838069635078411,22.730337072003966,5.269662927996034,5.269662927996034,27.769347374695734
UGC05750,UGC05750,structure_2014_z0,3.35,36.0,26.325022317179524,2.64,0.31,22.85,0.8300000000000001,2.124100954427961,0.038853407125011064,0.23255088725466128,0.8461362664991868,3.817601723307015,16.8861519514022,6.470078270530583e-06,0.004655616200491344,26.32502272885557,9.674977271144432,9.674977271144432,93.60518519716135
UGC05750,UGC05750,structure_2014_z0,4.09,43.6,27.21512998315459,2.64,0.31,22.85,0.7399999999999998,2.1020070136956273,0.022093940732333728,0.23255088725466128,0.9093666526136033,4.017976068619216,19.85945424218042,5.10492245033063e-06,0.004569368974142084,27.215130366748802,16.3848696332512,16.3848696332512,268.4639528986373
UGC05750,UGC05750,structure_2014_z0,4.82,49.8,29.831568849123578,2.64,0.31,22.85,0.7300000000000004,2.0865506491240207,0.015456364571606596,0.23255088725466128,0.935696188304456,4.073734517194894,22.833280439732693,4.226128419399226e-06,0.0045133068787203325,29.831569190539394,19.968430809460603,19.968430809460603,398.73822899221545
UGC05750,UGC05750,structure_2014_z0,6.6,61.5,38.68858875689316,2.64,0.31,22.85,1.7799999999999994,2.062764861384331,0.023785787739689646,0.23255088725466128,0.9027748637901704,3.8413060283266343,29.6708051701541,2.9289362312135597e-06,0.00439670093661253,38.688589006721074,22.811410993278926,22.811410993278926,520.3604715042867
UGC05750,UGC05750,structure_2014_z0,7.86,68.1,42.880412777863974,2.64,0.31,22.85,1.2600000000000007,2.052314296834529,0.010450564549802088,0.23255088725466128,0.9560559629697546,4.026901953871103,34.74470163203169,2.4183098792762705e-06,0.004359806836444877,42.880412999502646,25.21958700049735,25.21958700049735,636.0275684756549
UGC05750,UGC05750,structure_2014_z0,9.43,73.4,47.473245096580456,2.64,0.31,22.85,1.5699999999999994,2.0431691913123955,0.009145105522133434,0.23255088725466128,0.9614380178043435,4.013561793895117,41.04599364844702,1.9847958523239522e-06,0.004326271476388747,47.473245293708594,25.926754706291412,25.926754706291412,672.1966096002038
UGC05750,UGC05750,structure_2014_z0,11.43,77.6,45.69966848895077,2.64,0.31,22.85,2.0,2.035161261835622,0.008007929476773423,0.23255088725466128,0.9661509726400447,4.001682706143289,49.0493590607336,1.6143932442916218e-06,0.004295639042360663,45.6996686908397,31.900331309160293,31.900331309160293,1017.6311376341924
UGC05750,UGC05750,structure_2014_z0,22.85,78.9,45.51346174485083,2.64,0.31,22.85,11.420000000000002,2.01655910207161,0.01860215976401225,0.23255088725466128,0.9231239330371735,3.753893270023334,91.91882020440008,7.570080333234449e-07,0.004159042385145975,45.51346193487849,33.38653806512151,33.38653806512151,1114.6609239738077
