galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4183,0.87,47.1,39.23971967280092,8.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.379616379005274,2.3464240897480853,-0.01019363605560497,0.5,0.09217803529101923,0.4772398153410205,0.4772398153410205,3.5,3.5,20157264.172208067,91.6083,1,39.23971967280092,0.16688493263692308,0.07964413443484382
NGC4183,1.74,65.9,49.12124591253768,6.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.379616379005274,2.3464240897480853,-0.01019363605560497,0.5,0.09217803529101923,0.4772398153410205,0.4772398153410205,3.5,3.5,20157264.172208067,91.6083,1,49.12124591253768,0.25460931847439033,0.12150970413282113
NGC4183,2.61,76.1,58.009813824903794,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.379616379005274,2.3464240897480853,-0.01019363605560497,0.5,0.09217803529101923,0.4772398153410205,0.4772398153410205,3.5,3.5,20157264.172208067,91.6083,1,58.009813824903794,0.23771598127590277,0.11344753100772133
NGC4183,3.5,85.7,61.092308026461076,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3647327028033245,2.337453690019153,-0.010750002152533255,0.5121643091758709,0.09439532007471665,0.4829486436965744,0.4829486436965744,3.5,3.5,27936608.44166375,109.33057527133757,1,61.092308026461076,0.28713759595728033,0.13867271252186353
NGC4183,4.37,96.6,67.8220355046942,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.350018159285488,2.3285852266507767,-0.011300045907450991,0.5241903875656523,0.09658740844041751,0.48859259900263335,0.48859259900263335,3.5,3.5,35627551.0716938,126.85146105095538,1,67.8220355046942,0.2979085351480931,0.14555590545307417
NGC4183,5.24,99.3,72.29271747555214,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3353036157676517,2.3197167632824,-0.011850089662368727,0.5362164659554337,0.09877949680611837,0.49423655430869234,0.49423655430869234,3.5,3.5,43318493.70172385,144.3723468305732,2,72.29271747555214,0.27197666187762193,0.13442080821877614
NGC4183,6.11,103.0,76.5028267451602,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3205890722498155,2.310848299914024,-0.012400133417286465,0.5482425443452151,0.10097158517181923,0.4998805096147513,0.4998805096147513,3.5,3.5,51009436.33175391,161.89323261019103,2,76.5028267451602,0.25725410927028924,0.1285963152425211
NGC4183,6.98,107.0,80.57107421401305,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.3037168301497286,2.2998085388231098,-0.012902233727902147,0.5583138850626165,0.1053705300204246,0.5097464589127904,0.5097464589127904,3.5,3.5,53830391.50627166,193.2755750365239,2,80.57107421401305,0.24699930641109297,0.12590702179696991
NGC4183,7.85,111.0,84.3596692738894,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2846868894673915,2.286597480009658,-0.013356390594215773,0.5664304881076376,0.11197633135193445,0.5238344022028094,0.5238344022028094,3.5,3.5,51781359.22527714,238.5193741095717,2,84.3596692738894,0.24000297951450997,0.12572181730087645
NGC4183,8.72,114.0,87.84098929315404,6.1,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2656569487850544,2.2733864211962063,-0.013810547460529402,0.5745470911526588,0.11858213268344431,0.5379223454928285,0.5379223454928285,3.5,3.5,49732326.94428262,283.7631731826196,3,87.84098929315404,0.22946500620040317,0.1234343543438473
NGC4183,9.6,115.0,86.74577396046449,6.1,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.246408273152346,2.260023511132025,-0.014269924520708702,0.5827569884855538,0.12526386276589105,0.5521722191654914,0.5521722191654914,3.5,3.5,47659742.56810426,329.52701592317374,3,86.74577396046449,0.24568892208291748,0.13566259733090205
NGC4183,10.47,111.0,83.76407344440693,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2273783324700087,2.246812452318573,-0.01472408138702233,0.5908735915305751,0.13186966409740092,0.5662601624555105,0.5662601624555105,3.5,3.5,45610710.28710973,374.7708149962216,3,83.76407344440693,0.24536870770804564,0.1389425242882566
NGC4183,11.35,110.0,82.28385625382418,5.6,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.220710989319299,2.234188538096271,-0.013674141498223382,0.5690481761928861,0.12578613601411445,0.5532115858613648,0.5532115858613648,3.5,3.5,44714860.02468914,386.6944578694582,3,82.28385625382418,0.25196494314705287,0.13938992577984974
NGC4183,12.31,111.0,78.263417380025,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2141771995719024,2.2204604419881764,-0.012440017509305174,0.5434728108661838,0.11839907114704572,0.5373718579770514,0.5373718579770514,3.5,3.5,43806750.80225852,397.7125518990149,3,78.263417380025,0.2949241677475225,0.15848394798482177
NGC4183,13.12,109.0,75.16619253361182,4.8,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2086643144725366,2.2088773608969716,-0.011398725393655438,0.5218935963717789,0.11216623516545648,0.5240070875746622,0.5240070875746622,3.5,3.5,43040533.64583269,407.0090687364534,4,75.16619253361182,0.3104019033613594,0.1626527973580177
NGC4183,14.05,108.0,72.77158373980876,4.4,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.2023347056547466,2.195578267792255,-0.010203167779390924,0.4971174612115361,0.10501001607548363,0.5086623511867338,0.5086623511867338,3.5,3.5,42160802.83660302,417.6828473275865,4,72.77158373980876,0.3261890394462152,0.16592008373605405
NGC4183,14.98,109.0,71.43252550484269,5.2,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.193278430974346,2.1863109714084374,-0.009052247164993834,0.4662081924027692,0.09848537980416784,0.49289573486240107,0.49289573486240107,3.5,3.5,40004566.161125466,455.68669389795963,4,71.43252550484269,0.34465572931336985,0.1698793389744502
NGC4183,16.03,111.0,69.33238781406565,5.3,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.1790629647202517,2.181748672603652,-0.00781814960732638,0.4223344197101444,0.0920432145430704,0.4744772696908484,0.4744772696908484,3.5,3.5,35701862.04585669,538.5934660408168,4,69.33238781406565,0.3753838935669761,0.17811112490557884
NGC4183,16.95,110.0,67.05411098508428,4.9,9.99,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4183_structure_enriched.csv,2.166607508573808,2.177751229841364,-0.006736845080608233,0.38389263792232087,0.08639865069525171,0.45833918592148803,0.45833918592148803,3.5,3.5,31931873.678192638,611.235590204082,5,67.05411098508428,0.3904171728628702,0.1789434891797368
