galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,causal_horizon_kpc,ell_info_kpc,c_info_gal,tau_struct_gal,propagation_term_i,delta_struct_i,DeltaD_i
UGC08490,1,0.34,2.03,1.1849999999999998,1.6899999999999997,1.45,60.900000000000006,42.857470245607225,3.69,506070544.5326532,6,141319636.07975358,2.903842499999999,174276168.39847663,2.403663277385318,2.4597749938886704,2.4317191356369943,2.3433069366208454,-0.02742696982424211,0.5,2.0,2.0,1.0,2.0,0.09081139172487908,0.4651979500570849,0.4651979500570849
UGC08490,2,2.37,4.06,3.215,1.6899999999999995,1.45,78.14999999999999,44.92403110569881,3.69,1508613748.0385149,6,141319636.07975358,7.8783574999999955,191488358.8411056,2.1839852888556264,2.325804186353767,2.2548947376046966,2.287630187877634,-0.03806858407806746,0.581239211059257,2.0,2.0,1.0,2.0,0.13837430551459656,0.5699737296113682,0.5699737296113682
UGC08490,3,4.39,6.09,5.24,1.7000000000000002,1.45,79.31666666666666,38.707034034772285,3.69,1825369211.387745,6,141319636.07975358,12.916599999999999,141319636.07975358,2.128177456293837,2.2243759244885855,2.1762766903912114,2.189045113272457,-0.035981543058609455,0.5674560311024174,2.0,2.0,1.0,2.0,0.14194325036305727,0.5762038470305796,0.5762038470305796
UGC08490,4,6.42,8.12,7.27,1.6999999999999993,1.45,79.8,34.32792483425858,3.69,1991907456.4012516,6,141319636.07975358,17.920549999999988,111152138.54492484,2.101452208786856,2.1704756148560693,2.1359639118214626,2.1418522120392818,-0.01586201440791668,0.3664214970452692,2.0,2.0,1.0,2.0,0.10439882301002144,0.5,0.5
UGC08490,5,8.46,10.15,9.305,1.6899999999999995,1.45,77.61666666666667,31.63884744527787,3.69,2165695188.373645,6,141319636.07975358,22.801902499999994,94978705.76254089,2.085533996417268,2.1410980713930763,2.113316033905172,2.124639972863317,-0.00845810278917179,0.23569975405344834,2.0,2.0,1.0,2.0,0.06690634142110158,0.3905681515398955,0.3905681515398955
