galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
IC4202,0.77,35.1,135.41353846643253,3.96,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,2.1866921804849735,-0.0020056413313962987,0.3378636873738369,0.0702150808997473,0.3716197932826748,0.3716197932826748,3.9700000000000006,3.9700000000000006,491519152.1122285,51.010212,1,135.41353846643253,2.8579355688442316,1.0620654253090969
IC4202,1.59,77.9,181.3490504524355,3.95,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,2.1866921804849735,-0.0020056413313962987,0.3378636873738369,0.0702150808997473,0.3716197932826748,0.3716197932826748,3.9700000000000006,3.9700000000000006,491519152.1122285,51.010212,1,181.3490504524355,1.3279724063213798,0.4935008311222474
IC4202,2.36,115.0,186.30282982284513,6.7,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,2.1866921804849735,-0.0020056413313962987,0.3378636873738369,0.0702150808997473,0.3716197932826748,0.3716197932826748,3.9700000000000006,3.9700000000000006,491519152.1122285,51.010212,1,186.30282982284513,0.620024607155175,0.2304134163411778
IC4202,3.13,156.0,188.001365154618,3.16,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,2.1866921804849735,-0.0020056413313962987,0.3378636873738369,0.0702150808997473,0.3716197932826748,0.3716197932826748,3.9700000000000006,3.9700000000000006,491519152.1122285,51.010212,1,188.001365154618,0.20513695611934607,0.07623295322770852
IC4202,3.95,192.0,196.11701252058683,3.14,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.201495630207594,2.1850575827998857,-0.00231205609642357,0.3636724949500718,0.07408023426622905,0.3830105098671099,0.3830105098671099,3.9700000000000006,3.9700000000000006,551809073.3117437,60.83584435937501,1,196.11701252058683,0.021442773544723053,0.008212807628329351
IC4202,4.73,204.0,204.51862726900941,2.9,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.194878615431867,2.1834931825613966,-0.002605311945161326,0.3883729488267139,0.07777939945132814,0.3939120545736857,0.3939120545736857,3.9700000000000006,3.9700000000000006,609509856.7910342,70.23951704687501,1,204.51862726900941,0.0025422905343598736,0.0010014388877129313
IC4202,5.5,209.0,206.54727788087646,3.36,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1883464341789054,2.181948838736221,-0.0028948081035306493,0.41275673021775794,0.08143113944174647,0.40467383588658756,0.40467383588658756,3.9700000000000006,3.9700000000000006,666470886.6359749,79.522629828125,1,206.54727788087646,0.011735512531691557,0.004749054872294741
IC4202,6.27,220.0,207.24817610777666,3.25,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.181814252925944,2.180404494911046,-0.003184304261899973,0.43714051160880196,0.0850828794321648,0.4154356171994894,0.4154356171994894,3.9700000000000006,3.9700000000000006,723431916.4809155,88.805742609375,2,207.24817610777666,0.057962835873742465,0.024079826495840905
IC4202,7.08,231.0,213.0514801638327,3.49,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1749427375819197,2.178779925432615,-0.0034888391817430274,0.46279098294223797,0.08892432020130617,0.42675645208708746,0.42675645208708746,3.9700000000000006,3.9700000000000006,783351960.8632559,98.57109501562502,2,213.0514801638327,0.07769922006998828,0.03315864348700202
IC4202,7.86,235.0,222.65660376463126,4.65,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1683257228061925,2.177215525194126,-0.0037820950304807838,0.48749143681888,0.09262348538640526,0.43765799679366335,0.43765799679366335,3.9700000000000006,3.9700000000000006,841052744.3425465,107.97476770312502,2,222.65660376463126,0.05252509036327125,0.022988025829795446
IC4202,8.66,245.0,231.89626344553292,6.0,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1641657538318912,2.174138585791568,-0.004171909772599456,0.5114123508395836,0.09683981303561295,0.44862495209116193,0.44862495209116193,3.9700000000000006,3.9700000000000006,891560552.7982229,116.69954285714287,2,231.89626344553292,0.0534846389978248,0.023994543608012245
IC4202,9.45,246.0,238.70599762050387,5.57,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1625876170126483,2.169681988876608,-0.004642607324023669,0.5336734796377834,0.1014101726476155,0.4592486014378908,0.4592486014378908,3.9700000000000006,3.9700000000000006,933084396.0577203,124.42917371428571,2,238.70599762050387,0.029650416176813556,0.013616912161253039
IC4202,10.24,239.0,242.98477832983693,6.95,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.161009480193406,2.165225391961648,-0.005113304875447883,0.5559346084359834,0.10598053225961805,0.46987225078461975,0.46987225078461975,3.9700000000000006,3.9700000000000006,974608239.3172177,132.1588045714286,2,242.98477832983693,0.016672712677141956,0.007834045032293954
IC4202,11.02,240.0,244.92552521123642,7.16,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.159451319789597,2.160825207665865,-0.005578044230018625,0.5779139507936998,0.11049303921830411,0.4803614235573394,0.4803614235573394,3.9700000000000006,3.9700000000000006,1015606464.3076074,139.790592,3,244.92552521123642,0.02052302171348508,0.00985846792598788
IC4202,11.79,240.0,245.14606523458622,4.85,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.157913135801221,2.1564814359892583,-0.006036825387735896,0.5996115067109327,0.11494769352367368,0.49071611975604984,0.49071611975604984,3.9700000000000006,3.9700000000000006,1056079071.0288897,147.324536,3,245.14606523458622,0.021441938477442572,0.010521904849698562
IC4202,12.47,246.0,244.03631266678326,7.68,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1565547395517464,2.1526453778852424,-0.006441982773771928,0.6187729846638136,0.11888167394919487,0.4998605267886772,0.4998605267886772,3.9700000000000006,3.9700000000000006,1091821113.328204,153.97788914285715,3,244.03631266678326,0.00798246883421439,0.003990121076544603
IC4202,13.34,241.0,241.6927334447604,6.21,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1526196024560744,2.1467306519869807,-0.006514436590660957,0.6232985716729715,0.12220586490888385,0.507114229262211,0.507114229262211,3.9700000000000006,3.9700000000000006,1090311042.1833835,164.59760082793017,3,241.6927334447604,0.0028744126338605502,0.0014576555474017548
