galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC2683,2.89,189.0,222.856756011569,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2954341592874945,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,39267335.51592411,2156.6275119999996,1,222.856756011569,0.1791362751934867,0.0
NGC2683,5.77,212.0,238.81344350768867,5.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2954341592874945,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,39267335.51592411,2156.6275119999996,1,238.81344350768867,0.12647850711173902,0.0
NGC2683,8.66,206.0,205.3138022637543,5.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2954341592874945,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,39267335.51592411,2156.6275119999996,1,205.3138022637543,0.0033310569720665173,0.0
NGC2683,11.54,200.0,191.9199512817779,5.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2646469666588023,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,34289757.84735531,3411.9102608933827,1,191.9199512817779,0.04040024359111044,0.0
NGC2683,14.43,172.0,166.49890329969145,12.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2337528740557047,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,29294896.922992874,4671.551630442646,1,166.49890329969145,0.03198312035063111,0.0
NGC2683,17.31,190.0,150.1313458275786,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.202965681427012,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,24317319.25442408,5926.834379336029,1,150.1313458275786,0.20983502196011264,0.0
NGC2683,20.2,169.0,137.24746300023182,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.1720715888239144,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,19322458.330061637,7186.475748885292,2,137.24746300023182,0.18788483431815492,0.0
NGC2683,23.08,150.0,127.01034170491788,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.141284396195222,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,14344880.661492843,8441.758497778676,2,127.01034170491788,0.1532643886338808,0.0
NGC2683,28.85,160.0,112.4125299955481,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.110443753579327,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,9358661.365027227,9699.220556999997,2,112.4125299955481,0.2974216875278244,0.0
NGC2683,31.74,155.0,106.83666692666895,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.110443753579327,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,9358661.365027227,9699.220556999997,2,106.83666692666895,0.3107311811182648,0.0
NGC2683,34.62,151.0,102.08162910142059,12.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.110443753579327,2.2029389564334108,0.0,0.0,0.0,0.0,0.0,14.424999999999999,14.424999999999999,9358661.365027227,9699.220556999997,2,102.08162910142059,0.32396272118264513,0.0
