galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
F563-V2,0.28,11.9,7.89,0.25482062203111594,0.00018222353097196433,141.39607142857142,76.44618660933479,217.84225803790622,6.2921300050142,4.626546471247614,7.809982858535206,300.0,0.0,1.0
F563-V2,0.87,34.8,7.89,0.2549281339143894,0.00025166641743337714,367.533908045977,76.47844017431682,444.0123482202938,17.881680569789854,8.156975110398193,19.654280524904888,300.0,0.0,1.0
F563-V2,1.46,58.5,8.68,0.2551175884036873,0.0002403156402620843,528.581712328767,76.5352765211062,605.1169888498732,27.78001619869938,10.570785388078553,29.723236763865653,300.0,0.0,1.0
F563-V2,2.05,81.5,14.2,0.25521170636989865,0.00012980308551813202,628.3246829268292,76.5635119109696,704.8881948377988,35.88963081448456,12.528176220722937,38.01342919834367,300.0,0.0,1.0
F563-V2,2.35,91.8,17.5,0.25524611390538465,0.0001019403644837713,634.017744680851,76.5738341716154,710.5915788524665,38.599762952640006,13.414488820051854,40.86429016027681,300.0,0.0,1.0
F563-V2,4.76,114.0,8.68,0.25524491843302377,-1.2435287479892199e-05,484.58571428571435,76.57347552990713,561.1591898156215,48.02736719829643,19.09161448181787,51.68285734672918,300.0,0.0,1.0
F563-V2,7.86,116.0,8.68,0.25515876069966315,-6.749454388418896e-05,365.4827608142493,76.54762820989895,442.03038902414823,53.59752326367329,24.528847460282467,58.94369226414142,300.0,0.0,1.0
F563-V2,8.7,117.0,16.6,0.25509302865752975,-3.6407756135677094e-05,364.71183908045987,76.52790859725893,441.2397476777188,56.32932628746771,25.802961163326827,61.95793576932783,300.0,0.0,1.0
F563-V2,10.18,118.0,51.9,0.2551482601499565,2.294249041479013e-05,296.4790766208252,76.54447804498695,373.0235546658121,54.93775568768714,27.914562265920758,61.622883626928456,300.0,0.0,1.0
F563-V2,10.47,118.0,40.3,0.255154096560829,2.0125554732703344e-05,285.8751957975167,76.5462289682487,362.42142476576544,54.70935294810203,28.309698290472188,61.59993764037075,300.0,0.0,1.0
