galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
UGC12632,0.71,24.1,7.55,0.21358833144784334,-7.823617416972708e-05,285.59281690140847,64.076499434353,349.66931633576144,14.239764745247726,6.74494733844458,15.756434069877315,300.0,0.0,1.0
UGC12632,1.42,33.6,5.02,0.21353278376418283,0.00010198202937308776,285.42492957746475,64.05983512925485,349.4847647067196,20.132148419878092,9.537555550744743,22.27708162851548,300.0,0.0,1.0
UGC12632,2.14,44.8,3.38,0.21373779549676325,0.00020793960581666493,294.00607476635514,64.12133864902897,358.1274134153841,25.08332115171354,11.714079763640079,27.683797873646636,300.0,0.0,1.0
UGC12632,2.85,54.4,2.9,0.2138316627122183,7.6485908370727e-05,286.9475087719298,64.14949881366549,351.0970075855953,28.597209654090378,13.521319152321887,31.63268043683536,300.0,0.0,1.0
UGC12632,3.55,57.4,2.89,0.21384674720822305,2.625151339269438e-05,248.6059718309859,64.15402416246691,312.75999599345283,29.707763295138864,15.091281780443884,33.32113422104292,300.0,0.0,1.0
UGC12632,4.26,61.4,3.44,0.21386877206251728,9.39068136709964e-06,223.91617370892018,64.16063161875519,288.0768053276754,30.88499473854577,16.532522212170083,35.03151710525676,300.0,0.0,1.0
UGC12632,4.97,63.8,3.64,0.2138600819757643,-6.258862246477648e-06,212.37086519114686,64.15802459272929,276.52888978387614,32.48820093510873,17.856802127644933,37.07220767941754,300.0,0.0,1.0
UGC12632,5.69,65.5,3.82,0.21385994234578767,-2.873510741743801e-05,195.5874340949033,64.15798270373631,259.7454167986396,33.3600434651995,19.106515160652915,38.44413377336339,300.0,0.0,1.0
UGC12632,6.4,67.6,3.54,0.21381955763164287,-3.6157227648991874e-05,201.66424999999998,64.14586728949286,265.81011728949284,35.92563430198554,20.26162754204988,41.24542096588122,300.0,0.0,1.0
UGC12632,7.11,69.2,2.91,0.21380859908252609,-4.502033888076351e-05,193.63551336146273,64.14257972475782,257.77809308622057,37.10456171416124,21.355414813180946,42.811239667206884,300.0,0.0,1.0
UGC12632,7.82,70.3,2.79,0.2137556287504322,-3.743658796565019e-05,194.51790281329923,64.12668862512966,258.6445914384289,39.001666631055656,22.393541592354566,44.9733332659312,300.0,0.0,1.0
UGC12632,8.52,71.4,2.93,0.21375507533836574,1.649083574675747e-05,184.27719483568075,64.12652260150972,248.40371743719047,39.623751715353755,23.374301541754413,46.00434406189118,300.0,0.0,1.0
UGC12632,9.25,73.2,3.0,0.2137802697499891,-1.1397178557109866e-05,173.2507027027027,64.13408092499672,237.38478362769945,40.03209962017981,24.35652373710624,46.85946274293187,300.0,0.0,1.0
UGC12632,9.95,73.0,2.81,0.21374147537584295,-4.1930127915645876e-05,167.28511557788946,64.12244261275289,231.40755819064236,40.798123731367845,25.259024209119623,47.984426681965175,300.0,0.0,1.0
UGC12632,10.66,73.1,2.79,0.21372142000496056,-2.8247001242815698e-05,159.57607879924953,64.11642600148816,223.6925048007377,41.24416322341865,26.14347148287434,48.83197826400098,300.0,0.0,1.0
