galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
IC4202,0.77,35.1,3.96,-0.15318749222021832,9.772139060008797e-11,23814.060259740258,-45.956247666065494,23768.104012074193,135.41353846643253,0.0,135.2828152031777,300.0,0.0,1.0
IC4202,1.59,77.9,3.95,-0.15318749214008678,6.937277086116467e-07,20683.948490566036,-45.956247642026035,20637.99224292401,181.3490504524355,0.0,181.14747490994506,300.0,0.0,1.0
IC4202,2.36,115.0,6.7,-0.15318645644143475,0.0015115222890902807,14707.095084745763,-45.955936932430426,14661.139147813332,186.30282982284513,0.0,186.01152756977044,300.0,0.0,1.0
IC4202,3.13,156.0,3.16,-0.15085974781488778,0.06621547316225776,11292.176773162942,-45.25792434446633,11246.918848818475,188.001365154618,0.0,187.62424149560692,300.0,0.0,1.0
IC4202,3.95,192.0,3.14,-0.04137930215895487,0.08894041425462346,9737.185468354432,-12.413790647686461,9724.771677706745,196.11701252058683,0.0,195.99195934257517,300.0,0.0,1.0
IC4202,4.73,204.0,2.9,-0.005076269448452342,0.04159805874776404,8843.101247357294,-1.5228808345357026,8841.578366522757,204.51862726900941,0.0,204.50101631447373,300.0,0.0,1.0
IC4202,5.5,209.0,3.36,0.023195940834254802,0.06601565545590067,7756.686909090909,6.958782250276441,7763.645691341185,206.54727788087646,6.186542037076967,206.63990733248144,300.0,0.0,1.0
IC4202,6.27,220.0,3.25,0.09658783995363462,0.06051391480122019,6850.367862838917,28.976351986090386,6879.344214825008,207.24817610777666,13.47893641771437,207.6860328162508,300.0,0.0,1.0
IC4202,7.08,231.0,3.49,0.1159515948414371,-0.0052259614553263126,6411.148757062147,34.78547845243113,6445.934235514578,213.0514801638327,15.693348509582409,213.6286834379766,300.0,0.0,1.0
IC4202,7.86,235.0,4.65,0.08999410243902202,-0.016106342511518865,6307.374452926209,26.998230731706606,6334.372683657916,222.65660376463126,14.567295340975756,223.13262713810195,300.0,0.0,1.0
IC4202,8.66,245.0,6.0,0.09119927983643979,-0.021676717741722605,6209.685565819862,27.359783950931934,6237.045349770794,231.89626344553292,15.392716752252364,232.40656774070538,300.0,0.0,1.0
IC4202,9.45,246.0,5.57,0.05598888712076697,-0.07833254725600558,6029.68817989418,16.79666613623009,6046.48484603041,238.70599762050387,12.598749739056425,239.03824337328822,300.0,0.0,1.0
IC4202,10.24,239.0,6.95,-0.03256614482804916,-0.06029507387542247,5765.781494140624,-9.769843448414749,5756.0116506922095,242.98477832983693,0.0,242.77882795476262,300.0,0.0,1.0
IC4202,11.02,240.0,7.16,-0.039703819979364396,-0.005639917886528931,5443.603711433757,-11.911145993809319,5431.692565439947,244.92552521123642,0.0,244.65741777258302,300.0,0.0,1.0
IC4202,11.79,240.0,4.85,-0.04137778638451162,0.04368216810778258,5097.251340118746,-12.413335915353485,5084.838004203392,245.14606523458625,0.0,244.84738117765932,300.0,0.0,1.0
IC4202,12.47,246.0,7.68,0.01586359957691677,0.03635572728477698,4775.759574979952,4.759079873075031,4780.518654853027,244.03631266678326,7.703617722683651,244.15787438871854,300.0,0.0,1.0
IC4202,13.34,241.0,6.21,-0.005737893132015261,0.045888340302589224,4378.963823088456,-1.7213679396045782,4377.242455148851,241.6927334447604,0.0,241.645224144169,300.0,0.0,1.0
IC4202,14.11,250.0,5.62,0.077789795682625,-0.011697096813902498,4052.4193479801556,23.3369387047875,4075.756286684943,239.12264008244807,18.146189823887315,239.81017744275272,300.0,0.0,1.0
IC4202,14.59,242.0,5.1,0.036216447342405506,-0.005223926005603938,3866.239760109664,10.864934202721651,3877.1046943123856,237.50460648164278,12.590448364443137,237.83809091484423,300.0,0.0,1.0
IC4202,14.98,244.0,7.41,0.05996869038741726,0.0568586467197417,3723.9055607476635,17.990607116225178,3741.8961678638884,236.18659000883179,16.416433674859263,236.75642461103573,300.0,0.0,1.0
IC4202,15.75,248.0,5.08,0.09760110962568899,0.034484231969868245,3458.9747492063493,29.2803328877067,3488.255082094056,233.40705280689355,21.474758275272404,234.39287007710234,300.0,0.0,1.0
IC4202,16.52,249.0,5.22,0.11307440762101433,0.007281251004444447,3216.263765133172,33.9223222863043,3250.1860874194763,230.50526544962048,23.672700821193747,231.7176604494568,300.0,0.0,1.0
IC4202,17.1,246.0,6.35,0.11169933863376884,-0.003999227015183217,3042.986625730994,33.50980159013065,3076.496427321125,228.11197097039866,23.937786179829455,229.3645328013711,300.0,0.0,1.0
IC4202,17.88,241.0,16.2,0.1068717867953933,0.01369828430818891,2824.2249776286353,32.061536038617994,2856.2865136672535,224.71569282095098,23.94285414002453,225.98761661730603,300.0,0.0,1.0
IC4202,18.65,247.0,14.6,0.1325364799183308,0.008789336961478322,2626.195651474531,39.760943975499245,2665.9565954500304,221.31097781176604,27.231261541527246,222.9800226593025,300.0,0.0,1.0
IC4202,19.62,234.0,20.9,0.1110737801237398,0.0013634513139814883,2403.3081498470947,33.32213403712194,2436.6302838842166,217.1471986924998,25.56912727897322,218.64740147051447,300.0,0.0,1.0
IC4202,20.78,249.0,10.0,0.14524102412946774,0.01326548903787201,2180.5356833493747,43.572307238840324,2224.107990588215,212.86505467079374,30.090406185744683,214.9813109189334,300.0,0.0,1.0
IC4202,22.13,236.0,16.1,0.13771451174923802,0.004825581599932224,1964.2972661545411,41.314353524771406,2005.6116196793125,208.49436083501155,30.23717320622401,210.67554472103112,300.0,0.0,1.0
IC4202,23.0,245.0,22.1,0.14774413612698462,0.004759540366784859,1836.075104347826,44.32324083809539,1880.3983451859215,205.49872846321944,31.928584987064394,207.96432852601475,300.0,0.0,1.0
IC4202,23.58,243.0,4.2,0.14788741431365593,0.0003340195011054467,1757.0300975402884,44.36622429409678,1801.3963218343852,203.54549786227156,32.34432823316635,206.09930923915005,300.0,0.0,1.0
IC4202,25.03,238.0,7.76,0.1486870746150703,0.0023008551725085535,1561.572345185777,44.60612238452109,1606.1784675702982,197.70218966920928,33.41393785959032,200.50597757494555,300.0,0.0,1.0
IC4202,25.9,247.0,6.14,0.15160198730669303,0.0033504743581870477,1456.4487606177606,45.48059619200791,1501.9293568097685,194.22158196245852,34.32123892537979,197.2307540455418,300.0,0.0,1.0
