galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,dsigma_dr,a_bar_kmps2_per_kpc,a_topo_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_topo_kmps,v_model_kmps,g_scale,lambda_reorg,l0_kpc
UGCA444,0.12,6.48,2.6,0.25242885213184374,0.0002139088824404389,43.96333333333334,75.72865563955312,119.69198897288646,2.296867431960321,3.0145378877609708,3.789859981153179,300.0,0.0,1.0
UGCA444,0.19,8.6,2.65,0.25244382575361457,6.594521718605861e-05,27.57105263157895,75.73314772608437,103.30420035766332,2.2887769659798662,3.7933228267517687,4.430327083631188,300.0,0.0,1.0
UGCA444,0.26,10.2,3.03,0.2524380844622498,-0.0001278630298704453,41.195384615384626,75.73142533867494,116.92680995405956,3.2727358585745967,4.437360768300847,5.5137075174564245,300.0,0.0,1.0
UGCA444,0.33,11.7,3.55,0.2524259249294327,-0.0002847136963808339,54.23151515151515,75.72777747882982,129.95929263034498,4.2304136913545465,4.999016560085978,6.548783594532182,300.0,0.0,1.0
UGCA444,0.4,12.7,3.75,0.25239822454475647,-0.0004864012452716615,65.416,75.71946736342694,141.13546736342693,5.115310352266029,5.5034341047541195,7.5136001321184755,300.0,0.0,1.0
UGCA444,0.47,14.1,3.43,0.2523578287550947,-0.0007472419315235346,79.75170212765958,75.70734862652841,155.459050754188,6.122360655825497,5.965103004514537,8.54785083248815,300.0,0.0,1.0
UGCA444,0.55,16.0,3.33,0.25228249198598357,-0.0008799943095638696,101.92018181818182,75.68474759579507,177.6049294139769,7.487062174177533,6.451868812808216,9.883456438801524,300.0,0.0,1.0
UGCA444,0.62,18.1,2.66,0.25222467244670405,-8.441225247035611e-05,124.41451612903226,75.66740173401121,200.0819178630435,8.782767217682592,6.849364136552162,11.137808988983737,300.0,0.0,1.0
UGCA444,0.69,21.2,3.78,0.2522706742706377,-0.000959653278078676,145.0414492753623,75.68120228119132,220.72265155655361,10.003929228058343,7.226342752320983,12.34093309170834,300.0,0.0,1.0
UGCA444,0.76,21.6,3.33,0.252090320987773,-0.0019771986830774413,161.75276315789472,75.6270962963319,237.37985945422662,11.087474915416944,7.581331887288159,13.43163032491634,300.0,0.0,1.0
UGCA444,0.83,23.3,3.09,0.2519938664550069,-0.0011123361356077943,182.31192771084338,75.59815993650206,257.91008764734545,12.301174740649772,7.921267117532189,14.630973062216222,300.0,0.0,1.0
UGCA444,0.9,24.5,3.26,0.2519345939287879,-0.002783728075348213,191.30499999999998,75.58037817863638,266.88537817863636,13.121528112228392,8.247565723337567,15.498285078058563,300.0,0.0,1.0
UGCA444,0.97,24.4,3.29,0.2516041445244582,-0.0027506487368302857,197.4243298969072,75.48124335733745,272.90557325424464,13.838410313327177,8.556681953690772,16.270169207989735,300.0,0.0,1.0
UGCA444,1.04,25.3,2.78,0.2515495031056317,-0.002461232520998058,200.81634615384618,75.4648509316895,276.28119708553567,14.451608906969495,8.859088269622166,16.950883309401817,300.0,0.0,1.0
