galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC4157,1,1.74,6.98,4.36,5.24,0.35,2.0239713525938265,215.8670910476772,161.6,9.475,4,29.61,1.74,2.8342270288870623,0.3528298861762947,0.0,1.0,0.023971352593826545,0.023971352593826545,0.1256098875916511,1e-06,6.60770808389714e-09,0.00016973393074394858,215.86709104774394
NGC4157,2,8.72,13.94,11.33,5.219999999999999,0.35,2.007285148478932,227.09331741195047,192.75,6.525,4,29.61,1.74,2.8342270288870623,0.3528298861762947,0.016686204114894743,0.953808376695676,0.023971352593826545,0.022864076904717378,0.24496036903427576,1e-06,1.9082532376165546e-09,0.0001470391416670934,227.09331741199807
NGC4157,3,15.68,20.9,18.29,5.219999999999999,0.35,2.004071992516984,173.7702629094548,182.5,6.699999999999999,4,29.61,1.74,2.8342270288870623,0.3528298861762947,0.0032131559619479333,0.9909345279590299,0.007285148478931802,0.00721910516908173,0.2826440980168824,1e-06,8.449140077407947e-10,0.00012431201551571405,173.77026290949928
NGC4157,4,22.65,29.61,26.13,6.960000000000001,0.35,2.002654873270447,143.6010859755771,185.2,10.84,5,29.61,1.74,2.8342270288870623,0.3528298861762947,0.0014171192465370908,0.995991617426219,0.004071992516983869,0.004055670413138224,0.3108715640923244,1e-06,4.553047475571075e-10,0.0001090738880468979,143.6010859756185
