galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC2403,0.16,24.5,23.21,2.83,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.3714096120591295,0.03857399025529418,0.41504850744269467,0.03365258168454281,0.20207554568054098,0.20207554568054098,1427879560.290768,0.6464145000000002,1,23.21,0.05265306122448976,0.010639896078689702
NGC2403,0.26,35.3,35.33,2.46,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.3714096120591295,0.03857399025529418,0.41504850744269467,0.03365258168454281,0.20207554568054098,0.20207554568054098,1427879560.290768,0.6464145000000002,1,35.33,0.0008498583569405422,0.00017173559122992803
NGC2403,0.36,43.2,47.00922569028339,1.12,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.3714096120591295,0.03857399025529418,0.41504850744269467,0.03365258168454281,0.20207554568054098,0.20207554568054098,1427879560.290768,0.6464145000000002,1,47.00922569028339,0.08817652060841166,0.017818318518156254
NGC2403,0.46,52.0,56.726241722856976,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.3714096120591295,0.03857399025529418,0.41504850744269467,0.03365258168454281,0.20207554568054098,0.20207554568054098,1427879560.290768,0.6464145000000002,1,56.726241722856976,0.0908892639010957,0.01836649759931661
NGC2403,0.56,60.9,63.8246229914443,2.93,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.3714096120591295,0.03857399025529418,0.41504850744269467,0.03365258168454281,0.20207554568054098,0.20207554568054098,1427879560.290768,0.6464145000000002,1,63.8246229914443,0.04802336603356818,0.009704347896649647
NGC2403,0.66,65.8,67.62657465819188,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.3714096120591295,0.03857399025529418,0.41504850744269467,0.03365258168454281,0.20207554568054098,0.20207554568054098,1427879560.290768,0.6464145000000002,1,67.62657465819188,0.027759493285591,0.005609514753501114
NGC2403,0.76,71.7,70.9087053893949,1.25,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.3714096120591295,0.03857399025529418,0.41504850744269467,0.03365258168454281,0.20207554568054098,0.20207554568054098,1427879560.290768,0.6464145000000002,1,70.9087053893949,0.011036187037728126,0.002230143517881424
NGC2403,0.86,74.6,72.89295164829038,1.6,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.3714096120591295,0.03857399025529418,0.41504850744269467,0.03365258168454281,0.20207554568054098,0.20207554568054098,1427879560.290768,0.6464145000000002,1,72.89295164829038,0.022882685679753573,0.0046240311953725044
NGC2403,0.96,74.6,74.9778453944897,1.03,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.3688996606384083,0.04371638425975052,0.4325403302220734,0.03623660843006522,0.21207257570219606,0.21207257570219606,1566684142.2240365,0.709389934931507,1,74.9778453944897,0.005064951668762881,0.0010741373462016804
NGC2403,1.06,76.6,77.24371366007722,1.12,0.53,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2403_structure_enriched.csv,2.366257606511333,0.04912943058023088,0.45095277525299843,0.038956636583246704,0.22259576519867513,0.22259576519867513,1712794228.4695823,0.7756798664383564,1,77.24371366007722,0.008403572585864555,0.0018705996701531295
