galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC2683,2.89,189.0,222.856756011569,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2954341592874945,0.1849904057081675,0.5,0.22222222222222224,0.4165539688511553,0.4165539688511553,39267335.51592411,2156.6275119999996,1,222.856756011569,0.1791362751934867,0.07461992639705965
NGC2683,5.77,212.0,238.81344350768867,5.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2954341592874945,0.1849904057081675,0.5,0.22222222222222224,0.4165539688511553,0.4165539688511553,39267335.51592411,2156.6275119999996,1,238.81344350768867,0.12647850711173902,0.052685124111763966
NGC2683,8.66,206.0,205.3138022637543,5.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2954341592874945,0.1849904057081675,0.5,0.22222222222222224,0.4165539688511553,0.4165539688511553,39267335.51592411,2156.6275119999996,1,205.3138022637543,0.0033310569720665173,0.0013875650021836197
NGC2683,11.54,200.0,191.9199512817779,5.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2646469666588023,0.1849904057081675,0.5,0.2518570747649591,0.4408537133449309,0.4408537133449309,34289757.84735531,3411.9102608933827,1,191.9199512817779,0.04040024359111044,0.017810597407180783
NGC2683,14.43,172.0,166.49890329969145,12.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.2337528740557047,0.1849904057081675,0.5,0.28159482610124714,0.4652378319515321,0.4652378319515321,29294896.922992874,4671.551630442646,1,166.49890329969145,0.03198312035063111,0.014879757570972544
NGC2683,17.31,190.0,150.1313458275786,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.202965681427012,0.1849904057081675,0.5,0.31122967864398404,0.48953757644530765,0.48953757644530765,24317319.25442408,5926.834379336029,1,150.1313458275786,0.20983502196011264,0.10272212810370145
NGC2683,20.2,169.0,137.24746300023182,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.1720715888239144,0.1849904057081675,0.5,0.3409674299802721,0.5139216950519089,0.5139216950519089,19322458.330061637,7186.475748885292,2,137.24746300023182,0.18788483431815492,0.09655809252733323
NGC2683,23.08,150.0,127.01034170491788,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.141284396195222,0.1849904057081675,0.5,0.370602282523009,0.5382214395456845,0.5382214395456845,14344880.661492843,8441.758497778676,2,127.01034170491788,0.1532643886338808,0.08249017988161657
NGC2683,28.85,160.0,112.4125299955481,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.110443753579327,0.1849904057081675,0.5,0.4002885844625214,0.5625633710958728,0.5625633710958728,9358661.365027227,9699.220556999997,2,112.4125299955481,0.2974216875278244,0.16731854717267622
NGC2683,31.74,155.0,106.83666692666895,10.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.110443753579327,0.1849904057081675,0.5,0.4002885844625214,0.5625633710958728,0.5625633710958728,9358661.365027227,9699.220556999997,2,106.83666692666895,0.3107311811182648,0.17480598075449327
NGC2683,34.62,151.0,102.08162910142059,12.0,21.58,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC2683_structure_enriched.csv,2.110443753579327,0.1849904057081675,0.5,0.4002885844625214,0.5625633710958728,0.5625633710958728,9358661.365027227,9699.220556999997,2,102.08162910142059,0.32396272118264513,0.18224956053790117
