galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC3198,0.32,24.4,63.28,35.9,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3500548619065658,0.05489475818329126,0.44451104110184103,0.03162772357784418,0.21454232038059085,0.21454232038059085,284176339.1599391,8.662185000000001,1,63.28,1.5934426229508198,0.3418608777212038
NGC3198,0.64,43.3,73.66,16.3,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3500548619065658,0.05489475818329126,0.44451104110184103,0.03162772357784418,0.21454232038059085,0.21454232038059085,284176339.1599391,8.662185000000001,1,73.66,0.7011547344110854,0.15042736366639117
NGC3198,0.96,45.5,78.98,16.1,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3500548619065658,0.05489475818329126,0.44451104110184103,0.03162772357784418,0.21454232038059085,0.21454232038059085,284176339.1599391,8.662185000000001,1,78.98,0.7358241758241759,0.15786542607345455
NGC3198,1.28,58.5,82.70074062546236,15.4,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3500548619065658,0.05489475818329126,0.44451104110184103,0.03162772357784418,0.21454232038059085,0.21454232038059085,284176339.1599391,8.662185000000001,1,82.70074062546236,0.4136878739395275,0.08875355638829958
NGC3198,1.61,68.8,84.22013357861645,7.61,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3499543220564134,0.054966937271186324,0.44475716499980583,0.031670315009551614,0.21473832963011627,0.21473832963011627,284868657.1180034,8.683834615384617,1,84.22013357861645,0.224129848526402,0.04812926929281054
NGC3198,1.93,76.9,83.17001502945638,10.3,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3435197716466503,0.05958639889647028,0.46050909446955285,0.03439616663882756,0.22728292159974306,0.22728292159974306,329177006.4341186,10.069410000000001,1,83.17001502945638,0.08153465577966676,0.01853143477723204
NGC3198,2.24,82.0,87.04126894755154,8.09,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3372863009371923,0.06406150234596411,0.47576877614337026,0.037036835404688634,0.23943549507031905,0.23943549507031905,372100719.83410525,11.411686153846155,1,87.04126894755154,0.061478889604287115,0.014720228368775977
NGC3198,2.57,86.9,88.91507521224958,7.6,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.330650670827124,0.0688253221470382,0.4920129534090469,0.03984786989737945,0.2523721055389967,0.2523721055389967,417793705.066349,12.84056076923077,1,88.91507521224958,0.023188437425196436,0.005852114777156096
NGC3198,2.89,97.6,88.99149004258778,3.03,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.324216120417361,0.07344478377232216,0.507764882878794,0.042573721526655395,0.2649166975086235,0.2649166975086235,462102054.3824643,14.226136153846156,1,88.99149004258778,0.08820194628496117,0.023366168323644916
NGC3198,3.21,100.0,93.81692651115789,5.31,2.1,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3198_structure_enriched.csv,2.3177815700075977,0.07806424539760612,0.523516812348541,0.04529957315593135,0.27746128947825033,0.27746128947825033,506410403.69857943,15.611711538461538,2,93.81692651115789,0.06183073488842112,0.017155635431529166
