r_kpc,v_obs_kms,v_vis_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,h_kpc,segment_index,Dw_i,sigma_i,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,alpha_geom_i,alpha_density_i,weight_geom_i,weight_density_i,mass_bar_segment_msun,mass_norm_i,alpha_relax_i,neighbor_gradient_i,ell_info_kpc,c_info_gal,tau_struct_gal,mean_dw_pert,mean_sigma,mean_beta,r_scale,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_kms,rotation_residual_topo_kms,rotation_residual_vis_only_kms
0.87,47.1,39.23971967280092,8.2,NGC4183,2.5,39.16,0.0,2549.896551724138,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,1,2.234550681443542,0.1147413518672673,0.9933034667226487,0.03763919357271555,0.03738714146042319,0.22167224635195173,923258.2296931322,2.0787341366818395,2.284061911743588,0.10360544626481022,0.326056180742129,1846572703.4668882,0.32803512386934863,0.009174339454776081,0.0327832433906478,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,270393.3488426514,485.0177455445385,486.60247542846173,-439.5024754284617,7.860280327199078
1.74,65.9,49.12124591253768,6.6,NGC4183,5.78,48.78,0.0,2495.8678160919544,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,1,2.234550681443542,0.1147413518672673,0.9933034667226487,0.03763919357271555,0.03738714146042319,0.22167224635195173,923258.2296931322,2.0787341366818395,2.284061911743588,0.10360544626481022,0.326056180742129,1846572703.4668882,0.32803512386934863,0.009174339454776081,0.0327832433906478,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,67598.33721066285,342.9593368703546,346.45923792930296,-280.559237929303,16.778754087462325
2.61,76.1,58.009813824903794,5.6,NGC4183,11.64,56.83,0.0,2218.854406130268,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,1,2.234550681443542,0.1147413518672673,0.9933034667226487,0.03763919357271555,0.03738714146042319,0.22167224635195173,923258.2296931322,2.0787341366818395,2.284061911743588,0.10360544626481022,0.326056180742129,1846572703.4668882,0.32803512386934863,0.009174339454776081,0.0327832433906478,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,30043.70542696127,280.0251259518847,285.970644759858,-209.87064475985798,18.0901861750962
3.5,85.7,61.092308026461076,5.6,NGC4183,13.9,59.49,0.0,2098.4257142857145,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,1,2.234550681443542,0.1147413518672673,0.9933034667226487,0.03763919357271555,0.03738714146042319,0.22167224635195173,923258.2296931322,2.0787341366818395,2.284061911743588,0.10360544626481022,0.326056180742129,1846572703.4668882,0.32803512386934863,0.009174339454776081,0.0327832433906478,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,16706.998019510436,241.81499760826773,249.41283681536228,-163.71283681536227,24.607691973538927
5.24,99.3,72.29271747555214,5.2,NGC4183,23.49,68.37,0.0,1881.7729007633584,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,2,2.3492920333108094,0.10090783102927103,0.9104843583710933,0.07452939238218777,0.06785784600288368,0.32137394039136197,923258.2296931322,2.0379356173478396,2.392062691039662,0.07807111589348839,0.5683322194605416,9361191609.134169,0.7385887856470575,0.12391569132204339,0.03866200422577435,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,10806.156957462961,237.9585309609763,248.69760645632664,-149.39760645632663,27.00728252444786
6.11,103.0,76.5028267451602,5.2,NGC4183,25.97,71.96,0.0,1736.3338788870703,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,2,2.3492920333108094,0.10090783102927103,0.9104843583710933,0.07452939238218777,0.06785784600288368,0.32137394039136197,923258.2296931322,2.0379356173478396,2.392062691039662,0.07807111589348839,0.5683322194605416,9361191609.134169,0.7385887856470575,0.12391569132204339,0.03866200422577435,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,7947.882258839846,220.3668772785771,233.2686071924627,-130.2686071924627,26.497173254839794
6.98,107.0,80.57107421401305,5.2,NGC4183,27.48,75.74,0.0,1640.2578796561604,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,2,2.3492920333108094,0.10090783102927103,0.9104843583710933,0.07452939238218777,0.06785784600288368,0.32137394039136197,923258.2296931322,2.0379356173478396,2.392062691039662,0.07807111589348839,0.5683322194605416,9361191609.134169,0.7385887856470575,0.12391569132204339,0.03866200422577435,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,6090.080033727864,206.1765229976985,221.36046764366145,-114.36046764366145,26.428925785986948
8.72,114.0,87.84098929315404,6.1,NGC4183,35.45,80.37,0.0,1490.366972477064,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,3,2.2622177231195346,0.06447333181194437,0.969897022737263,0.06447333181194437,0.06253249257035651,0.3866454228086107,923258.2296931322,2.0215443633517953,2.2870655410294005,0.05389582691565515,0.5220293302335163,17160333196.635647,1.0,0.036841381130768625,0.017959145351516537,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,4694.648606246718,202.32977004502177,220.5751011480475,-106.57510114804751,26.15901070684596
9.6,115.0,86.74577396046449,6.1,NGC4183,36.42,78.73,0.0,1377.6041666666667,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,3,2.2622177231195346,0.06447333181194437,0.969897022737263,0.06447333181194437,0.06253249257035651,0.3866454228086107,923258.2296931322,2.0215443633517953,2.2870655410294005,0.05389582691565515,0.5220293302335163,17160333196.635647,1.0,0.036841381130768625,0.017959145351516537,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,3873.411117417866,192.83346889793668,211.44639043315806,-96.44639043315806,28.25422603953551
10.47,111.0,83.76407344440693,5.6,NGC4183,37.82,74.74,0.0,1176.7908309455586,NGC4183,NGC4183,Bizyaev_2014,,False,unique_to_2014,NGC04183,,EON_183.320_43.699,NGC04183,NGC04183,183.320328,43.698582,r,30.24,0.48,9.99,0.87,0.3303571428571429,3.0270270270270268,21.24,0.1,-0.066,12.16,0.08,SD,920.0,NGC4183,NED,thick_like,NGC04183,NGC04183,NGC4183,183.320328,43.698582,NGC4183,NGC4183,NED,,True,name_exact,NGC4183,74.0,0.0,Bizyaev_2014,0.35,3,2.2622177231195346,0.06447333181194437,0.969897022737263,0.06447333181194437,0.06253249257035651,0.3866454228086107,923258.2296931322,2.0215443633517953,2.2870655410294005,0.05389582691565515,0.5220293302335163,17160333196.635647,1.0,0.036841381130768625,0.017959145351516537,3.5,1.0,2.0,0.23946378175198085,0.08704141883130485,0.9597295237501344,3.1847364327823127,2.225376341988766,2.2394637817519807,0.014087439763214693,1.0431461420462773,7.982126058432695,8.704141883230486,1.273894573113325,1.0,923258.2296931322,3256.437126325641,184.64803468390738,202.75925801952783,-91.75925801952783,27.235926555593068
