galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,beta_mode
DDO154,0.49,13.8,1.6,0.13249086491678713,337.8034693877552,191.86789531236474,529.67136470012,12.865601423952167,9.696147106096252,16.110213179938334,,709.5981203089467,709.5981203089467,formula
DDO154,0.99,21.6,0.8,0.45661722418647327,270.0546464646465,327.2875999832428,597.3422464478892,16.350966332299752,18.0004089948926,24.31807607487505,,709.5981203089467,709.5981203089467,formula
DDO154,1.48,28.9,0.7,0.7749707095481331,193.1482432432432,371.5660532363824,564.7142964796255,16.907377088123397,23.450325345074553,28.909810770564476,,709.5981203089467,709.5981203089467,formula
DDO154,1.97,34.3,0.5,0.9186977463603369,157.66192893401015,330.91684972048756,488.5787786544977,17.623677255328978,25.532453739297374,31.024187240753953,,709.5981203089467,709.5981203089467,formula
DDO154,2.47,38.2,0.4,1.0151462611823903,130.27744939271255,291.63800760067977,421.91545699339235,17.938375065763346,26.839260026567036,32.28205660694001,,709.5981203089467,709.5981203089467,formula
DDO154,2.96,42.0,0.2,1.0765308600959969,117.00864864864865,258.0757685063152,375.0844171549639,18.61036270468687,27.638818259446136,33.320412284044345,,709.5981203089467,709.5981203089467,formula
DDO154,3.46,44.6,0.2,1.0911988145414127,109.77367052023122,223.7897767866871,333.5634473069183,19.48889170784219,27.826473504235807,33.972481918192805,,709.5981203089467,709.5981203089467,formula
DDO154,3.95,46.3,0.2,1.128641757706705,96.4913924050633,202.7549543723705,299.2463467774338,19.522832786253126,28.299859889597748,34.38056238299286,,709.5981203089467,709.5981203089467,formula
DDO154,4.44,47.4,0.3,1.1849627115964598,80.78704954954955,189.38002540203613,270.1670749515857,18.93923176900267,28.997367342312998,34.63440215717662,,709.5981203089467,709.5981203089467,formula
DDO154,4.94,48.2,0.6,1.2395123748712733,67.63097165991901,178.04770269399472,245.67867435391372,18.27832049177385,29.657303507034047,34.83751786950864,,709.5981203089467,709.5981203089467,formula
DDO154,5.43,47.4,0.7,1.2645733020837107,56.71103130755065,165.25577129861492,221.96680260616557,17.548244926487662,29.955614467933703,34.71713896840405,,709.5981203089467,709.5981203089467,formula
DDO154,5.92,45.5,1.3,1.264483693179808,47.93871621621622,151.5667655138018,199.50548173001803,16.8462814888034,29.954553107027095,34.36673466946935,,709.5981203089467,709.5981203089467,formula
