galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,shell_geom_kpc3,Dw_i,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,L_static,delta_sigma_i,beta_i,rho_struct_proxy_i,delta_m_struct_msun,M_struct_i_msun,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
NGC2841,1,3.44,6.51,4.975,3.07,0.35,33.587630997508214,2.017401371616038,282.98789495077904,305.2,9.407,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.0,1.0,4.069908294198271,13669857797.922962,13669857797.922962,2375.4078170415837,108.70903315631998,303.1498022075143
NGC2841,2,6.86,9.93,8.395,3.0699999999999994,0.35,56.67701753247867,2.0092198141819666,287.1012252081233,320.4,12.484,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.00818155743407134,0.9764107713520567,3.9417353886885658,22340580573.309345,36010438371.23231,2197.5935007006533,135.82635030943732,317.6096833448054
NGC2841,3,10.27,22.51,16.39,12.240000000000002,0.35,441.172348379141,2.004143677095796,255.45435211970735,313.3,7.552,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.005076137086170718,0.9852981391953438,3.9575405037370754,174595743783.9254,210606182155.1577,3371.891277672844,235.08572487724115,347.1631087226253
NGC2841,4,24.59,43.08,33.835,18.49,0.35,1375.7863767609883,2.00176700528791,173.643980848759,284.1,3.818,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.0023766718078856996,0.9930894053002588,3.979379898853852,547477665279.96497,758083847435.1227,2848.0344367779417,310.4242986114033,355.69014219315363
NGC2841,5,45.16,63.64,54.4,18.480000000000004,0.35,2210.7965556359636,2.00101814042047,139.79052367963587,284.1,5.090000000000001,10,63.64,3.44,2.917770732084279,0.3427274079501306,0.00074886486744008,0.9978173694172384,3.995334184800537,883287105437.1647,1641370952872.2874,2385.4444018023996,360.23350129888047,386.4059600584304
