r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_total,struct_to_bar_ratio,sigma_flip_severity
0.32,284.0,34.7,232.31772550805974,191.7879456587405,114945.6753125,79248.28701036867,31808.177031230167,1368.7216072714714,106.5649585395208,2.2337592944473954,0.5335037177789582,0.45345724929378783,0.8124919000129489,329510.7688060343,53715.34214136937,168661.01745386937,0.4673106838977176,0.0
0.63,282.0,18.8,336.6685465567181,296.4674786549108,139512.64428571428,-2021.3999112363722,3563.7457649600638,452.85095000872207,107.01184970802953,2.2492777638600265,0.5397111055440107,0.45797171312291685,0.8084973692408731,160069.85957562228,40401.18149303662,179913.8257787509,0.2895879559869657,915.8706572627493
0.95,281.0,12.6,344.4666810488282,328.6161646967477,113672.19336842108,-76682.57596371883,-21439.68847426829,-463.0197072540528,107.75213575909939,2.2672687011264654,0.5469074804505862,0.46320544032769906,0.802534379345365,-31327.029791748133,11230.221739784316,124902.4151082054,0.09879480114706882,915.8706572627748
1.26,280.0,10.6,300.98709365679423,338.9915972409936,91202.62142857142,-61973.86932098183,-44162.22512486714,-1373.8059858941367,108.57814574933835,2.2867896345636485,0.5547158538254594,0.46888425732760686,0.7958076290174092,-88650.30865122884,-19303.232104790608,71899.38932378081,0.21165216308950746,910.786278640084
1.58,280.0,10.8,258.39272121138794,343.38502588202647,74628.65569620252,-45768.88418577307,-48967.00658966782,-1373.8059858941624,109.31433720571437,2.312750564557808,0.5651002258231232,0.47643652787136237,0.7898857600739077,-97772.85617298141,-32371.18837023666,42257.46732596586,0.4337635197666286,2.5693225325085223e-11
1.89,279.0,7.67,254.12859201784735,343.33066291841743,62368.22439153439,-34364.39624262557,-37659.995602145325,-1373.8059858941624,109.90081457907212,2.3230463265713905,0.5692185306285562,0.47943165863895,0.785328671087976,-81165.98507495188,-28198.20254974946,34170.02184178493,0.45212450450292074,0.0
2.21,279.0,11.2,252.42672823854534,342.17507244099477,52979.08606334842,-26045.307235239776,-28367.03283646244,-1373.8059858941378,110.29771196889811,2.328118620342862,0.5712474481371448,0.4809072350088326,0.7825193349881547,-69539.54874341798,-24146.844828408863,28832.241234939556,0.45578069805764254,2.4556356947869062e-11
2.52,279.0,4.45,251.4915801412384,340.32101859861666,45959.68083333333,-20147.52102610636,-21466.116373915378,-1373.805985848975,110.36962996466325,2.328364384452371,0.5713457537809484,0.4809787300225079,0.7819995951003562,-60701.77627834808,-20861.262229390108,25098.418603943224,0.45390354874396754,4.51627784059383e-08
2.84,279.0,5.03,249.68497162738237,338.24940472970536,40286.147816901415,-15509.055492567399,-16302.181069876588,-1373.8059754179003,110.33231840984116,2.3251880047735636,0.5700752019094255,0.480054692297764,0.7824902382636909,-53874.42606618685,-18334.53336036383,21951.614456537587,0.45510763262085496,1.043107477016747e-05
3.15,279.0,4.26,249.71157930074182,337.63186164815664,36188.97587301587,-11264.301873037783,-12563.865407670999,-1373.8054600360413,110.24841540085404,2.3213872237767816,0.5685548895107128,0.4789490105532456,0.7834122136813497,-48360.34779064526,-16393.460686707724,19795.51518630815,0.45299598265038016,0.0005153818590315495
3.47,279.0,4.14,251.7229512807206,339.3641740078054,33189.63763688761,-8544.719722431619,-9884.861720148183,-1373.7981301613868,110.19499018073621,2.318566638057496,0.5674266552229984,0.478128476525817,0.7840510801550818,-43888.32238837956,-14928.990892946389,18260.64674394122,0.4498087944278734,0.007329874654487867
3.79,279.0,5.73,253.44685856855006,341.21861965607917,30720.355250659635,-7353.7289242118395,-8061.258501175596,-1373.7649504025226,110.2308227559173,2.3180344451775268,0.5672137780710108,0.47797365677891696,0.7838595349303621,-40186.50936240675,-13771.724612594564,16948.63063806507,0.4482931431041591,0.03317975886420754
