r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_total,struct_to_bar_ratio,sigma_flip_severity
0.77,35.1,3.96,101.8998165859079,135.41353846643253,23814.060259740258,-3817.2094746027096,-4655.56650810251,-568.4584820207327,107.92924744643604,2.255385347835066,0.5421541391340264,0.4597484648247465,0.8155047452638994,-66034.82739929698,-10328.901012673152,13485.159247067106,0.43373120333180054,0.0
1.59,77.9,3.95,136.3315419776311,181.3490504524355,20683.948490566036,-5727.651053455658,-4517.270476878991,-568.4582740070975,108.3720376568558,2.277602153943083,0.5510408615772333,0.4662115356925333,0.8122855276232813,-48219.4025566637,-8994.458340881389,11689.490149684647,0.4348520953329471,0.00020801363518785365
2.36,115.0,6.7,133.6278181157732,186.30282982284513,14707.095084745763,-6098.553063248763,-4059.963022684155,-568.4568869250995,108.91003753492026,2.2931143598388726,0.557245743935549,0.47072417740767203,0.8083774504265274,-28277.445261551868,-7140.826536278742,7566.26854846702,0.4855361643568366,0.0013870819980184024
3.13,156.0,3.16,134.79645772552726,188.001365154618,11292.176773162942,-3125.7293184851133,-3552.069328958906,-568.4248708207388,109.32348166971501,2.3104079542505307,0.5641631817002123,0.475755041236518,0.8051512690930916,-20574.553040461196,-5487.037790623051,5805.138982539892,0.4859149746631295,0.032016104360764075
3.95,192.0,3.14,142.8786816181114,196.11701252058683,9737.185468354432,-1530.67220362853,-2665.3356617117197,-567.1427351870791,108.90476992197115,2.3238020415014393,0.5695208166005757,0.4796515029822369,0.8046292387844528,-16036.99737677355,-4569.00378204313,5168.181686311302,0.46923248991120264,1.2821356336596637
4.73,204.0,2.9,151.61863934262584,204.51862726900941,8843.101247357294,-1277.7410059764666,-1615.9463341288993,-558.2317576684388,106.9371984038679,2.318730111609775,0.5674920446439101,0.4781760324682983,0.8063491516781814,-12761.250696895613,-3983.014186869081,4860.087060488213,0.45040920322600403,8.910977518640266
5.5,209.0,3.36,153.4401611966371,206.54727788087646,7756.686909090909,-1293.9827172197258,-1059.1015282825313,-535.2533824659196,103.02730631514477,2.3046668668598014,0.5618667467439206,0.4740849067228513,0.8103877768923604,-10080.214139969179,-3475.9808967181852,4280.706012372723,0.4481270080199194,22.97837520251926
6.27,220.0,3.25,155.06538632737724,207.24817610777666,6850.367862838917,-851.6064253346594,-778.4687573343298,-489.8547417621549,97.19442747290978,2.2903134123279973,0.556125364931199,0.4699093563135993,0.8164218144269361,-7631.22464697073,-3015.3959271357667,3834.9719357031504,0.44018014616314804,45.39864070376467
7.08,231.0,3.49,163.28598472595868,213.0514801638327,6411.148757062147,-341.50528925327507,-557.8496470864616,-414.3599773253934,90.10948351958204,2.2769244145141654,0.5507697658056662,0.4660143751313936,0.8223243801744895,-5462.998498643685,-2645.285366112145,3765.8633909500018,0.41260707969039917,75.4947644367615
7.86,235.0,4.65,176.65865641034057,222.65660376463126,6307.374452926209,-127.50834888752193,-355.2434924626731,-328.86005430619787,84.17400011471338,2.263531225249114,0.5454124900996457,0.46211817461792415,0.8261103201519969,-3785.814290195428,-2336.855256398632,3970.5191965275776,0.37049572271937714,85.49992301919553
8.66,245.0,6.0,189.1337321063128,231.89626344553292,6209.685565819862,-174.64545473712528,-259.5826492378333,-271.8575343604897,81.61015188048229,2.260313541532408,0.5441254166129632,0.4611821211730641,0.8268840705544205,-2809.0367985141993,-2079.019443364609,4130.666122455254,0.3348026919121656,57.00251994570817
9.45,246.0,5.57,197.43013183347128,238.70599762050387,6029.68817989418,-280.95194410078346,-277.54354674484006,-269.2711469905702,82.2397053792488,2.2745494300048676,0.5498197720019471,0.4653234705468706,0.8246693623749987,-2478.9418864663303,-1904.9625761077402,4124.72560378644,0.31593052895501006,2.586387369919521
10.24,239.0,6.95,200.66981331176083,242.98477832983693,5765.781494140624,-373.3022092104608,-344.1583095816535,-303.65538581215395,85.36937452005282,2.3004252077561085,0.5601700831024434,0.4728509695290498,0.8197430457688762,-2550.5339675739356,-1833.3230981858446,3932.4583959547795,0.31796610746503795,34.38423882158378
11.02,240.0,7.16,199.9905810470496,244.92552521123642,5443.603711433757,-431.3097767883086,-401.91147889620134,-339.70114090421214,90.07720514611475,2.3266921453927214,0.5706768581570886,0.4804922604778826,0.813207347251649,-2729.1624092156435,-1814.1815238170127,3629.422187616744,0.3332684780132878,36.04575509205819
11.79,240.0,4.85,197.61226744257874,245.14606523458625,5097.251340118746,-460.5821630715892,-433.933312880898,-360.48676930825036,94.16805261500704,2.3493697472917012,0.5797478989166805,0.48708938103031313,0.8068798311582527,-2825.1821274277017,-1785.0708274981125,3312.1805126206336,0.35020263047427586,20.78562840403822
12.47,246.0,7.68,195.40996464486048,244.03631266678326,4775.759574979952,-463.4113013098646,-441.3087211154125,-366.3145363630223,95.98385297842536,2.3669739632749525,0.586789585309981,0.49221060749816803,0.8019610406412544,-2765.769202791067,-1713.6060639530376,3062.153511026914,0.35881330227144675,5.827767054771925
13.34,241.0,6.21,192.24277830793807,241.6927334447604,4378.963823088456,-441.06111402426643,-430.56717661579484,-361.23353984565665,95.95894169664928,2.3788480550124387,0.5915392220049756,0.4956648887308913,0.7984942409952683,-2587.1049858379088,-1608.552592836955,2770.4112302515005,0.3673363512061292,5.080996517365634
14.11,250.0,5.62,190.12958324318646,239.12264008244807,4052.4193479801556,-410.17925038303326,-408.6688493296347,-349.0301633837627,94.72916728111318,2.385854870108364,0.5943419480433457,0.4977032349406151,0.7962784522595937,-2352.6335925218546,-1490.45914782227,2561.9602001578855,0.3677948948114559,12.203376461893924
14.59,242.0,5.1,190.55873550509875,237.50460648164278,3866.239760109664,-377.60205429022045,-381.91409499162177,-332.9412681016214,92.73406554266217,2.391236350363701,0.5964945401454804,0.4992687564694403,0.7951867163784104,-2120.3208471729067,-1377.3685005276093,2488.871259582055,0.35625532455042075,16.088895282141323
14.98,244.0,7.41,191.95016993581183,236.18659000883179,3723.9055607476635,-351.09052664078854,-355.3297423312655,-315.5119707289651,90.28165856612773,2.3952943452436712,0.5981177380974685,0.5004492640708862,0.7946225367874258,-1891.922808473491,-1264.3015728713594,2459.603987876304,0.3395095692538241,17.429297372656322
15.75,248.0,5.08,190.86009337515534,233.40705280689355,3458.9747492063493,-329.6375296197998,-330.946655122973,-298.4151023532466,87.51054624284818,2.398387587912099,0.5993550351648397,0.5013491164835198,0.7941531152217465,-1666.1925408754914,-1146.1128290048882,2312.861920201461,0.33134466485130026,17.096868375718486
16.52,249.0,5.22,190.2941176990935,230.50526544962048,3216.263765133172,-308.139350722485,-309.2057248141501,-281.7019121791367,84.3871574317886,2.4027195923639297,0.6010878369455719,0.5026093359604159,0.793969178135648,-1448.5531001143693,-1024.2630852980362,2192.000679835136,0.31846364604851546,16.71319017410991
17.1,246.0,6.35,191.25986694237702,228.11197097039866,3042.986625730994,-288.2638143415712,-287.3688640585832,-264.3461879742513,80.77017471294205,2.407486864470772,0.6029947457883088,0.5039961787551337,0.7941431897231518,-1245.5935462907596,-903.7856489581428,2139.2009767728514,0.29700611935520194,17.355724204885405
17.88,241.0,16.2,191.00763629058358,224.71569282095098,2824.2249776286353,-268.8974027461056,-263.28736453135144,-244.98698969098115,76.57300154645364,2.410608323324814,0.6042433293299256,0.5049042395126732,0.7944914394179673,-1052.6618796027603,-783.7374428794258,2040.4875347492095,0.2775053152944961,19.359198283270132
18.65,247.0,14.6,191.37635337320168,221.31097781176604,2626.195651474531,-241.9062228629541,-236.64044129462766,-223.58751765971653,71.75057879489853,2.4118524471035006,0.6047409788414002,0.5052661664301092,0.7952275070531472,-863.6075506838404,-662.3935801380936,1963.8020713364376,0.25222552621552746,21.399472031264622
19.62,234.0,20.9,190.91520098559545,217.1471986924998,2403.3081498470947,-209.23003198364125,-210.02016302104758,-201.13184982554378,66.47408437538004,2.41365328078538,0.605461312314152,0.5057900453193832,0.796523927140343,-689.9552013544514,-545.5806285743986,1857.727521272696,0.22701234904442444,22.455667834172743
20.78,249.0,10.0,190.20254593082709,212.86505467079374,2180.5356833493747,-174.90473453886608,-184.82925745310268,-179.55602366266118,61.13151588617541,2.4148249495389247,0.60592997981557,0.5061308944113235,0.7977673305052334,-539.206691639353,-439.5824360650446,1740.9532472843302,0.20159378240021802,21.575826162882606
22.13,236.0,16.1,188.92379505304174,208.49436083501155,1964.2972661545411,-155.16242297367066,-163.49261969450683,-160.68026375431194,56.18486939926189,2.416087977686209,0.6064351910744836,0.5064983207814426,0.7986146088368441,-421.9281858761425,-351.45495538889634,1612.842310765645,0.17892147051496513,18.875759908349238
23.0,245.0,22.1,188.93703624881337,205.49872846321944,1836.075104347826,-142.94287490638132,-147.55879751523787,-145.87561620243847,51.96989726576033,2.4203785929642865,0.6081514371857146,0.5077464997714288,0.7994501614381231,-339.0157418341948,-284.022771022373,1552.052333325453,0.15469017054357256,14.804647551873472
23.58,243.0,4.2,189.36735407240263,203.54549786227156,1757.0300975402884,-135.22303406997477,-136.7441918874685,-135.38739464252643,48.67763243715447,2.425922387915013,0.6103689551660052,0.5093592401207311,0.7999709765127967,-282.54044312373344,-236.24999625179333,1520.780101288495,0.1344598459539912,10.488221559912034
25.03,238.0,7.76,184.2332908443232,197.70218966920928,1561.572345185777,-129.5609210872964,-129.8780485727382,-128.42950740967592,46.48547699056937,2.430348241412207,0.6121392965648829,0.5106467611380966,0.8000653685474814,-245.2592487944696,-205.5233857239721,1356.048959461805,0.13161310544310478,6.95788723285051
25.9,247.0,6.14,181.0909135544113,194.22158196245852,1456.4487606177606,-120.83170640001926,-125.45581487146579,-124.8600587315365,45.17277193692105,2.434221054695449,0.6136884218781796,0.5117733977295852,0.8001459394020289,-224.68684084295677,-190.27428293547248,1266.1744776822882,0.13064262065406723,3.5694486781394232
