r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,v_baryon_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,projection_profile,a_struct_internal,a_struct_observed,a_total,struct_to_bar_ratio,sigma_flip_severity
0.96,34.2,3.32,20.41680616495569,20.75905826380378,448.89427083333334,59.59364149305557,11.809226707175927,3.658192739722728,107.35007527496154,2.28172753804818,0.552691015219272,0.4674116474321978,0.8118937413394298,161.52006590506642,-14.679714606903339,434.21455622643,0.032701942441037885,0.0
1.92,49.5,4.6,28.463742629373243,31.172423710709438,506.1041666666667,-33.519513165509274,-11.233812934027776,-5.955157602951136,107.54937602115436,2.3118033297016582,0.5647213318806633,0.4761609686404824,0.8054384818936868,-173.69864638317574,-84.13299767125014,421.9711689954165,0.1662365244399624,9.613350342673865
2.88,59.9,4.38,25.964235874171152,33.27861174989125,384.53680555555553,-86.2152777777778,-32.95787796585648,-15.924570803687343,107.8941402825068,2.348691790551888,0.5794767162207553,0.4868921572514584,0.79636520393664,-487.68905890186574,-150.45988037166796,234.07692518388757,0.39127562875104405,9.969413200736208
3.84,65.3,4.31,26.84855005130169,36.16340691914964,340.5708333333333,-55.62155671296294,-49.814933397404104,-18.984792282324506,107.78840547032543,2.3767102644208338,0.5906841057683335,0.4950429860133335,0.786926609410049,-517.8733999559186,-152.85087503717395,187.71995829615938,0.44880788393165577,3.060221478637162
4.8,69.8,3.83,26.086903367727615,36.51257865448564,277.7434166666667,-49.02668366608796,-48.939613301917994,-19.142585369701127,106.35126774271846,2.4136907028678416,0.6054762811471367,0.5058009317433722,0.7796368386660115,-430.08445274331075,-135.96705680892538,141.7763598577413,0.4895419608526888,0.15779308737662134
5.76,73.8,3.45,27.1352936640122,37.67614762684741,246.43960069444444,-24.69163566468254,-37.47607663001544,-18.6151997051345,103.10621293524169,2.424970508705946,0.6099882034823784,0.509082329805366,0.7756207251961136,-337.84921040332995,-118.60554475135753,127.83405594308691,0.4812763225436897,0.5273856645666264
6.72,76.2,3.24,29.26482024468577,39.342780786314535,230.33547619047621,-29.142912688078717,-29.579907648533954,-17.512838292185556,98.30693004880447,2.430530793202038,0.6122123172808152,0.5106998671133202,0.7745496160208334,-259.4608991150607,-102.89057976878425,127.44489642169196,0.4466987954721259,1.1023614129489445
7.68,79.3,3.19,28.060893333369048,38.24822087365633,190.4852083333333,-28.897594418265008,-22.526940052960935,-16.132065484499144,89.9620984317386,2.4300707432127058,0.6120282972850823,0.5105660343891508,0.7798415015827131,-190.49960158228643,-87.95737829860474,102.52783003472857,0.461754374883989,1.3807728076864123
8.64,80.3,3.31,30.000646706108856,38.86800869609864,174.85209490740738,-16.140711805555533,-18.876306093174694,-13.930296722181026,78.35707355442894,2.4244902433317215,0.6097960973326886,0.5089426162419554,0.7885256960783038,-129.04109256946472,-70.68093717768976,104.17115772971762,0.40423271574251785,2.2017687623181175
9.6,81.9,3.69,31.955658492002634,39.12994249931886,159.49504166666668,-13.761845688222868,-12.677079066979008,-10.556817201549556,65.31051628712795,2.3888765285085585,0.5955506114034235,0.49858226283885343,0.7996705583029189,-76.29423744348342,-53.123780244010426,106.37126142265626,0.33307480714689147,3.37347952063147
10.6,84.0,3.89,34.77400219169902,39.59186911475638,147.87887735849057,-6.438465865751337,-6.087066211537355,-6.404956712297181,50.85297675590928,2.3617504826454527,0.5847001930581811,0.49069104949685904,0.8145602249922023,-36.82398954848397,-33.800459582236975,114.07841777625359,0.22856854329707485,4.151860489252376
11.5,85.6,3.67,38.70111382345026,41.15230856221799,147.26195652173914,1.8532224428997028,-2.164361715923329,-2.454950934965614,37.12204027100411,2.338792995023651,0.5755171980094603,0.4840125076432439,0.8304045252347061,-12.859468900276209,-17.020546854291094,130.24140966744804,0.11558006735961357,3.9500057773315667
12.5,87.9,3.43,42.619314176049116,43.502873468312416,151.4,4.052469858943263,0.689458730114346,0.0343076108822058,26.833395625454504,2.2959055412717913,0.5583622165087165,0.47153615746088473,0.8427870600659418,-2.1165452831329006,-6.087524733057533,145.31247526694247,0.04020822148650947,2.48925854584782
13.4,90.8,3.36,45.3905028459113,45.56847704279791,154.96164925373134,3.4728106725145977,1.572716315241534,1.0185719232090151,19.750707716566865,2.2789893164542443,0.5515957265816978,0.4666150738775984,0.853617556829431,0.75392193596491,-1.2080859250237754,153.75356332870757,0.007796031668749717,0.9842643123268093
14.4,95.5,3.18,47.731585539763444,47.69880606472241,157.99834027777774,0.5072565419655035,0.7976362386385136,0.6497704601506931,15.22089011009184,2.2831665336893687,0.5532666134757476,0.4678302643459983,0.8618513771536629,0.7256945585103103,0.21723320414962838,158.21557348192738,0.0013749081399697584,0.36880146305832207
15.4,98.0,3.18,49.07123192333854,49.010538662618266,155.97616233766234,-2.022177940115398,-0.4172933211732187,-0.012421572447989138,13.680903438746602,2.273747384346724,0.5494989537386896,0.4650901481735925,0.8656766922655359,0.22158050966911613,0.38655210870643686,156.36271444636878,0.0024782768271321876,0.6621920325986822
