galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,rho_eff_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,sigma_desc_i,a_i,psi_i,g_bar_internal_km2s2_per_kpc,g_scale_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms
UGC01281,1,0.08,0.69,0.38499999999999995,0.61,0.35,0.5164621242868939,678414.5680797785,18688514.058652706,18010099.49057293,34872062.52625091,7.517865646476006,7.756,4.0,5,4.99,3.035898774974673,3.035635662183777,0.00026311279089608064,0.015018483423922724,1.0,0.25855660448184786,0.5,0.07715430861723446,1.035909200178334,0.0003683578905939867,0.07715430861723446,0.07411014639350466,146.80078929471193,147.00747329649886,0.004328039986542348,146.80511733469848,7.517976468030404
UGC01281,2,0.84,1.46,1.15,0.62,0.35,1.5679688934066653,32286244.538946413,110124696.86647712,77838452.32753071,49642854.94109141,15.803338043385162,23.259999999999998,5.2059999999999995,5,4.99,3.04836975624473,3.035635662183777,0.012734094060953272,0.7268623464551922,1.0,0.3317422336043634,0.5,0.23046092184368736,1.0796286615924864,0.017825843207881987,0.23046092184368736,0.20546639749666595,217.16999418565635,217.41659608610084,0.9643051242425517,218.1342993098989,15.838385151472473
UGC01281,3,1.61,2.22,1.915,0.6100000000000001,0.35,2.568896020803642,143044249.93780386,286210494.98827,143166245.05046612,55730650.011158735,21.642519103318925,37.14,4.880000000000001,5,4.99,3.053154927176737,3.035635662183777,0.017519264992960082,1.0,1.0,0.35786564820197825,0.5,0.3837675350701403,1.1108470482616746,0.024522053924496752,0.3837675350701403,0.31818710071400946,244.59458649479092,244.8558718680204,2.5597046914113992,247.15429118620233,21.755469832241673
UGC01281,4,2.38,3.07,2.7249999999999996,0.69,0.35,4.134885710838545,325617153.5791263,476918312.4036541,151301158.8245278,36591376.256889164,25.118562460484434,48.379999999999995,6.388,5,4.99,3.037418835336072,3.035635662183777,0.0017831731522952587,0.1017835595849373,1.0,0.2678893591940335,0.5,0.5460921843687374,1.0989825067530399,0.0024964372270962487,0.5460921843687374,0.4201582166601536,231.53841470871848,231.75013253015703,0.3472141230047529,231.88562883172324,25.137389255180135
UGC01281,5,3.46,4.99,4.225,1.5300000000000002,0.35,14.215628217677475,568452970.1853794,871260513.4727304,302807543.287351,21301031.41771832,26.65534840303284,55.620000000000005,4.0,5,4.99,3.023172615954869,3.035635662183777,-0.012463046228907704,-0.7113909307220273,1.0,0.17560470153271013,0.5,0.846693386773547,1.0807921615183582,-0.017446494274872375,0.846693386773547,0.5704426417892609,168.16747893184981,168.32901457338662,-2.6874197668426665,165.48005916500713,26.441506197116592
