galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
UGC12506,0.82,107.0,25.6,1.2701130785635346,1384.42,3097.8367769842307,4482.256776984231,33.69309127996421,50.40065631643173,60.62549428356909,2000.0,structural
UGC12506,2.46,159.0,26.5,0.828098674848955,2794.9538617886183,673.2509551617521,3468.2048169503705,82.91915641153136,40.696404628639,92.36765586339143,2000.0,structural
UGC12506,4.1,194.0,13.9,0.7312684074371061,3067.0554390243906,356.7162963107835,3423.771735335174,112.1379833062821,38.243127681639905,118.47980467098269,2000.0,structural
UGC12506,5.74,198.0,14.6,0.6111117674901371,2894.81149825784,212.93092943907212,3107.7424276969123,128.90390994845734,34.96031371398538,133.56062868592778,2000.0,structural
UGC12506,7.38,211.0,13.2,0.5813903443514945,2702.4022222222225,157.55835890284405,2859.9605811250667,141.22226594981402,34.099570212877886,145.2807939429813,2000.0,structural
UGC12506,9.02,222.0,13.6,0.5160044754713804,2750.221119733925,114.41340919542803,2864.634528929353,157.50236347433014,32.12489612345479,160.745150629631,2000.0,structural
UGC12506,10.65,230.0,11.6,0.4730118903661376,2688.705990610329,88.8285240124202,2777.534514622749,169.21796240352265,30.75749958517882,171.99053049726976,2000.0,structural
UGC12506,12.29,239.0,11.6,0.4723972550665756,2518.3876729048006,76.87506184972753,2595.262734754528,175.92891888487236,30.737509823229846,178.59389410092706,2000.0,structural
UGC12506,13.93,237.0,11.6,0.4482641534208028,2272.669526202441,64.35953387233349,2337.0290600747744,177.92775640691926,29.942082540157514,180.42952864440346,2000.0,structural
UGC12506,15.57,240.0,11.6,0.4451824091416615,2095.4581438664095,57.1846382969379,2152.6427821633474,180.6274710557616,29.838981522218937,183.07552572171772,2000.0,structural
UGC12506,17.21,245.0,11.6,0.4581877305244437,1934.449099360837,53.24668570882553,1987.6957850696624,182.46059574604047,30.27169405647605,184.95470921565877,2000.0,structural
UGC12506,18.85,249.0,11.6,0.4841203849798401,1747.8280159151193,51.3655580880467,1799.193574003166,181.5118676560847,31.11656745143462,184.15971022446706,2000.0,structural
UGC12506,20.49,248.0,11.6,0.49911347532397043,1555.2335187896535,48.71776235470673,1603.9512811443603,178.51256202295679,31.594729792291954,181.28695968173756,2000.0,structural
UGC12506,22.13,250.0,11.6,0.5287247317433252,1390.4784139177589,47.78352749600771,1438.2619414137666,175.417465778069,32.51844804855623,178.40610069021366,2000.0,structural
UGC12506,23.77,255.0,11.6,0.5753576960183118,1239.0662263357171,48.41040774239056,1287.4766340781077,171.61761040173002,33.922196155859716,174.93804501033108,2000.0,structural
UGC12506,25.41,244.0,14.9,0.553886927910731,1103.3007870916965,43.595980158262975,1146.8967672499596,167.436175899953,33.283236859137695,170.7121754762134,2000.0,structural
UGC12506,27.05,244.0,11.6,0.5752999094711192,997.0147726432531,42.5360376688443,1039.5508103120974,164.22317010702233,33.92049261054795,167.6897415435489,2000.0,structural
UGC12506,28.68,249.0,11.6,0.6113312067262304,915.8862099023711,42.631185964172275,958.5173958665433,162.0728740412781,34.966589960310124,165.80192674831153,2000.0,structural
UGC12506,30.32,251.0,11.6,0.6313969570875853,847.3326187335092,41.64887579733412,888.9814945308433,160.28451266419972,35.53581171403252,164.17648709293047,2000.0,structural
UGC12506,31.96,249.0,11.6,0.6360561941202459,784.0364987484354,39.803266215284474,823.8397649637199,158.29657766357425,35.66668457034508,162.264965067141,2000.0,structural
UGC12506,33.6,244.0,12.9,0.6371595865574631,714.5967053571428,37.92616586651565,752.5228712236585,154.95305514897083,35.697607386419136,159.01185010279872,2000.0,structural
UGC12506,35.24,239.0,16.2,0.6398068324227417,650.3706725312145,36.31139798085935,686.6820705120739,151.39043067512557,35.77168803461033,155.55923683550742,2000.0,structural
UGC12506,36.88,238.0,18.4,0.6523309124569215,601.4486442516269,35.375862931503335,636.8245071831302,148.9343009517955,36.12010278105314,153.25171393793232,2000.0,structural
UGC12506,38.52,241.0,24.9,0.6724015693517068,567.5869574247143,34.911815646506064,602.4987730712204,147.86294194286816,36.67155762581423,152.34255065051067,2000.0,structural
UGC12506,40.16,237.0,23.0,0.6622977721615375,537.0997136454184,32.98295678095307,570.0826704263715,146.86702999652442,36.3949933963873,151.30935213767546,2000.0,structural
UGC12506,41.8,228.0,14.0,0.6333971826493341,505.1965382775121,30.306085294226516,535.5026235717386,145.3176358877339,35.59205480579434,149.61286597515158,2000.0,structural
UGC12506,43.44,233.0,16.9,0.6610577472447384,481.0974447513812,30.43543956007083,511.53288431145205,144.56442508445846,36.36090612855346,149.06706039393637,2000.0,structural
UGC12506,45.08,233.0,13.7,0.6545858808281978,469.5154680567879,29.0410772328393,498.5565452896272,145.48456034919994,36.18247865550943,149.91640691284056,2000.0,structural
UGC12506,46.71,230.0,11.6,0.6679577320561156,430.08146007278964,28.600202614263143,458.6816626870528,141.73603987694875,36.55017734720629,146.37288158710354,2000.0,structural
UGC12506,48.35,226.0,11.6,0.6497957979044378,415.72216339193375,26.878833419004664,442.6009968109384,141.77505633925875,36.04984876263527,146.28656191123252,2000.0,structural
UGC12506,49.99,225.0,11.6,0.6382264374506933,407.5760052010402,25.534164330893912,433.1101695319341,142.74005919853053,35.72748066826692,147.14339052401024,2000.0,structural
