galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
F568-1,0.44,15.7,9.1,0.37938300300307815,351.44090909090914,1724.468195468537,2075.909104559446,12.435191996909417,27.54570757860753,30.22250826794752,2000.0,structural
F568-1,1.32,44.5,9.1,0.6102133868189774,636.9183333333333,924.5657376045111,1561.4840709378445,28.995382390994607,34.93460710581922,45.399988696451835,2000.0,structural
F568-1,2.2,69.4,9.1,0.8232823316760898,601.6787272727273,748.4384833418998,1350.117210614627,36.38259473979282,40.577883919102774,54.50007214079794,2000.0,structural
F568-1,3.08,90.0,11.4,0.9644491745242824,527.4296753246753,626.2656977430405,1153.6953730677158,40.30488059776384,43.91922527832845,59.6102486913833,2000.0,structural
F568-1,3.96,105.0,9.88,1.078075290541505,430.1166161616161,544.482469970457,974.5990861320731,41.270592435776834,46.43436853326435,62.12416905748527,2000.0,structural
F568-1,4.84,113.0,16.2,1.1008144815387912,386.71768595041317,454.8820171647897,841.5997031152028,43.26330546779799,46.92151918978735,63.822743305796415,2000.0,structural
F568-1,5.53,117.0,24.8,1.0912496985077855,370.96305605786614,394.66535208238173,765.6284081402479,45.29266717692832,46.71722805363746,65.06861837334162,2000.0,structural
F568-1,7.48,124.0,9.1,0.9807027098374473,397.2584090909091,262.2199758923656,659.4783849832747,54.511401559673736,44.2877569953017,70.23459489222455,2000.0,structural
F568-1,8.37,127.0,9.1,0.9432541593244959,405.53129032258073,225.38928538219736,630.9205757047781,58.26059474464709,43.433953523125105,72.66914901558289,2000.0,structural
F568-1,9.24,130.0,9.1,0.924349668446231,401.7174458874459,200.0756858108725,601.7931316983183,60.92511140736634,42.996503775219466,74.56921976856444,2000.0,structural
F568-1,10.13,133.0,9.1,0.9142205775046578,392.38097729516284,180.4976461016106,572.8786233967735,63.04616800409046,42.76027543186918,76.17913398700011,2000.0,structural
F568-1,13.23,142.0,23.8,0.8937570136865203,358.557044595616,135.11065966538476,493.6677042610007,68.87459400969271,42.27900220408519,80.81598683041022,2000.0,structural
