galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
NGC1003,1.25,47.0,7.6,0.0,2600.7383199999995,0.0,2600.7383199999995,57.01686504886076,0.0,57.01686504886076,2000.0,structural
NGC1003,2.08,59.5,4.5,0.0,2025.904711538461,0.0,2025.904711538461,64.91441904538621,0.0,64.91441904538621,2000.0,structural
NGC1003,2.9,71.6,3.7,0.0,1975.2979999999998,0.0,1975.2979999999998,75.68595774646707,0.0,75.68595774646707,2000.0,structural
NGC1003,3.73,77.6,3.1,0.0,1677.2417426273457,0.0,1677.2417426273457,79.09558584396477,0.0,79.09558584396477,2000.0,structural
NGC1003,4.56,83.4,3.6,0.04819787709033433,1451.838793859649,21.13941977646243,1472.9782136361114,81.36574770749667,9.818133945952697,81.95596777648757,2000.0,structural
NGC1003,5.39,89.7,3.8,0.17106042212752565,1238.1669202226346,63.47325496383141,1301.640175186466,81.69283750733598,18.496508974805252,83.76061451693779,2000.0,structural
NGC1003,6.22,93.8,2.4,0.3395041947023912,940.8438585209003,109.1653359171676,1050.0091944380679,76.49868495601739,26.057789418996816,80.81495647097003,2000.0,structural
NGC1003,7.04,99.0,3.0,0.46344051909354145,765.5566051136364,131.659238378847,897.2158434924834,73.41334006840991,30.444721023308503,79.4757795695461,2000.0,structural
NGC1003,7.87,103.0,2.5,0.5444994910461418,645.4921728081322,138.37344118072218,783.8656139888544,71.27428287959128,32.999984577152205,78.54312434638875,2000.0,structural
NGC1003,8.7,100.0,2.3,0.5483061952472245,546.677011494253,126.0474012062585,672.7244127005115,68.96441111181912,33.11513838857463,76.5029567434779,2000.0,structural
NGC1003,9.54,98.3,2.0,0.5688075045787461,464.28639412997904,119.24685630581679,583.5332504357958,66.5529278093759,33.72854887417323,74.61170959814211,2000.0,structural
NGC1003,10.34,98.4,1.7,0.6126309551413782,395.7544487427466,118.49728339291649,514.2517321356631,63.969531810073455,35.00374137549808,72.92025034435055,2000.0,structural
NGC1003,11.21,94.5,1.8,0.6018090297748533,343.59904549509366,107.37003207401486,450.96907756910855,62.062430664613835,34.6931990388564,71.10107846966675,2000.0,structural
NGC1003,11.98,94.9,2.4,0.6280497881337624,308.5301001669449,104.84971421264815,413.3798143795931,60.79630416398681,35.44149511896366,70.37251008929215,2000.0,structural
NGC1003,12.85,95.3,1.6,0.6552263380768147,275.2076653696498,101.98075300806455,377.18841837771436,59.46779380471416,36.20017508457148,69.61947411575032,2000.0,structural
NGC1003,13.72,96.9,1.8,0.6935094445427451,246.97768221574344,101.0946712161436,348.07235343188705,58.21111405908669,37.24270249438795,69.10537380758092,2000.0,structural
NGC1003,14.49,97.2,1.3,0.7156456557118278,224.96520358868185,98.77786828320605,323.7430718718879,57.09418359167596,37.83241085925738,68.4911462265281,2000.0,structural
NGC1003,15.36,100.0,1.8,0.7633730982210921,203.42677734375,99.39753883087138,302.82431617462134,55.8984373663522,39.073599737446564,68.20103735605628,2000.0,structural
NGC1003,16.13,104.0,2.7,0.819498520464687,185.81060136391818,101.61171983443113,287.4223211983493,54.746004420414096,40.48452841431371,68.08907431394096,2000.0,structural
NGC1003,17.0,104.0,3.2,0.8295356065576096,172.49360588235297,97.59242430089525,270.0860301832482,54.151558610994755,40.731697891386986,67.7603314123774,2000.0,structural
NGC1003,17.78,105.0,3.4,0.8646267323414726,155.64092800899888,97.25835009465382,252.8992781036527,52.605091958858885,41.584293485436845,67.05631338422167,2000.0,structural
NGC1003,18.65,109.0,3.9,0.9199533269781303,141.3136139410188,98.6545122764751,239.96812621749388,51.33711035888171,42.89413309482149,66.8984719852125,2000.0,structural
NGC1003,19.52,110.0,3.8,0.9608336358788537,125.34584016393441,98.44606924988256,223.79190941381697,49.46464191723215,43.836825520989855,66.09400934848564,2000.0,structural
NGC1003,20.29,107.0,3.8,0.9534124691327891,116.04259241005421,93.97855782481903,210.02115023487323,48.5232336103026,43.66720666891321,65.27885674753793,2000.0,structural
NGC1003,21.16,106.0,3.8,0.9619914096804734,107.09180056710775,90.92546405297479,198.01726462008253,47.603177414958346,43.86322855605759,64.73055939323363,2000.0,structural
NGC1003,21.93,106.0,4.0,0.9848512204125154,98.08160966712265,89.81771275991933,187.89932242704197,46.378116606865355,44.38132986769359,64.19215014957071,2000.0,structural
