galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
DDO168,0.41,15.0,4.1,0.2146877092497664,431.5280487804878,1047.2571182915435,1478.7851670720313,13.301372109673498,20.721375883360952,24.623198786906887,2000.0,structural
DDO168,0.82,23.4,1.3,0.1104294262102565,594.0999999999999,269.34006392745493,863.4400639274548,22.071746645881923,14.861320682244665,26.608661229391323,2000.0,structural
DDO168,1.24,29.2,1.5,0.2607994464519631,509.61306451612904,420.6442684709083,930.2573329870373,25.138022993067693,22.838539640351925,33.96349647642195,2000.0,structural
DDO168,1.64,36.2,1.1,0.5123995128058022,404.7073780487805,624.8774546412224,1029.584832690003,25.762765767673315,32.01248234066838,41.09159434253683,2000.0,structural
DDO168,2.06,44.0,1.1,0.6448318749933558,373.4330582524272,626.0503640712192,999.4834223236464,27.735754902291735,35.911888699798446,45.375498344224404,2000.0,structural
DDO168,2.47,52.1,1.2,0.789645960065013,324.7521457489878,639.3894413481886,964.1415870971764,28.32203735609428,39.740305989385966,48.79989467334972,2000.0,structural
DDO168,2.89,52.9,1.7,0.7962395661286558,282.13238754325255,551.0308416115264,833.163229154779,28.554554803043242,39.905878417312294,49.069763931134936,2000.0,structural
DDO168,3.3,54.8,2.2,0.8304199229542658,246.24354545454545,503.28480179046414,749.5283472450096,28.506204587773517,40.753402875202106,49.733726443013815,2000.0,structural
DDO168,3.71,55.0,2.5,0.8343384857716254,218.75288409703504,449.7781594456202,668.5310435426552,28.488123841348344,40.84944273234643,49.80211011135222,2000.0,structural
DDO168,4.12,52.0,2.7,0.7978803865446721,190.5544902912621,387.32057599255927,577.8750662838214,28.01935937882949,39.94697451734417,48.79390610608403,2000.0,structural
