galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
UGC05721,0.09,16.5,4.57,0.0,3089.6644444444446,0.0,3089.6644444444446,16.6754250320644,0.0,16.6754250320644,2000.0,structural
UGC05721,0.27,38.5,6.88,0.293386915585563,3894.804814814814,2173.236411744911,6068.041226559725,32.42834099981064,24.223414936196054,40.47679744212881,2000.0,structural
UGC05721,0.45,47.4,4.57,0.2642659093363741,3683.451111111112,1174.5151526061072,4857.966263717219,40.713056873686114,22.98981989213374,46.75558596224358,2000.0,structural
UGC05721,0.63,55.5,4.57,0.3709722572865517,3105.9841269841268,1177.6897056715927,4283.67383265572,44.235393069351154,27.238658457660932,51.94915316512006,2000.0,structural
UGC05721,0.81,56.4,5.45,0.3633100292668867,2523.174444444444,897.0618006589795,3420.2362451034232,45.20808887798731,26.955890980150766,52.63450729829029,2000.0,structural
UGC05721,0.99,59.8,4.57,0.43832932782352163,2068.608585858586,885.5137935828719,2954.122379441458,45.253977725720425,29.608422039126694,54.07939677591683,2000.0,structural
UGC05721,1.17,67.8,4.57,0.5644290146854396,1815.3009401709405,964.835922539213,2780.1368627101538,46.08581235044035,33.59848254565791,57.03297405335689,2000.0,structural
UGC05721,1.35,76.4,4.57,0.7019958936419288,1533.8117037037034,1039.9939165065612,2573.8056202102644,45.50434924268228,37.46987839964066,58.946056588069204,2000.0,structural
UGC05721,1.53,81.2,4.57,0.7728420086928486,1319.865359477124,1010.2509917553576,2330.1163512324815,44.93766794127172,39.31518812603721,59.70827427907875,2000.0,structural
UGC05721,1.71,82.2,19.2,0.7979418569742435,1147.096374269006,933.2653297944369,2080.3617040634426,44.28921764944601,39.948513288337615,59.64409873531904,2000.0,structural
UGC05721,1.89,82.6,4.57,0.8286658012894976,980.5664550264552,876.8950278195742,1857.4614828460294,43.049629498986405,40.71033778512523,59.25033504191344,2000.0,structural
UGC05721,2.07,82.3,4.57,0.8777185303932409,797.8060386473431,848.037227433083,1645.843266080426,40.63814095157405,41.89793623540999,58.36861794480388,2000.0,structural
UGC05721,2.25,82.1,4.57,0.9300179136669577,649.6107111111111,826.6825899261846,1476.2933010372958,38.23119276193198,43.12813266690219,57.633843593273525,2000.0,structural
UGC05721,2.67,81.4,4.57,0.9777075679486935,482.88003745318355,732.3652194372236,1215.245256890407,35.906680436932625,44.22007616340554,56.96231066150132,2000.0,structural
UGC05721,3.15,79.3,4.57,0.9869813508130836,380.3078412698412,626.654825913069,1006.9626671829102,34.611698889248416,44.429300035293906,56.31991123595781,2000.0,structural
UGC05721,3.61,78.5,4.57,1.0185080115031353,302.514376731302,564.2703664837316,866.7847432150336,33.04658681316423,45.13331389346755,55.938295674844,2000.0,structural
UGC05721,4.04,78.2,4.57,1.0443774082445283,252.75339108910887,517.0185189329349,769.7719100220437,31.955026208720277,45.70289724392816,55.76628476498194,2000.0,structural
UGC05721,4.49,78.1,4.57,1.0529943485537205,222.3798886414254,469.0397989103432,691.4196875517687,31.598824345218922,45.891052473302906,55.7178104119988,2000.0,structural
UGC05721,4.93,78.2,4.57,1.0443005614471406,207.16115618661257,423.65134338626393,630.8124995728765,31.957855059437264,45.70121577041776,55.76652780023409,2000.0,structural
UGC05721,5.38,78.3,4.57,1.0377885854507134,193.19527881040895,385.7950131787038,578.9902919891127,32.23958126278938,45.55850272892456,55.811896320600205,2000.0,structural
UGC05721,5.86,78.6,4.57,1.0528482690661112,172.63686006825938,359.3338802273417,531.9707402956011,31.806477327739394,45.8878691827396,55.83322073937901,2000.0,structural
UGC05721,6.28,78.9,4.57,1.0722130417001794,155.2302070063694,341.4691215605667,496.69932856693606,31.22251911681695,46.307948382544,55.85044121043592,2000.0,structural
UGC05721,6.74,79.5,4.57,1.0905095069632904,140.76715133531158,323.5933255083948,464.36047684370635,30.802120056905174,46.70138128499607,55.94452264455012,2000.0,structural
