galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta,beta_mode
NGC2998,0.33,90.0,20.0,0.8752963880592554,6016.950303030303,5304.826594298517,11321.77689732882,44.56,41.84008575658648,61.12435174395317,2000.0,structural
NGC2998,0.99,125.0,15.0,0.4563384390184276,8780.069191919194,921.8958364008638,9701.965028320057,93.2323361286201,30.210542498221628,98.0048232386389,2000.0,structural
NGC2998,1.98,148.0,15.0,0.2035033868753824,8820.915404040403,205.5589766418004,9026.474380682203,132.156772433349,20.174408882313376,133.68776785387197,2000.0,structural
NGC2998,2.64,180.0,17.0,0.26342435614799325,9064.307007575755,199.56390617272214,9263.870913748477,154.6925030504064,22.953185232032318,156.3861221857489,2000.0,structural
NGC2998,3.63,201.0,15.0,0.04147436749471348,10668.221625344351,22.85089118166032,10691.072516526012,196.78832409469825,9.107619611590449,196.99896759879078,2000.0,structural
NGC2998,7.59,206.0,10.0,0.0,6506.097760210805,0.0,6506.097760210805,222.21899558768598,0.0,222.21899558768598,2000.0,structural
NGC2998,12.5,214.0,5.0,0.0,3718.225576,0.0,3718.225576,215.5871510549736,0.0,215.5871510549736,2000.0,structural
NGC2998,17.48,212.0,5.0,0.07505081960686322,2378.2965675057208,8.587050298268101,2386.8836178039887,203.89365855759223,12.251597414775203,204.26141495449824,2000.0,structural
NGC2998,22.46,213.0,2.0,0.26027945958075266,1498.1083392698129,23.17715579525847,1521.2854950650712,183.43258516414144,22.8157603239845,184.84607709973588,2000.0,structural
NGC2998,27.44,214.0,2.0,0.3529188572969978,1088.7424562682215,25.722948782580012,1114.4654050508016,172.84412920316385,26.567606489746034,174.8740424265248,2000.0,structural
NGC2998,32.32,213.0,2.0,0.4153294670073673,833.5754579207921,25.701080879168767,859.2765387999609,164.13762152535293,28.821154279708065,166.64878557617735,2000.0,structural
NGC2998,37.3,213.0,3.0,0.49000104228708946,639.9942091152816,26.273514331747425,666.267723447029,154.5049643215389,31.30498497961912,157.64449271882026,2000.0,structural
NGC2998,42.28,203.0,3.0,0.5068008569205734,498.4234744560075,23.973550469279726,522.3970249252873,145.16660945272506,31.837112209513396,148.6167763539539,2000.0,structural
