galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
UGC08286,0.47,22.2,2.81,-3.85,16.14,0.0,1048.595744680851,16.59283279009344,5.60716720990656,5.60716720990656,0.2525750995453406
UGC08286,0.95,43.4,3.47,-1.38,24.37,0.0,1982.6947368421054,24.845458523029166,18.554541476970833,18.554541476970833,0.4275239971652266
UGC08286,1.42,60.2,3.04,-0.63,30.01,0.0,2552.140845070423,31.249298983150563,28.95070101684944,28.95070101684944,0.4809086547649408
UGC08286,1.9,69.6,2.05,8.67,34.64,0.0,2549.5578947368417,37.8651489393349,31.734851060665093,31.734851060665093,0.45596050374518815
UGC08286,2.37,72.5,2.0,11.4,38.52,0.0,2217.827004219409,43.15002925848909,29.34997074151091,29.34997074151091,0.4048271826415298
UGC08286,2.84,74.3,2.02,11.54,39.29,0.0,1943.8345070422536,44.87752110278498,29.422478897215015,29.422478897215015,0.3959956782936072
UGC08286,3.3,75.8,2.01,12.92,40.32,0.0,1741.1030303030302,47.08171817231813,28.718281827681864,28.718281827681864,0.3788691533994969
UGC08286,3.78,77.2,2.05,16.18,39.87,0.0,1576.6772486772488,48.63557184655659,28.564428153443416,28.564428153443416,0.3700055460290598
UGC08286,4.25,79.3,2.08,18.85,39.64,0.0,1479.6447058823528,50.29330126204746,29.00669873795254,29.00669873795254,0.36578434726295767
UGC08286,4.73,81.3,2.08,23.39,37.47,0.0,1397.397463002114,51.44432420859968,29.855675791400316,29.855675791400316,0.3672284845190691
UGC08286,5.2,81.6,2.03,23.16,35.37,0.0,1280.4923076923076,50.74398000422601,30.856019995773984,30.856019995773984,0.3781374999482106
UGC08286,5.67,82.1,2.02,23.39,33.69,0.0,1188.784832451499,50.61560655852041,31.484393441479583,31.484393441479583,0.3834883488608963
UGC08286,6.15,82.9,2.0,22.11,32.23,0.0,1117.4650406504065,50.02453359540833,32.87546640459168,32.87546640459168,0.39656774915068366
UGC08286,6.62,83.2,2.0,22.46,30.9,0.0,1045.6555891238672,50.27079356231667,32.929206437683334,32.929206437683334,0.39578373122215543
UGC08286,7.1,83.5,2.02,26.07,29.56,0.0,982.0070422535211,52.09169213912759,31.408307860872412,31.408307860872412,0.37614739953140613
UGC08286,7.57,83.8,2.0,25.72,28.4,0.0,927.6671070013209,52.11462631166208,31.68537368833792,31.68537368833792,0.3781070845863714
UGC08286,8.04,84.3,2.0,26.3,27.44,0.0,883.8917910447761,52.71681492033292,31.583185079667075,31.583185079667075,0.37465225480032116
