galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
NGC2998,0.33,90.0,20.0,0.0,44.56,0.0,24545.454545454544,44.56,45.44,45.44,0.5048888888888888
NGC2998,0.99,125.0,15.0,0.66,93.23,0.0,15782.828282828283,97.51868505754538,27.481314942454617,27.481314942454617,0.21985051953963694
NGC2998,1.98,148.0,15.0,2.66,132.13,0.0,11062.626262626263,138.86403889659664,9.13596110340336,9.13596110340336,0.06172946691488757
NGC2998,2.64,180.0,17.0,4.03,154.64,0.0,12272.727272727272,162.58497407847122,17.41502592152878,17.41502592152878,0.09675014400849323
NGC2998,3.63,201.0,15.0,6.22,196.69,0.0,11129.752066115703,204.96491523589165,-3.9649152358916524,3.9649152358916524,-0.019725946447222153
NGC2998,7.59,206.0,10.0,16.84,221.58,0.0,5591.040843214756,230.53190378401106,-24.531903784011064,24.531903784011064,-0.11908691157286924
NGC2998,12.5,214.0,5.0,32.06,213.19,0.0,3663.68,224.14614955934562,-10.146149559345616,10.146149559345616,-0.04741191382871783
NGC2998,17.48,212.0,5.0,44.76,198.92,0.0,2571.1670480549196,214.03018725490847,-2.030187254908469,2.030187254908469,-0.009576354975983345
NGC2998,22.46,213.0,2.0,52.43,175.78,0.0,2019.9910952804985,199.14943442137624,13.850565578623758,13.850565578623758,0.06502612947710684
NGC2998,27.44,214.0,2.0,58.37,162.69,0.0,1668.9504373177842,196.60189736656716,17.398102633432842,17.398102633432842,0.08129954501604132
NGC2998,32.32,213.0,2.0,63.92,151.18,0.0,1403.743811881188,196.3642961385874,16.635703861412594,16.635703861412594,0.07810189606296992
NGC2998,37.3,213.0,3.0,66.04,139.68,0.0,1216.3270777479893,195.9177598582811,17.0822401417189,17.0822401417189,0.08019831052450187
NGC2998,42.28,203.0,3.0,64.42,130.09,0.0,974.6688741721854,195.56118091785433,7.43881908214567,7.43881908214567,0.036644428976087044
