galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
ESO116-G012,0.25,20.9,3.4,-0.22,17.33,0.0,1747.2399999999998,17.33139636613276,3.5686036338672373,3.5686036338672373,0.1707465853524994
ESO116-G012,0.83,40.0,3.29,-1.8,34.96,0.0,1927.710843373494,35.249088388429165,4.750911611570835,4.750911611570835,0.11877279028927087
ESO116-G012,1.38,51.5,2.96,-1.55,51.34,0.0,1921.9202898550727,51.646328909468664,-0.1463289094686644,0.1463289094686644,-0.002841338047935231
ESO116-G012,1.85,67.9,3.45,5.01,61.73,0.0,2492.1135135135137,62.32102157665216,5.5789784233478485,5.5789784233478485,0.0821646306825898
ESO116-G012,2.68,80.2,2.93,12.54,60.49,0.0,2400.0149253731347,63.25278541987879,16.947214580121212,16.947214580121212,0.21131190249527695
ESO116-G012,3.19,83.3,3.08,16.68,63.17,0.0,2175.2006269592475,67.66618711714429,15.633812882855707,15.633812882855707,0.1876808269250385
ESO116-G012,3.68,91.4,2.83,20.19,65.14,0.0,2270.0978260869565,71.40986249139507,19.99013750860493,19.99013750860493,0.21871047602412397
ESO116-G012,4.13,102.0,5.4,22.31,66.32,0.0,2519.128329297821,74.3025983762737,27.697401623726293,27.697401623726293,0.2715431531737872
ESO116-G012,5.23,105.0,4.21,25.63,64.52,0.0,2108.0305927342256,77.19091897988713,27.80908102011287,27.80908102011287,0.26484839066774163
ESO116-G012,6.05,109.0,2.1,27.28,60.09,0.0,1963.801652892562,76.86280357232597,32.13719642767403,32.13719642767403,0.29483666447407364
ESO116-G012,6.81,108.0,2.1,28.58,55.74,0.0,1712.775330396476,76.66967792769732,31.33032207230268,31.33032207230268,0.2900955747435433
ESO116-G012,7.56,109.0,2.1,30.7,53.61,0.0,1571.5608465608466,78.47127840922185,30.528721590778147,30.528721590778147,0.28008001459429493
ESO116-G012,8.32,110.0,2.1,33.83,51.18,0.0,1454.326923076923,80.55561239506342,29.44438760493658,29.44438760493658,0.2676762509539689
ESO116-G012,9.09,111.0,2.33,35.49,49.08,0.0,1355.4455445544554,82.30925574374577,28.690744256254234,28.690744256254234,0.2584751734797679
ESO116-G012,9.86,112.0,4.74,33.74,46.34,0.0,1272.210953346856,82.2943889647024,29.705611035297594,29.705611035297594,0.26522866995801425
