galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,v_model_kmps,residual_kmps,abs_residual_kmps,frac_residual
NGC6674,2.5,206.0,75.0,0.0,122.77,171.6,16974.4,210.99533857410213,-4.995338574102135,4.995338574102135,-0.024249216379136577
NGC6674,7.49,285.0,8.0,0.0,218.15,99.53,10844.459279038718,246.22429913900115,38.77570086099885,38.77570086099885,0.13605509074034686
NGC6674,12.54,291.0,7.0,0.0,234.07,76.92,6752.8708133971295,263.1858059429526,27.814194057047416,27.814194057047416,0.0955814228764516
NGC6674,17.45,274.0,5.0,0.0,221.55,65.21,4302.349570200573,256.14469050065696,17.855309499343036,17.855309499343036,0.06516536313628846
NGC6674,22.47,266.0,4.0,23.41,205.25,57.46,3148.9096573208726,247.37276273915404,18.62723726084596,18.62723726084596,0.0700272077475412
NGC6674,27.48,255.0,2.0,35.47,190.15,51.96,2366.2663755458516,240.57855926248254,14.421440737517457,14.421440737517457,0.05655466955889199
NGC6674,32.5,250.0,2.0,42.22,174.2,47.78,1923.076923076923,233.31314900330165,16.686850996698354,16.686850996698354,0.06674740398679342
NGC6674,37.51,242.0,2.0,45.59,160.68,44.48,1561.2903225806454,227.9879192735097,14.012080726490296,14.012080726490296,0.05790116002681941
NGC6674,42.42,237.0,2.0,49.68,149.48,41.82,1324.1159830268741,224.71323547949333,12.286764520506665,12.286764520506665,0.05184288827218002
NGC6674,47.44,235.0,2.0,50.91,139.94,39.55,1164.102023608769,222.2998665012569,12.7001334987431,12.7001334987431,0.05404312127124723
NGC6674,52.45,236.0,2.0,48.66,131.98,37.61,1061.8875119161105,220.3802806493627,15.619719350637297,15.619719350637297,0.06618525148575126
NGC6674,57.47,242.0,2.0,50.7,125.25,35.93,1019.0360187924134,220.51476616573646,21.48523383426354,21.48523383426354,0.08878195799282454
NGC6674,62.48,246.0,2.0,51.01,119.5,34.46,968.5659411011524,221.0952988061494,24.9047011938506,24.9047011938506,0.10123862273923008
NGC6674,67.4,242.0,4.0,48.35,114.62,33.18,868.9020771513352,221.41371996854016,20.586280031459836,20.586280031459836,0.08506727285727204
NGC6674,72.41,242.0,5.0,44.77,110.24,32.01,808.7833172213783,221.79079588618094,20.209204113819055,20.209204113819055,0.0835091079083432
