galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,I_ext_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
NGC4157,1.74,96.4,148.01974530446944,12.1,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,1,2.3734701726098,0.1254597241737856,0.36475497355531994,6626109.063666444,6979336.1588547975,5932435.7350265775,0.15000000000000005,144794821.28227997,326.246592,148.01974530446944,0.5354745363534174,0.08032118045301263
NGC4157,3.5,157.0,223.45501605468607,10.5,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,1,2.3734701726098,0.1254597241737856,0.36475497355531994,6626109.063666444,6979336.1588547975,5932435.7350265775,0.15000000000000005,144794821.28227997,326.246592,223.45501605468607,0.423280357036217,0.06349205355543258
NGC4157,5.24,192.0,242.04169165662347,8.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,1,2.3734701726098,0.1254597241737856,0.36475497355531994,6626109.063666444,6979336.1588547975,5932435.7350265775,0.15000000000000005,144794821.28227997,326.246592,242.04169165662347,0.2606338107115806,0.0390950716067371
NGC4157,8.72,201.0,254.82678999665637,7.3,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,2,2.2480104484360144,0.10069780356274993,0.08188549206329566,1326406.3884203243,3086909.4476116565,2623873.030469908,0.15000000000000005,160860585.10627592,844.5563279999999,254.82678999665637,0.26779497510774314,0.04016924626616149
NGC4157,10.47,194.0,236.26904007931296,6.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,2,2.2480104484360144,0.10069780356274993,0.08188549206329566,1326406.3884203243,3086909.4476116565,2623873.030469908,0.15000000000000005,160860585.10627592,844.5563279999999,236.26904007931296,0.21788164989336575,0.032682247484004875
NGC4157,12.19,190.0,216.51426142404569,6.0,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,2,2.2480104484360144,0.10069780356274993,0.08188549206329566,1326406.3884203243,3086909.4476116565,2623873.030469908,0.15000000000000005,160860585.10627592,844.5563279999999,216.51426142404569,0.13954874433708256,0.02093231165056239
NGC4157,15.68,184.0,187.18058499748312,6.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,3,2.1720745654843,0.0670552054901512,0.007518565024227635,47485.31344384939,860710.958003181,731604.3143027038,0.15000000000000005,94187192.38454579,1363.3658639999996,187.18058499748312,0.017285788029799583,0.0025928682044699383
NGC4157,17.42,182.0,178.4644572456936,7.3,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,3,2.1720745654843,0.0670552054901512,0.007518565024227635,47485.31344384939,860710.958003181,731604.3143027038,0.15000000000000005,94187192.38454579,1363.3658639999996,178.4644572456936,0.019426059089595556,0.002913908863439334
NGC4157,19.16,181.0,169.2039024372665,6.6,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,3,2.1720745654843,0.0670552054901512,0.007518565024227635,47485.31344384939,860710.958003181,731604.3143027038,0.15000000000000005,94187192.38454579,1363.3658639999996,169.2039024372665,0.06517180973885915,0.009775771460828876
NGC4157,22.65,185.0,155.37222821341015,6.5,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,4,2.113900037455712,0.058174528028588135,0.0013110529190135428,3679.3469061128017,195730.07886814358,166370.56703792204,0.15000000000000002,48241149.393726125,2597.0293439999996,155.37222821341015,0.1601501177653505,0.02402251766480258
NGC4157,24.39,186.0,148.94688281397498,9.1,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,4,2.113900037455712,0.058174528028588135,0.0013110529190135428,3679.3469061128017,195730.07886814358,166370.56703792204,0.15000000000000002,48241149.393726125,2597.0293439999996,148.94688281397498,0.19921030745174742,0.029881546117762118
NGC4157,26.13,186.0,142.9520678409375,11.4,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,4,2.113900037455712,0.058174528028588135,0.0013110529190135428,3679.3469061128017,195730.07886814358,166370.56703792204,0.15000000000000002,48241149.393726125,2597.0293439999996,142.9520678409375,0.23144049547883064,0.0347160743218246
NGC4157,27.87,184.0,137.6566522184816,13.6,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,4,2.113900037455712,0.058174528028588135,0.0013110529190135428,3679.3469061128017,195730.07886814358,166370.56703792204,0.15000000000000002,48241149.393726125,2597.0293439999996,137.6566522184816,0.25186602055173035,0.03777990308275956
NGC4157,29.61,185.0,133.0775987910813,13.6,14.28,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4157_structure_enriched.csv,4,2.113900037455712,0.058174528028588135,0.0013110529190135428,3679.3469061128017,195730.07886814358,166370.56703792204,0.15000000000000002,48241149.393726125,2597.0293439999996,133.0775987910813,0.2806616281563173,0.0420992442234476
