galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,segment_index,Dw_i,sigma_i,beta_i,S_i,I_int_i,I_ext_i,DeltaD_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,v_bar_kms,delta_v_i,C_i
UGC06917,1.74,59.2,56.25,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,1,2.2103810495241056,0.07270884445441439,0.018624639235172172,176883.5263948763,195929.83160592447,166540.3568650358,0.14999999999999997,130620781.02445333,23.819250000000004,56.25,0.04983108108108113,0.007474662162162167
UGC06917,2.61,71.2,59.09,4.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,1,2.2103810495241056,0.07270884445441439,0.018624639235172172,176883.5263948763,195929.83160592447,166540.3568650358,0.14999999999999997,130620781.02445333,23.819250000000004,59.09,0.17008426966292134,0.025512640449438195
UGC06917,3.5,84.5,62.05093391722642,4.4,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,1,2.2103810495241056,0.07270884445441439,0.018624639235172172,176883.5263948763,195929.83160592447,166540.3568650358,0.14999999999999997,130620781.02445333,23.819250000000004,62.05093391722642,0.26566942109791214,0.039850413164686814
UGC06917,4.37,93.5,65.39440725322005,4.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,1,2.2103810495241056,0.07270884445441439,0.018624639235172172,176883.5263948763,195929.83160592447,166540.3568650358,0.14999999999999997,130620781.02445333,23.819250000000004,65.39440725322005,0.3005945748318711,0.04508918622478065
UGC06917,6.11,100.0,67.61448143704128,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2,2.1376722050696912,0.07270884445441439,0.006851621873854858,64602.116692345175,116751.76445957547,99238.99979063915,0.14999999999999997,129677944.5595092,70.48158000000001,67.61448143704128,0.3238551856295872,0.04857827784443807
UGC06917,6.98,101.0,68.84792662092302,4.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2,2.1376722050696912,0.07270884445441439,0.006851621873854858,64602.116692345175,116751.76445957547,99238.99979063915,0.14999999999999997,129677944.5595092,70.48158000000001,68.84792662092302,0.318337360188881,0.04775060402833214
UGC06917,7.85,103.0,68.72155193241782,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2,2.1376722050696912,0.07270884445441439,0.006851621873854858,64602.116692345175,116751.76445957547,99238.99979063915,0.14999999999999997,129677944.5595092,70.48158000000001,68.72155193241782,0.33280046667555513,0.04992007000133326
UGC06917,8.72,105.0,68.44422912123417,4.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2,2.1376722050696912,0.07270884445441439,0.006851621873854858,64602.116692345175,116751.76445957547,99238.99979063915,0.14999999999999997,129677944.5595092,70.48158000000001,68.44422912123417,0.34815019884538884,0.05222252982680831
UGC06917,9.6,110.0,68.9585382675706,4.9,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2,2.1376722050696912,0.07270884445441439,0.006851621873854858,64602.116692345175,116751.76445957547,99238.99979063915,0.14999999999999997,129677944.5595092,70.48158000000001,68.9585382675706,0.37310419756754,0.055965629635130985
UGC06917,10.47,111.0,70.57971167410646,6.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2,2.1376722050696912,0.07270884445441439,0.006851621873854858,64602.116692345175,116751.76445957547,99238.99979063915,0.14999999999999997,129677944.5595092,70.48158000000001,70.57971167410646,0.36414674167471656,0.05462201125120747
