Structural coupling rotation pipeline run log
started_at: 2026-03-23T21:47:10.088366
project_root: C:\Users\mincu\Desktop\topological_gravity_project
data_dir: C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized
output_root: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling
run_dir: C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_structural_coupling\2026-03-23_214710_local_structural_coupling_v6
beta_mode: local_structural_coupling_v6
beta_value: 200.0
n_input_files: 175
------------------------------------------------------------------------
[001/175] [OK] CamB | beta_mean=102.7436 | eta_mean=0.412009 | projection_mean=0.218585 | ratio_max=0.344350 | sigma_flip=0.516940 | rmse=4.9250 | mafe=0.650563
[002/175] [OK] D512-2 | beta_mean=104.5532 | eta_mean=0.408679 | projection_mean=0.158098 | ratio_max=0.056939 | sigma_flip=0.818454 | rmse=12.8063 | mafe=0.376508
[003/175] [OK] D564-8 | beta_mean=110.2125 | eta_mean=0.425842 | projection_mean=0.199036 | ratio_max=0.202092 | sigma_flip=0.181819 | rmse=10.7209 | mafe=0.468836
[004/175] [OK] D631-7 | beta_mean=109.7562 | eta_mean=0.502231 | projection_mean=0.262451 | ratio_max=0.078714 | sigma_flip=0.667072 | rmse=24.8594 | mafe=0.436456
[005/175] [OK] DDO064 | beta_mean=102.0946 | eta_mean=0.400203 | projection_mean=0.229316 | ratio_max=0.386599 | sigma_flip=0.360725 | rmse=14.4236 | mafe=0.387662
[006/175] [OK] DDO154 | beta_mean=103.4541 | eta_mean=0.471019 | projection_mean=0.244776 | ratio_max=0.154780 | sigma_flip=0.173325 | rmse=22.9667 | mafe=0.510962
[007/175] [OK] DDO161 | beta_mean=101.2331 | eta_mean=0.461956 | projection_mean=0.259981 | ratio_max=0.099397 | sigma_flip=0.724203 | rmse=21.4128 | mafe=0.289050
[008/175] [OK] DDO168 | beta_mean=104.1564 | eta_mean=0.420416 | projection_mean=0.189854 | ratio_max=0.040777 | sigma_flip=0.769084 | rmse=18.9835 | mafe=0.333011
[009/175] [OK] DDO170 | beta_mean=110.0855 | eta_mean=0.427320 | projection_mean=0.196984 | ratio_max=0.024676 | sigma_flip=0.113456 | rmse=24.7897 | mafe=0.440433
[010/175] [OK] ESO079-G014 | beta_mean=93.5425 | eta_mean=0.354843 | projection_mean=0.190803 | ratio_max=0.010624 | sigma_flip=1.054977 | rmse=28.9128 | mafe=0.180109
[011/175] [OK] ESO116-G012 | beta_mean=106.1056 | eta_mean=0.459017 | projection_mean=0.258725 | ratio_max=0.068922 | sigma_flip=0.627390 | rmse=34.3499 | mafe=0.289925
[012/175] [OK] ESO444-G084 | beta_mean=106.1470 | eta_mean=0.449388 | projection_mean=0.252606 | ratio_max=0.085364 | sigma_flip=0.444547 | rmse=32.1287 | mafe=0.585408
[013/175] [OK] ESO563-G021 | beta_mean=104.9833 | eta_mean=0.455776 | projection_mean=0.264094 | ratio_max=0.003004 | sigma_flip=0.839016 | rmse=62.9434 | mafe=0.314499
[014/175] [OK] F561-1 | beta_mean=88.4310 | eta_mean=0.294762 | projection_mean=0.146742 | ratio_max=0.016418 | sigma_flip=0.263093 | rmse=4.3927 | mafe=0.098987
[015/175] [OK] F563-1 | beta_mean=92.4938 | eta_mean=0.383453 | projection_mean=0.208249 | ratio_max=0.048445 | sigma_flip=0.418279 | rmse=57.4062 | mafe=0.582367
[016/175] [OK] F563-V1 | beta_mean=97.7339 | eta_mean=0.355887 | projection_mean=0.169530 | ratio_max=0.146658 | sigma_flip=0.747112 | rmse=1.7769 | mafe=0.062985
[017/175] [OK] F563-V2 | beta_mean=94.8394 | eta_mean=0.409396 | projection_mean=0.221333 | ratio_max=0.328698 | sigma_flip=0.345284 | rmse=50.9732 | mafe=0.520602
[018/175] [OK] F565-V2 | beta_mean=90.9742 | eta_mean=0.298935 | projection_mean=0.135640 | ratio_max=0.097418 | sigma_flip=1.203340 | rmse=37.8231 | mafe=0.552980
[019/175] [OK] F567-2 | beta_mean=97.4633 | eta_mean=0.335609 | projection_mean=0.168717 | ratio_max=0.027918 | sigma_flip=0.293423 | rmse=11.1853 | mafe=0.214812
[020/175] [OK] F568-1 | beta_mean=86.7861 | eta_mean=0.316833 | projection_mean=0.187395 | ratio_max=0.136947 | sigma_flip=1.253202 | rmse=59.5095 | mafe=0.502987
[021/175] [OK] F568-3 | beta_mean=94.3352 | eta_mean=0.349744 | projection_mean=0.209103 | ratio_max=0.116171 | sigma_flip=0.487009 | rmse=33.9167 | mafe=0.346019
[022/175] [OK] F568-V1 | beta_mean=100.1622 | eta_mean=0.399997 | projection_mean=0.260352 | ratio_max=0.138792 | sigma_flip=1.223637 | rmse=55.2129 | mafe=0.523386
[023/175] [OK] F571-8 | beta_mean=104.4004 | eta_mean=0.509091 | projection_mean=0.378525 | ratio_max=0.007406 | sigma_flip=0.795038 | rmse=47.8638 | mafe=0.613379
[024/175] [OK] F571-V1 | beta_mean=108.7911 | eta_mean=0.437345 | projection_mean=0.206268 | ratio_max=0.015643 | sigma_flip=0.272954 | rmse=33.8819 | mafe=0.424936
[025/175] [OK] F574-1 | beta_mean=96.9089 | eta_mean=0.375943 | projection_mean=0.193913 | ratio_max=0.141829 | sigma_flip=1.220930 | rmse=36.5017 | mafe=0.389252
[026/175] [OK] F574-2 | beta_mean=81.0457 | eta_mean=0.268566 | projection_mean=0.144066 | ratio_max=0.023265 | sigma_flip=0.493285 | rmse=7.1549 | mafe=0.319828
[027/175] [OK] F579-V1 | beta_mean=100.6930 | eta_mean=0.383362 | projection_mean=0.229553 | ratio_max=0.111641 | sigma_flip=0.914792 | rmse=38.5994 | mafe=0.391343
[028/175] [OK] F583-1 | beta_mean=85.8323 | eta_mean=0.325826 | projection_mean=0.223082 | ratio_max=0.354076 | sigma_flip=0.933768 | rmse=32.8245 | mafe=0.497123
[029/175] [OK] F583-4 | beta_mean=105.5190 | eta_mean=0.430983 | projection_mean=0.215415 | ratio_max=0.325450 | sigma_flip=0.866561 | rmse=18.9843 | mafe=0.330886
[030/175] [OK] IC2574 | beta_mean=95.3400 | eta_mean=0.371824 | projection_mean=0.194486 | ratio_max=0.207026 | sigma_flip=0.630449 | rmse=18.9163 | mafe=0.336202
[031/175] [OK] IC4202 | beta_mean=108.5117 | eta_mean=0.486693 | projection_mean=0.280550 | ratio_max=0.001516 | sigma_flip=0.198834 | rmse=35.1978 | mafe=0.215430
[032/175] [OK] KK98-251 | beta_mean=103.2630 | eta_mean=0.415258 | projection_mean=0.259545 | ratio_max=0.436833 | sigma_flip=0.232294 | rmse=7.6084 | mafe=0.236320
[033/175] [OK] NGC0024 | beta_mean=96.8352 | eta_mean=0.383560 | projection_mean=0.294730 | ratio_max=0.055297 | sigma_flip=0.330975 | rmse=32.6586 | mafe=0.329655
[034/175] [OK] NGC0055 | beta_mean=102.3828 | eta_mean=0.405010 | projection_mean=0.201333 | ratio_max=0.011090 | sigma_flip=0.195242 | rmse=22.3548 | mafe=0.247612
[035/175] [OK] NGC0100 | beta_mean=105.5397 | eta_mean=0.460993 | projection_mean=0.243979 | ratio_max=0.227350 | sigma_flip=0.737450 | rmse=26.7453 | mafe=0.302349
[036/175] [OK] NGC0247 | beta_mean=100.8631 | eta_mean=0.380285 | projection_mean=0.173884 | ratio_max=0.037050 | sigma_flip=0.638958 | rmse=32.2351 | mafe=0.360081
[037/175] [OK] NGC0289 | beta_mean=94.6825 | eta_mean=0.545705 | projection_mean=0.345194 | ratio_max=0.001884 | sigma_flip=0.262628 | rmse=55.6318 | mafe=0.298236
[038/175] [OK] NGC0300 | beta_mean=107.0080 | eta_mean=0.482312 | projection_mean=0.253748 | ratio_max=0.017857 | sigma_flip=0.126109 | rmse=36.2619 | mafe=0.390523
[039/175] [OK] NGC0801 | beta_mean=94.3318 | eta_mean=0.472237 | projection_mean=0.314759 | ratio_max=0.000747 | sigma_flip=0.245949 | rmse=37.7060 | mafe=0.177850
[040/175] [OK] NGC0891 | beta_mean=102.2274 | eta_mean=0.545160 | projection_mean=0.309180 | ratio_max=0.000655 | sigma_flip=0.182972 | rmse=69.7964 | mafe=0.235882
[041/175] [OK] NGC1003 | beta_mean=99.0867 | eta_mean=0.535527 | projection_mean=0.314414 | ratio_max=0.013491 | sigma_flip=0.124877 | rmse=48.2094 | mafe=0.410169
[042/175] [OK] NGC1090 | beta_mean=103.3793 | eta_mean=0.501199 | projection_mean=0.284038 | ratio_max=0.006043 | sigma_flip=1.504757 | rmse=25.7334 | mafe=0.204529
[043/175] [OK] NGC1705 | beta_mean=99.3500 | eta_mean=0.537038 | projection_mean=0.321241 | ratio_max=0.036927 | sigma_flip=0.217786 | rmse=38.2433 | mafe=0.522450
[044/175] [OK] NGC2366 | beta_mean=105.5640 | eta_mean=0.439104 | projection_mean=0.235002 | ratio_max=0.341756 | sigma_flip=0.692156 | rmse=16.5720 | mafe=0.321826
[045/175] [OK] NGC2403 | beta_mean=96.6272 | eta_mean=0.476965 | projection_mean=0.338636 | ratio_max=0.062945 | sigma_flip=1.609666 | rmse=37.9026 | mafe=0.210430
[046/175] [OK] NGC2683 | beta_mean=102.5654 | eta_mean=0.557328 | projection_mean=0.344646 | ratio_max=0.001847 | sigma_flip=0.269895 | rmse=33.1085 | mafe=0.169587
[047/175] [OK] NGC2841 | beta_mean=104.0291 | eta_mean=0.534805 | projection_mean=0.403587 | ratio_max=0.000929 | sigma_flip=0.088901 | rmse=87.8941 | mafe=0.252704
