galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,propagation_source_i,propagation_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC01281,0.08,1.41,6.0392466417592185,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,0.08368643491270866,0.015711654335529516,2504.455436735594,824584.5620617756,0.5186012313888335,427630.5692694588,0.4813987686111665,0.38939529835553144,0.5442923279588365,0.47360353903507363,0.4865380715505956,0.7267772263786932,0.0499400935600317,0.19619577506517213,1904742.733845722,2.6561534999999994,1,6.0392466417592185,3.283153646637744,1.5805061226526707
UGC01281,0.23,4.46,6.842879510849215,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,0.08368643491270866,0.015711654335529516,2504.455436735594,824584.5620617756,0.5186012313888335,427630.5692694588,0.4813987686111665,0.38939529835553144,0.5442923279588365,0.47360353903507363,0.4865380715505956,0.7267772263786932,0.0499400935600317,0.19619577506517213,1904742.733845722,2.6561534999999994,1,6.842879510849215,0.5342779172307658,0.2572007314510294
UGC01281,0.38,7.71,5.399675916200897,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,0.08368643491270866,0.015711654335529516,2504.455436735594,824584.5620617756,0.5186012313888335,427630.5692694588,0.4813987686111665,0.38939529835553144,0.5442923279588365,0.47360353903507363,0.4865380715505956,0.7267772263786932,0.0499400935600317,0.19619577506517213,1904742.733845722,2.6561534999999994,1,5.399675916200897,0.29965292915682273,0.14425255110682356
UGC01281,0.54,11.0,8.514505270419416,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.864535341021717,0.08941730309103077,0.016833010400163016,5988.533849814263,902033.4993029623,0.5314707402462935,483327.0255894614,0.4685292597537066,0.40378393955008324,0.5549904767838295,0.4785015676709846,0.4879342728240061,0.7054469135463858,0.05572987418820025,0.22888843048466695,3196665.015078227,3.7518670392156865,1,8.514505270419416,0.2259540663255076,0.10586609143383
UGC01281,0.69,14.2,10.793020893151278,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.880944445906562,0.09496330455392311,0.017918193688518012,9360.222636664583,976984.0837299172,0.5439251036567385,537226.8220281735,0.4560748963432615,0.41770843102868177,0.5653435240338228,0.48324159538315653,0.4892854353466614,0.6848046753215721,0.06133288769933111,0.2605264841164361,4446912.384012908,4.812234980392156,1,10.793020893151278,0.23992810611610718,0.10942518612673863
UGC01281,0.84,17.2,12.857285872220466,5.78,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.897353550791407,0.10050930601681547,0.01900337697687301,12731.911423514906,1051934.668156872,0.5563794670671836,591126.6184668856,0.44362053293281645,0.43163292250728025,0.575696571283816,0.4879816230953285,0.4906365978693167,0.6641624370967585,0.06693590121046197,0.2921645377482053,5697159.752947589,5.872602921568626,2,12.857285872220466,0.2524833795220659,0.11200681138025743
UGC01281,1.0,20.2,14.832754295814382,4.74,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.914856596001908,0.10642504091056731,0.020160905817785006,16328.379462821915,1131881.9582122904,0.5696641213716583,648619.7346681785,0.43033587862834166,0.4464857134177853,0.5867398216838089,0.49303765265497856,0.49207783789348236,0.6421440496569573,0.07291244895566822,0.32591179495542566,7030756.946477917,7.0036620588235285,2,14.832754295814382,0.2657052328804761,0.11434249484776782
UGC01281,1.15,23.2,16.483039768198097,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.931265700886753,0.11197104237345967,0.021246089106140006,19700.068249672233,1206832.5426392453,0.5821184847821034,702519.5311068906,0.4178815152178966,0.46041020489638385,0.5970928689338021,0.4977776803671505,0.4934290004161377,0.6215018114321436,0.07851546246679907,0.35754984858719485,8281004.315412598,8.064029999999999,2,16.483039768198097,0.2895241479224958,0.12098678962602298
UGC01281,1.3,26.4,16.832266632869143,7.13,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.903764593076123,0.11574679778696374,0.03842723525152456,60057.959304225544,1313800.710137514,0.5857073601296495,771076.7168902598,0.4142926398703505,0.46817290981866155,0.5780550514958016,0.49972368591307154,0.4947174317070911,0.561973544909786,0.08800764181896337,0.3854812508249998,9752505.999729307,9.07339205882353,2,16.832266632869143,0.3624141426943506,0.15014551190319242
UGC01281,1.46,29.3,18.011343647823725,4.38,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.8744300780781185,0.11977427022803473,0.05675379113993473,103106.37642908236,1427900.088802334,0.5895354938336987,844204.3817258533,0.41046450616630126,0.4764531284024244,0.5577480462286012,0.501799425162054,0.49609175841744135,0.498476727285938,0.09813263312793861,0.41527474654532504,11322107.796333797,10.150044921568629,2,18.011343647823725,0.3852783737944121,0.158143097436079
