galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,mass_bar_segment_msun,v_vis_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,r_min_gal_kpc,r_scale,sigma_scale,r_ref_kpc,mass_ref_gal_msun,alpha_geom_i,alpha_mass_i,weight_geom_i,weight_mass_i,Dw_i,sigma_left_i,sigma_right_i,sigma_i,alpha_star_gal,alpha_relax_i,neighbor_gradient_i,mass_norm_i,kappa_dyn_gal,beta_i,source_core_i,info_source_i,I_struct_i,gamma_topo,mean_dw_pert,mean_sigma,mean_beta,dw_internal,dw_external,observer_gap,observer_factor,factor_dw,factor_sigma,factor_rscale,factor_beta,gamma_raw,g_topo_km2s2_per_kpc,v_struct_kms,v_topo_total_segment_kms
UGC05721,1,0.27,0.99,0.63,0.72,0.35,253100893.94981244,41.56777150931113,51.52,5.208,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.27,825295824.7331685,2.3669790137214988,2.2221717956850826,0.35714285714285715,0.23470109799565994,2.3095543956684357,,0.04551309073669296,0.04551309073669296,2.269648605088409,0.039905790580026856,0.06321262602318467,0.5537860550877951,0.3108106233462927,0.9657902128457696,0.047303785314398834,0.04568553288720384,0.03289358367878676,333054.9345409095,0.2733964929066485,0.028048764215698442,0.9828253889153353,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,27602.344063880704,131.86916531261144,138.26552856187672
UGC05721,2,1.17,1.71,1.44,0.54,0.35,684165074.2995051,45.20426179596009,76.89999999999999,8.2275,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.27,825295824.7331685,2.117872662360308,2.3270978533173077,0.19553072625698323,0.45325127317835595,2.2640413049317427,0.04551309073669296,0.006869536265163401,0.02619131350092818,2.269648605088409,0.005607300156666106,0.04850243240912626,0.9104909348037719,0.3108106233462927,0.9948418405037508,0.02895234947456701,0.028803008638186047,0.048447208343407225,333054.9345409095,0.2733964929066485,0.028048764215698442,0.9828253889153353,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,7781.434125917871,105.85492497433331,115.1029557649995
UGC05721,3,1.89,2.67,2.28,0.78,0.35,825295824.7331685,39.45641091235627,82.1,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.27,825295824.7331685,2.063599673304462,2.308692858686915,0.13307984790874525,0.5,2.2571717686665793,0.006869536265163401,0.00807436545207496,0.007471950858619181,2.269648605088409,0.012476836421829507,0.009579424177716898,1.0,0.3108106233462927,0.9878899913673272,0.019948787280448688,0.0197072072942711,0.06381883003293869,333054.9345409095,0.2733964929066485,0.028048764215698442,0.9828253889153353,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,4088.791985822142,96.55281315256684,104.30366287796029
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,0.35,955720800.3313518,32.80303406408797,78.525,4.57,4,6.74,0.27,3.217393244907978,0.3108106233462927,0.27,825295824.7331685,2.0322551651829066,2.283014041963915,0.08393285371702637,0.5366153167136939,2.2490974032145044,0.00807436545207496,0.038020188837476265,0.023047277144775613,2.269648605088409,0.020551201873904468,0.017199460555802692,1.076119980451369,0.3108106233462927,0.9810493775669569,0.046917194389291435,0.046028084352802284,0.12549646306569376,333054.9345409095,0.2733964929066485,0.028048764215698442,0.9828253889153353,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,2864.3140464529683,104.6024839927348,109.6253561055108
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,0.35,1355225681.695731,31.605710564737638,78.7,4.57,5,6.74,0.27,3.217393244907978,0.3108106233462927,0.27,825295824.7331685,2.0186800815277026,2.311558666527458,0.056588520614389654,0.6215144761012799,2.2871175920519806,0.038020188837476265,,0.038020188837476265,2.269648605088409,0.017468986963571798,0.021005629191975832,1.2814479997470927,0.3108106233462927,0.9845555222928727,0.07110649333786782,0.07000829068667913,0.25221146920858306,333054.9345409095,0.2733964929066485,0.028048764215698442,0.9828253889153353,2.269648605088409,2.2733964929066484,0.003747887818239537,1.0124330628188267,9.113216430254951,2.804876421669844,1.2869572979635913,1.0,333054.9345409095,2467.169479090623,119.98305676425228,124.07600433119917
