galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,state_term_i,propagation_source_i,propagation_term_i,history_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC05986,0.63,29.5,32.52584971987665,2.53,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.239092251056424,2.2175392119960233,-0.009112686543117365,0.461847732542442,0.515472914597968,0.1580235789693341,0.47974319548820044,0.46900591772074535,0.46900591772074535,2.51,2.51,225870712.93037254,5.5459999999999985,1,32.52584971987665,0.1025711769449713,0.048106488974773216
UGC05986,1.26,50.8,44.27149421467497,3.76,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.239092251056424,2.2175392119960233,-0.009112686543117365,0.461847732542442,0.515472914597968,0.1580235789693341,0.47974319548820044,0.46900591772074535,0.46900591772074535,2.51,2.51,225870712.93037254,5.5459999999999985,1,44.27149421467497,0.1285138934119099,0.06027377651951886
UGC05986,1.88,68.2,53.76221070603403,2.58,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.239092251056424,2.2175392119960233,-0.009112686543117365,0.461847732542442,0.515472914597968,0.1580235789693341,0.47974319548820044,0.46900591772074535,0.46900591772074535,2.51,2.51,225870712.93037254,5.5459999999999985,1,53.76221070603403,0.21169779023410512,0.09928751638820031
UGC05986,2.51,84.3,66.168567311073,2.28,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.230457329207106,2.2117982194738595,-0.009003098642999268,0.4694903171205856,0.5123734118327152,0.16163245637791906,0.48514763151730544,0.4757532428792735,0.4757532428792735,2.51,2.51,263945908.32760674,7.416377853736088,1,66.168567311073,0.2150822383028113,0.10232607235829518
UGC05986,3.13,95.3,70.93660973009635,2.01,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.2219594696093647,2.2061483538171265,-0.008895250233359233,0.4770115908324094,0.5093231075240539,0.16518405001811381,0.4904662828475358,0.48239346763845997,0.48239346763845997,2.51,2.51,301416735.54393244,9.257067170111288,1,70.93660973009635,0.25564942570727855,0.12332361296671496
UGC05986,3.77,106.0,72.34067458905814,3.58,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.2131874855084703,2.2003162344295317,-0.00878392284276307,0.4847754862768727,0.5061744063022098,0.16885021119508903,0.4959565035755155,0.48924789319632983,0.48924789319632983,2.51,2.51,340096299.12207514,11.157133561208267,2,72.34067458905814,0.31754080576360244,0.15535617022370748
UGC05986,4.39,112.0,74.73848272476502,4.25,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.2046896259107287,2.1946663687727987,-0.008676074433123036,0.49229675998869654,0.5031241019935484,0.17240180483528375,0.5012751549057459,0.4958881179555163,0.4958881179555163,2.51,2.51,377567126.33840084,12.997822877583465,2,74.73848272476502,0.33269211852888375,0.16497806851592173
UGC05986,5.02,115.0,75.43128064669192,3.18,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.196054704061411,2.188925376250635,-0.008566486533004939,0.49993934456684014,0.5000245992282957,0.1760106822438687,0.5066795909348509,0.5026354431140444,0.5026354431140444,2.51,2.51,415642321.73563504,14.868200731319554,2,75.43128064669192,0.34407582046354857,0.17294470248352412
UGC05986,5.65,116.0,72.3922930980916,2.32,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.1831217243585637,2.183866590150337,-0.008456898632886867,0.5095653169530724,0.4967227454516723,0.17510663927332643,0.5053801343856684,0.5078912439261107,0.5078912439261107,2.51,2.51,388998399.87254274,16.73417,2,72.3922930980916,0.3759285077750724,0.19093079744116812
UGC05986,6.28,116.0,69.05063649235971,2.01,1.18,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05986_structure_enriched.csv,2.170154360192888,2.1788132617014138,-0.008347310732768794,0.5192071564417693,0.49341927286695797,0.17416649293975112,0.5040270466958596,0.5131351125434054,0.5131351125434054,2.51,2.51,361836725.0713678,18.600103999999998,2,69.05063649235971,0.4047358923072438,0.20768419764943316
